gene_id,Satrom-mRNA-12hT_CTTGTA_L002_001
Setd5,18294
Setd6,1290
Setd7,8703
Setd8,12852
Setdb1,9977
Setdb2,377
Setmar,99
Setx,10762
Sez6,0
Sez6l,10
Sez6l2,520
Sf1,18131
Sf3a1,24558
Sf3a2,7129
Sf3a3,11289
Sf3b1,33512
Sf3b2,24989
Sf3b3,40654
Sf3b4,4712
Sf3b5,2898
Sf3b6,3803
Sfi1,716
Sfmbt1,2283
Sfmbt2,0
Sfn,27
Sfpq,36041
Sfr1,4859
Sfrp1,0
Sfrp2,0
Sfrp4,0
Sfrp5,0
Sfswap,4985
Sft2d1,767
Sft2d2,4261
Sft2d3,270
Sfta2,0
Sftpa1,0
Sftpb,0
Sftpc,0
Sftpd,0
Sfxn1,9379
Sfxn2,1141
Sfxn3,641
Sfxn4,130
Sfxn5,210
Sgca,0
Sgcb,480
Sgcd,0
Sgce,0
Sgcg,0
Sgcz,0
Sgip1,51
Sgk1,8
Sgk2,0
Sgk3,6111
Sgms1,458
Sgms2,0
Sgol1,3773
Sgol2a,3236
Sgol2b,0
Sgpl1,13380
Sgpp1,2054
Sgpp2,5
Sgsh,282
Sgsm1,2
Sgsm2,343
Sgsm3,1281
Sgta,5050
Sgtb,271
Sh2b1,3773
Sh2b2,577
Sh2b3,2594
Sh2d1a,0
Sh2d1b1,11
Sh2d1b2,0
Sh2d2a,6593
Sh2d3c,1030
Sh2d4a,38
Sh2d4b,6
Sh2d5,38
Sh2d6,32
Sh2d7,43
Sh3bgr,5
Sh3bgrl,8464
Sh3bgrl2,2
Sh3bgrl3,1834
Sh3bp1,1865
Sh3bp2,716
Sh3bp4,0
Sh3bp5,19379
Sh3bp5l,1688
Sh3d19,0
Sh3d21,24
Sh3d2c-ps1,0
Sh3gl1,2985
Sh3gl2,0
Sh3gl3,0
Sh3glb1,8734
Sh3glb2,1631
Sh3kbp1,6433
Sh3pxd2a,698
Sh3pxd2b,5226
Sh3rf1,4008
Sh3rf2,0
Sh3rf3,1
Sh3tc1,437
Sh3tc2,6
Sh3yl1,10
Shank1,77
Shank2,0
Shank3,0
Sharpin,1323
Shb,1864
Shbg,0
Shc1,2450
Shc2,0
Shc3,2
Shc4,42
Shcbp1,4066
Shcbp1l,11
Shd,14
She,0
Shf,101
Shfm1,5548
Shh,0
Shisa2,1
Shisa3,0
Shisa4,3
Shisa5,2277
Shisa6,0
Shisa7,5
Shisa8,2972
Shisa9,2
Shkbp1,919
Shmt1,11285
Shmt2,16872
Shoc2,3433
Shox2,0
Shpk,0
Shprh,3521
Shq1,1982
Shroom1,0
Shroom2,0
Shroom3,0
Shroom4,0
Siae,236
Siah1-ps1,0
Siah1-ps2,0
Siah1a,708
Siah1b,1738
Siah2,3644
Siah3,0
Sidt1,0
Sidt2,5576
Sigirr,515
Siglec1,8
Siglec15,0
Siglece,0
Siglecf,111
Siglecg,1236
Siglech,14
Sigmar1,3628
Sik1,5828
Sik2,929
Sik3,2865
Sike1,1397
Sil1,1105
Sim1,82
Sim2,2
Simc1,2318
Sin3a,7690
Sin3b,5186
Sipa1,2589
Sipa1l1,2826
Sipa1l2,335
Sipa1l3,1803
Sirpa,1493
Sirpb1a,0
Sirpb1b,0
Sirt1,2384
Sirt2,2182
Sirt3,536
Sirt4,333
Sirt5,198
Sirt6,1295
Sirt7,897
Sis,6
Sit1,83
Siva1,2416
Six1,2796
Six2,17
Six3,0
Six3os1,0
Six4,1170
Six5,41
Six6,2
Ska1,1209
Ska2,0
Ska3,4174
Skap1,8
Skap2,3327
Ski,2824
Skida1,94
Skil,8801
Skint1,0
Skint10,0
Skint11,0
Skint2,0
Skint3,0
Skint4,0
Skint5,0
Skint6,0
Skint7,0
Skint8,0
Skint9,0
Skiv2l,0
Skiv2l2,16000
Skor1,0
Skor2,0
Skp1a,13647
Skp2,8095
Sla,718
Sla2,148
Slain1,2
Slain1os,0
Slain2,5842
Slamf1,27
Slamf6,5895
Slamf7,703
Slamf8,10
Slamf9,846
Slbp,5694
Slc10a1,23
Slc10a2,0
Slc10a3,521
Slc10a3-ubl4,2
Slc10a4,0
Slc10a5,0
Slc10a6,0
Slc10a7,2003
Slc11a1,624
Slc11a2,3661
Slc12a1,3
Slc12a2,5104
Slc12a3,6
Slc12a4,928
Slc12a5,63
Slc12a6,1283
Slc12a7,352
Slc12a8,482
Slc12a9,575
Slc13a1,0
Slc13a2,2
Slc13a2os,7
Slc13a3,0
Slc13a4,1
Slc13a5,1
Slc14a1,7
Slc14a2,0
Slc15a1,29
Slc15a2,369
Slc15a3,14115
Slc15a4,1751
Slc15a5,0
Slc16a1,17240
Slc16a10,0
Slc16a11,0
Slc16a12,0
Slc16a13,0
Slc16a14,23
Slc16a2,0
Slc16a3,193
Slc16a4,49
Slc16a5,6
Slc16a6,1067
Slc16a7,0
Slc16a8,40
Slc16a9,1
Slc17a1,0
Slc17a2,0
Slc17a3,0
Slc17a4,0
Slc17a5,1457
Slc17a6,0
Slc17a7,0
Slc17a8,0
Slc17a9,739
Slc18a1,46
Slc18a2,218
Slc18a3,0
Slc18b1,0
Slc19a1,4345
Slc19a2,588
Slc19a3,0
Slc1a1,0
Slc1a2,13
Slc1a3,604
Slc1a4,2697
Slc1a5,10430
Slc1a6,1
Slc1a7,2
Slc20a1,9322
Slc20a2,1454
Slc22a1,4
Slc22a12,9
Slc22a13,3
Slc22a13b-ps,4
Slc22a14,2
Slc22a15,0
Slc22a16,0
Slc22a17,53
Slc22a18,27
Slc22a19,0
Slc22a2,0
Slc22a20,1
Slc22a21,4
Slc22a22,0
Slc22a23,16
Slc22a26,0
Slc22a27,0
Slc22a28,1
Slc22a29,0
Slc22a3,0
Slc22a30,0
Slc22a4,0
Slc22a5,424
Slc22a6,0
Slc22a7,0
Slc22a8,0
Slc23a1,264
Slc23a2,3196
Slc23a3,8
Slc24a1,39
Slc24a2,4
Slc24a3,0
Slc24a4,111
Slc24a5,0
Slc25a1,0
Slc25a10,1502
Slc25a11,0
Slc25a12,5918
Slc25a13,0
Slc25a14,250
Slc25a15,898
Slc25a16,1779
Slc25a17,3407
Slc25a18,5
Slc25a19,10880
Slc25a2,2
Slc25a20,851
Slc25a21,0
Slc25a22,2738
Slc25a23,1806
Slc25a24,0
Slc25a25,1352
Slc25a26,647
Slc25a27,0
Slc25a28,817
Slc25a29,93
Slc25a3,32051
Slc25a30,1052
Slc25a31,0
Slc25a32,2133
Slc25a33,70
Slc25a34,42
Slc25a35,67
Slc25a36,1525
Slc25a37,3715
Slc25a38,1382
Slc25a39,4752
Slc25a4,20364
Slc25a40,416
Slc25a41,1
Slc25a42,520
Slc25a43,194
Slc25a44,1787
Slc25a45,1059
Slc25a46,4110
Slc25a47,94
Slc25a48,0
Slc25a5,39673
Slc25a5-ps,0
Slc25a51,3971
Slc25a53,146
Slc25a54,0
Slc26a1,16
Slc26a10,21
Slc26a11,168
Slc26a2,1082
Slc26a3,0
Slc26a4,0
Slc26a5,10
Slc26a6,183
Slc26a7,0
Slc26a8,2
Slc26a9,0
Slc27a1,178
Slc27a2,0
Slc27a3,123
Slc27a4,785
Slc27a5,0
Slc27a6,0
Slc28a1,2
Slc28a2,604
Slc28a3,0
Slc29a1,4696
Slc29a2,629
Slc29a3,5276
Slc29a4,3
Slc2a1,4429
Slc2a10,0
Slc2a12,0
Slc2a13,0
Slc2a2,0
Slc2a3,2577
Slc2a4,0
Slc2a4rg-ps,164
Slc2a5,0
Slc2a6,6812
Slc2a7,0
Slc2a8,130
Slc2a9,70
Slc30a1,1457
Slc30a10,0
Slc30a2,3041
Slc30a3,0
Slc30a4,1131
Slc30a5,6272
Slc30a6,1323
Slc30a7,1868
Slc30a8,0
Slc30a9,3048
Slc31a1,9845
Slc31a2,1962
Slc32a1,0
Slc33a1,1612
Slc34a1,0
Slc34a2,0
Slc34a3,0
Slc35a1,1239
Slc35a2,837
Slc35a3,5971
Slc35a4,6350
Slc35a5,449
Slc35b1,2396
Slc35b2,2461
Slc35b3,492
Slc35b4,1412
Slc35c1,1735
Slc35c2,1937
Slc35d1,1981
Slc35d2,139
Slc35d3,8
Slc35e1,3802
Slc35e2,1930
Slc35e3,725
Slc35e4,187
Slc35f1,0
Slc35f2,0
Slc35f3,4
Slc35f4,0
Slc35f5,659
Slc35f6,810
Slc35g1,1506
Slc35g2,14
Slc35g3,6
Slc36a1,517
Slc36a1os,0
Slc36a2,6
Slc36a3,24
Slc36a3os,61
Slc36a4,1210
Slc37a1,114
Slc37a2,425
Slc37a3,851
Slc37a4,513
Slc38a1,17604
Slc38a10,6429
Slc38a11,1
Slc38a2,48204
Slc38a3,6
Slc38a4,1
Slc38a5,0
Slc38a6,359
Slc38a7,1336
Slc38a8,6
Slc38a9,300
Slc39a1,3081
Slc39a1-ps,4
Slc39a10,7450
Slc39a11,1757
Slc39a12,0
Slc39a13,347
Slc39a14,6768
Slc39a2,9
Slc39a3,328
Slc39a4,2280
Slc39a5,14
Slc39a6,8756
Slc39a7,0
Slc39a8,2
Slc39a9,3679
Slc3a1,4
Slc3a2,10911
Slc40a1,2
Slc41a1,1868
Slc41a2,24
Slc41a3,29
Slc43a1,577
Slc43a2,741
Slc43a3,10312
Slc44a1,4435
Slc44a2,5157
Slc44a3,0
Slc44a4,0
Slc44a5,2
Slc45a1,0
Slc45a2,0
Slc45a3,467
Slc45a4,1529
Slc46a1,217
Slc46a2,0
Slc46a3,29
Slc47a1,3283
Slc47a2,39
Slc48a1,1490
Slc4a1,0
Slc4a10,0
Slc4a11,19
Slc4a1ap,4093
Slc4a2,1931
Slc4a3,67
Slc4a4,0
Slc4a5,2
Slc4a7,4059
Slc4a8,303
Slc4a9,2
Slc50a1,1053
Slc51a,0
Slc51b,1
Slc52a2,1386
Slc52a3,48
Slc5a1,0
Slc5a10,9
Slc5a11,15
Slc5a12,0
Slc5a2,1
Slc5a3,1977
Slc5a4a,0
Slc5a4b,4
Slc5a5,27
Slc5a6,1693
Slc5a7,0
Slc5a8,4
Slc5a9,79
Slc6a1,2
Slc6a11,0
Slc6a12,140
Slc6a13,437
Slc6a14,0
Slc6a15,0
Slc6a16,4
Slc6a17,0
Slc6a18,0
Slc6a19,0
Slc6a19os,0
Slc6a2,0
Slc6a20a,0
Slc6a20b,1
Slc6a3,0
Slc6a4,2
Slc6a5,2
Slc6a6,9553
Slc6a7,3
Slc6a8,1
Slc6a9,252
Slc7a1,12753
Slc7a10,0
Slc7a11,2
Slc7a12,0
Slc7a13,0
Slc7a14,0
Slc7a15,3
Slc7a2,0
Slc7a3,604
Slc7a4,0
Slc7a5,13546
Slc7a6,6578
Slc7a6os,2568
Slc7a7,2129
Slc7a8,0
Slc7a9,3
Slc8a1,0
Slc8a2,19
Slc8a3,2
Slc8b1,212
Slc9a1,1246
Slc9a2,0
Slc9a3,0
Slc9a3r1,2884
Slc9a3r2,1013
Slc9a4,0
Slc9a5,293
Slc9a6,675
Slc9a7,4360
Slc9a8,2109
Slc9a9,0
Slc9b1,11
Slc9b2,4
Slc9c1,0
Slco1a1,0
Slco1a4,0
Slco1a5,0
Slco1a6,0
Slco1b2,0
Slco1c1,0
Slco2a1,1
Slco2b1,1
Slco3a1,0
Slco4a1,3101
Slco4c1,0
Slco5a1,23
Slco6b1,0
Slco6c1,0
Slco6d1,0
Slfn1,0
Slfn10-ps,297
Slfn14,0
Slfn2,3101
Slfn3,3479
Slfn4,1
Slfn5,6
Slfn5os,12
Slfn8,31
Slfn9,0
Slfnl1,0
Slirp,1132
Slit1,20
Slit2,0
Slit3,0
Slitrk1,0
Slitrk2,0
Slitrk3,0
Slitrk4,0
Slitrk5,0
Slitrk6,0
Slk,9578
Slmap,16130
Slmo1,513
Slmo2,7239
Sln,0
Slpi,2
Sltm,9691
Slu7,5706
Slurp1,0
Slx,0
Slx1b,541
Slx4,2516
Slx4ip,562
Slxl1,0
Sly,0
Smad1,0
Smad2,3213
Smad3,347
Smad4,4055
Smad5,3319
Smad6,180
Smad7,1457
Smad9,0
Smagp,61
Smap1,1181
Smap2,16094
Smarca1,7
Smarca2,2104
Smarca4,15480
Smarca5,18387
Smarca5-ps,5
Smarcad1,5447
Smarcal1,2332
Smarcb1,5210
Smarcc1,20707
Smarcc2,5931
Smarcd1,5785
Smarcd2,4483
Smarcd3,87
Smarce1,7440
Smc1a,14471
Smc1b,1
Smc2,15111
Smc2os,0
Smc3,17376
Smc4,23378
Smc5,6181
Smc6,11302
Smchd1,11646
Smco1,0
Smco2,0
Smco3,45
Smco4,1532
Smcp,0
Smcr8,6456
Smdt1,1815
Smek1,11157
Smek2,19908
Smek3-ps,0
Smg1,22415
Smg5,9417
Smg6,2071
Smg7,8685
Smg8,0
Smg9,1410
Smgc,0
Smim1,0
Smim11,1408
Smim12,801
Smim13,2174
Smim14,1409
Smim15,3072
Smim18,4
Smim19,270
Smim20,1032
Smim22,2
Smim23,0
Smim24,2
Smim3,2478
Smim4,405
Smim5,15
Smim6,11
Smim7,2842
Smim8,630
Smim9,5
Smlr1,2
Smn1,3
Smndc1,6655
Smo,15
Smoc1,3402
Smoc2,0
Smok2a,0
Smok2b,0
Smok3a,0
Smok3b,0
Smok3c,0
Smok4a,0
Smox,177
Smpd1,903
Smpd2,144
Smpd3,184
Smpd4,8460
Smpd5,153
Smpdl3a,0
Smpdl3b,11
Smpx,0
Smr2,0
Smr3a,0
Sms,5573
Smt3h1-ps,11
Smt3h2-ps,6
Smt3h2-ps2,6
Smt3h2-ps3,3
Smt3h2-ps4,3
Smtn,258
Smtnl1,2
Smtnl2,10
Smu1,10730
Smug1,1631
Smurf1,1530
Smurf2,3343
Smyd1,86
Smyd2,5039
Smyd3,1161
Smyd4,485
Smyd5,8363
Snai1,1211
Snai2,0
Snai3,29
Snap23,2410
Snap25,0
Snap29,2014
Snap47,2482
Snap91,0
Snapc1,1040
Snapc2,746
Snapc3,793
Snapc4,3180
Snapc5,1236
Snapin,998
Snca,0
Sncaip,0
Sncb,0
Sncg,0
Snd1,18162
Sned1,92
Snf8,2718
Snhg1,4239
Snhg10,42
Snhg11,0
Snhg12,1639
Snhg14,31
Snhg18,0
Snhg3,2332
Snhg4,1792
Snhg5,5018
Snhg6,2799
Snhg7,450
Snhg7os,6
Snhg8,1596
Snhg9,9
Snip1,2349
Snn,3240
Snora15,9
Snora16a,128
Snora17,57
Snora19,0
Snora20,7
Snora21,27
Snora23,33
Snora24,0
Snora26,0
Snora28,98
Snora2b,38
Snora3,72
Snora30,22
Snora31,133
Snora33,77
Snora34,10
Snora35,0
Snora36b,0
Snora41,65
Snora43,107
Snora44,70
Snora47,8
Snora52,56
Snora5c,79
Snora61,88
Snora62,24
Snora64,65
Snora65,354
Snora68,81
Snora69,31
Snora70,113
Snora73a,452
Snora73b,531
Snora74a,69
Snora75,65
Snora78,22
Snora7a,174
Snora81,208
Snord100,88
Snord104,161
Snord11,1
Snord110,9
Snord111,4
Snord116,0
Snord116l1,0
Snord116l2,0
Snord118,0
Snord12,177
Snord123,0
Snord13,0
Snord14a,35
Snord14c,20
Snord14d,32
Snord14e,59
Snord15a,4
Snord15b,32
Snord16a,144
Snord17,84
Snord19,70
Snord1a,0
Snord1b,35
Snord1c,19
Snord2,190
Snord22,430
Snord23,3
Snord32a,127
Snord33,19
Snord34,29
Snord35a,63
Snord35b,21
Snord37,7
Snord38a,2
Snord42a,9
Snord42b,26
Snord43,28
Snord45b,65
Snord45c,0
Snord47,142
Snord49a,73
Snord49b,78
Snord4a,29
Snord52,0
Snord53,31
Snord55,45
Snord57,48
Snord58b,60
Snord61,0
Snord64,4
Snord65,56
Snord66,3
Snord67,2
Snord68,29
Snord69,112
Snord7,0
Snord70,6
Snord71,4
Snord72,69
Snord73a,16
Snord8,10
Snord82,0
Snord83b,65
Snord85,0
Snord87,45
Snord88a,16
Snord88c,12
Snord89,29
Snord90,0
Snord91a,0
Snord92,3
Snord93,11
Snord95,21
Snord96a,0
Snord98,9
Snord99,212
Snph,0
Snrk,905
Snrnp200,28470
Snrnp25,3329
Snrnp27,1940
Snrnp35,639
Snrnp40,7145
Snrnp48,2185
Snrnp70,22581
Snrpa,5712
Snrpa1,8332
Snrpb,15956
Snrpb2,5242
Snrpc,0
Snrpd1,10087
Snrpd2,5474
Snrpd3,13645
Snrpe,6619
Snrpf,553
Snrpg,4397
Snrpn,2
Snta1,3
Sntb1,0
Sntb2,277
Sntg1,0
Sntg2,0
Sntn,0
Snupn,940
Snurf,0
Snw1,10959
Snx1,8637
Snx10,3624
Snx11,5082
Snx12,2480
Snx13,2778
Snx14,997
Snx15,460
Snx16,346
Snx17,3530
Snx18,1673
Snx19,6429
Snx2,5601
Snx20,2217
Snx21,77
Snx22,205
Snx24,21
Snx25,1601
Snx27,7731
Snx29,406
Snx3,5065
Snx30,1061
Snx31,0
Snx32,68
Snx33,278
Snx4,7079
Snx5,49973
Snx6,5129
Snx7,0
Snx8,4177
Snx9,2825
Soat1,754
Soat2,25
Sobp,0
Socs1,1164
Socs2,1016
Socs3,40
Socs4,3245
Socs5,283
Socs6,2771
Socs7,3556
Sod1,13431
Sod2,6786
Sod3,0
Soga1,1846
Soga3,0
Sohlh1,0
Sohlh2,0
Son,51778
Sorbs1,482
Sorbs2,0
Sorbs2os,0
Sorbs3,1
Sorcs1,0
Sorcs2,39
Sorcs3,0
Sord,1743
Sorl1,6052
Sort1,1399
Sos1,4572
Sos2,2951
Sost,2
Sostdc1,0
Sowaha,0
Sowahb,0
Sowahc,2594
Sowahd,0
Sox1,0
Sox10,0
Sox11,0
Sox12,0
Sox13,0
Sox14,0
Sox15,2
Sox17,0
Sox18,1
Sox2,0
Sox21,0
Sox2ot,0
Sox3,0
Sox30,0
Sox4,0
Sox5,2
Sox5os3,0
Sox5os4,0
Sox6,17
Sox6os,0
Sox7,4
Sox8,0
Sox9,0
Sp1,11768
Sp100,3076
Sp110,2732
Sp140,2585
Sp2,1456
Sp3,7951
Sp3os,155
Sp4,692
Sp5,0
Sp6,141
Sp7,4
Sp8,0
Sp9,0
Spa17,16
Spaca1,0
Spaca3,0
Spaca4,6
Spaca5,1
Spaca6,12
Spaca7,0
Spag1,222
Spag11a,0
Spag11b,0
Spag16,0
Spag17,22
Spag17os,0
Spag4,204
Spag5,5063
Spag6,0
Spag7,2
Spag8,0
Spag9,6313
Spam1,0
Spanxn4,0
Sparc,20
Sparcl1,0
Spast,5072
Spata1,58
Spata13,1371
Spata16,0
Spata17,9
Spata18,0
Spata19,0
Spata2,2220
Spata20,0
Spata21,0
Spata22,0
Spata24,316
Spata25,1
Spata2l,102
Spata3,0
Spata31,0
Spata31d1a,2
Spata31d1b,23
Spata31d1c,0
Spata31d1d,0
Spata32,0
Spata33,109
Spata4,0
Spata45,0
Spata5,819
Spata5l1,602
Spata6,417
Spata7,667
Spata9,39
Spatc1,0
Spatc1l,0
Spats1,40
Spats2,5384
Spats2l,0
Spc24,2295
Spc25,2050
Spcs1,5209
Spcs2,8577
Spcs2-ps,2
Spcs3,13220
Spdef,0
Spdl1,5565
Spdya,23
Spdyb,0
Specc1,4017
Specc1l,4566
Speer1-ps1,0
Speer2,0
Speer3,0
Speer4a,0
Speer4b,0
Speer4c,0
Speer4d,0
Speer4e,0
Speer4f,0
Speer5-ps1,0
Speer6-ps1,0
Speer7-ps1,0
Speer8-ps1,0
Speer9-ps1,0
Spef1,43
Spef2,401
Speg,630
Spem1,0
Spen,8128
Spert,0
Spesp1,0
Spg11,2793
Spg20,3444
Spg21,2482
Spg7,1652
Sphk1,3
Sphk2,1830
Sphkap,0
Spi1,1232
Spib,21673
Spic,2
Spice1,598
Spidr,1982
Spin1,4576
Spin2-ps1,0
Spin2-ps2,0
Spin2-ps3,0
Spin2-ps4,0
Spin2-ps6,0
Spin2c,0
Spin2d,0
Spin2e,0
Spin4,0
Spink10,2
Spink11,0
Spink12,0
Spink13,0
Spink14,0
Spink2,14
Spink3,0
Spink4,5
Spink5,0
Spink6,0
Spink7,0
Spink8,2
Spinkl,0
Spint1,0
Spint2,1087
Spint3,0
Spint4,0
Spint5,0
Spire1,6545
Spire2,387
Spn,1166
Spn-ps,0
Spns1,2463
Spns2,21
Spns3,44
Spo11,8
Spocd1,0
Spock1,0
Spock2,16
Spock3,0
Spon1,23
Spon2,0
Spop,9487
Spopl,1384
Spp1,36
Spp2,0
Sppl2a,5904
Sppl2b,1554
Sppl2c,0
Sppl3,3549
Spr,2508
Spred1,4848
Spred2,1011
Spred3,251
Sprn,0
Sprr1a,0
Sprr1b,0
Sprr2a1,0
Sprr2a2,0
Sprr2a3,0
Sprr2b,0
Sprr2d,0
Sprr2e,0
Sprr2f,0
Sprr2g,0
Sprr2h,0
Sprr2i,0
Sprr2j-ps,0
Sprr2k,0
Sprr3,0
Sprr4,0
Sprtn,3336
Spry1,0
Spry2,0
Spry3,0
Spry4,6
Spryd3,1666
Spryd4,970
Spryd7,2287
Spsb1,463
Spsb2,112
Spsb3,1451
Spsb4,0
Spt1,0
Spta1,14
Sptan1,21938
Sptb,6
Sptbn1,18799
Sptbn2,48
Sptbn4,22
Sptbn5,9
Sptlc1,3190
Sptlc2,1993
Sptlc3,0
Sptssa,3193
Sptssb,0
Spty2d1,1331
Spz1,0
Sqle,9459
Sqrdl,0
Sqstm1,13082
Sra1,1690
Srbd1,2509
Src,215
Srcap,11845
Srcin1,51
Srd5a1,276
Srd5a2,0
Srd5a3,465
Srebf1,5187
Srebf2,16461
Srek1,9179
Srek1ip1,2157
Srf,3770
Srfbp1,2516
Srgap1,2
Srgap2,4130
Srgap3,1489
Srgn,3461
Sri,4675
Srl,2708
Srm,3056
Srms,9
Srp14,3041
Srp19,3950
Srp54a,589
Srp54b,0
Srp54c,1542
Srp68,11743
Srp72,15134
Srp9,3172
Srpk1,0
Srpk2,4110
Srpk3,332
Srpr,7467
Srprb,4026
Srpx,2
Srpx2,0
Srr,315
Srrd,376
Srrm1,19829
Srrm2,59540
Srrm3,19
Srrm4,0
Srrm4os,0
Srrt,28033
Srsf1,33
Srsf10,10941
Srsf11,19291
Srsf12,4
Srsf2,23762
Srsf3,6284
Srsf4,1834
Srsf5,17557
Srsf6,20777
Srsf7,26488
Srsf9,6615
Srsx,0
Srsy,0
Srxn1,0
Sry,0
Ss18,4745
Ss18l1,481
Ssb,24560
Ssbp1,3314
Ssbp2,356
Ssbp3,4500
Ssbp4,2542
Ssc4d,85
Ssc5d,49
Ssfa2,4296
Ssh1,1745
Ssh2,3885
Ssh3,110
Ssmem1,0
Ssna1,2093
Sspn,51
Sspo,56
Ssr1,25720
Ssr2,14120
Ssr3,26584
Ssr4,4143
Ssrp1,40368
Sssca1,2262
Sst,0
Sstr1,0
Sstr2,0
Sstr3,0
Sstr4,0
Sstr5,84
Ssty1,0
Ssty2,0
Ssu2,0
Ssu72,4577
Ssx2ip,2741
Ssx9,0
Ssxa1,0
Ssxb1,0
Ssxb10,0
Ssxb2,0
Ssxb3,0
Ssxb5,0
Ssxb6,0
Ssxb7,0
Ssxb8,0
Ssxb9,0
St13,24629
St14,1932
St18,434
St3gal1,2799
St3gal2,4056
St3gal3,944
St3gal4,1291
St3gal5,806
St3gal6,4645
St5,71
St6gal1,3822
St6gal2,0
St6galnac1,0
St6galnac2,8
St6galnac3,1
St6galnac4,7970
St6galnac5,0
St6galnac6,784
St7,2907
St7l,464
St8sia1,38
St8sia2,0
St8sia3,0
St8sia3os,0
St8sia4,41
St8sia5,0
St8sia6,20900
Stab1,1014
Stab2,5
Stac,0
Stac2,0
Stac3,16
Stag1,7927
Stag2,17514
Stag3,2
Stam,2002
Stam2,2379
Stambp,772
Stambp-ps1,0
Stambpl1,1415
Stamos,8
Stap1,4006
Stap2,223
Star,232
Stard10,84
Stard13,1462
Stard3,1277
Stard3nl,596
Stard4,6413
Stard5,1418
Stard6,141
Stard7,10579
Stard8,0
Stard9,309
Stat1,13302
Stat2,780
Stat3,6050
Stat4,246
Stat5a,6085
Stat5b,7545
Stat6,7180
Stau1,3801
Stau2,1544
Stbd1,0
Stc1,0
Stc2,0
Steap1,0
Steap2,2
Steap3,1053
Steap4,0
Stfa1,0
Stfa2,0
Stfa2l1,0
Stfa3,0
Stil,2378
Stim1,942
Stim2,2051
Stip1,27470
Stk10,4877
Stk11,5020
Stk11ip,2886
Stk16,2273
Stk17b,4161
Stk19,0
Stk19-ps1,0
Stk24,13125
Stk25,2356
Stk26,0
Stk3,868
Stk31,0
Stk32a,0
Stk32b,0
Stk32c,0
Stk33,0
Stk35,1900
Stk36,110
Stk38,737
Stk38l,357
Stk39,0
Stk4,8931
Stk40,1289
Stkld1,6
Stmn1,2708
Stmn1-rs1,2
Stmn1-rs2,1
Stmn2,0
Stmn3,0
Stmn4,0
Stmnd1,0
Stom,616
Stoml1,523
Stoml2,9466
Stoml3,0
Ston1,552
Ston2,10
Stox1,6
Stox2,270
Stpg1,2
Stpg2,0
Stra13,1505
Stra6,7
Stra6l,372
Stra8,9
Strada,1464
Stradb,607
Strap,22912
Strbp,9174
Strc,0
Strip1,2859
Strip2,2511
Strn,3837
Strn3,5758
Strn4,5004
Stt3a,17984
Stt3b,33716
Stub1,1365
Stx11,1488
Stx12,2316
Stx16,3595
Stx17,981
Stx18,1460
Stx19,0
Stx1a,269
Stx1b,9
Stx2,247
Stx3,457
Stx4a,2411
Stx5a,1309
Stx6,2300
Stx7,11318
Stx8,895
Stxbp1,2457
Stxbp2,3071
Stxbp3a,1642
Stxbp3b,4
Stxbp4,1369
Stxbp5,2517
Stxbp5l,0
Stxbp6,0
Styk1,0
Styx,1142
Styxl1,2
Sub1,39929
Sucla2,8765
Suclg1,6042
Suclg2,5332
Sucnr1,0
Suco,5370
Suds3,6384
Sufu,3011
Sugct,0
Sugp1,3011
Sugp2,1887
Sugt1,7691
Sulf1,5
Sulf2,0
Sult1a1,42
Sult1b1,0
Sult1c1,0
Sult1c2,0
Sult1d1,0
Sult1e1,0
Sult2a1,0
Sult2a2,0
Sult2a3,0
Sult2a4,0
Sult2a5,0
Sult2a6,0
Sult2a7,0
Sult2b1,4
Sult3a1,0
Sult4a1,0
Sult5a1,0
Sult6b1,52
Sumf1,1709
Sumf2,2315
Sumo1,7708
Sumo2,1668
Sumo3,5769
Sun1,1719
Sun2,2121
Sun3,0
Sun5,20
Suox,841
Supt16,40977
Supt20,4678
Supt3,1022
Supt4a,0
Supt5,12805
Supt6,18741
Supt7l,1564
Supv3l1,3946
Surf1,1856
Surf2,2349
Surf4,11327
Surf6,4526
Susd1,3247
Susd2,1639
Susd3,51
Susd4,0
Susd5,0
Susd6,1842
Suv39h1,5517
Suv39h2,1769
Suv420h1,2653
Suv420h2,1861
Suz12,14561
Sv2a,338
Sv2b,4
Sv2c,15
Sva,0
Sval1,0
Sval2,0
Sval3,0
Svep1,2
Svil,31
Svip,0
Svop,22
Svopl,0
Svs1,0
Svs2,0
Svs3a,1
Svs3b,0
Svs4,0
Svs5,0
Svs6,0
Swap70,40845
Swi5,6956
Swsap1,212
Swt1,1884
Syap1,972
Sybu,0
Syce1,0
Syce1l,0
Syce2,13
Syce3,0
Sycn,0
Sycp1,0
Sycp1-ps1,0
Sycp2,0
Sycp2l,154
Sycp3,15
Syde1,0
Syde2,0
Syf2,2802
Syk,8863
Sympk,12124
Syn1,8
Syn2,0
Syn3,227
Syna,65
Synb,0
Sync,0
Syncrip,37790
Syndig1,0
Syndig1l,0
Syne1,80
Syne2,4586
Syne3,3218
Syne4,185
Syngap1,378
Syngr1,644
Syngr2,21004
Syngr3,16
Syngr4,15
Synj1,756
Synj2,413
Synj2bp,4800
Synm,0
Synpo,77
Synpo2,5
Synpo2l,56
Synpr,0
Synrg,2545
Syp,52
Sypl,3335
Sypl2,5
Sys1,1136
Syt1,0
Syt10,0
