gene_id,Satrom-mRNA-2hT_ACAGTG_L004_001
4930524B15Rik,0
4930524B17Rik,0
4930524C18Rik,2
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,18
4930525G20Rik,10
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,0
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,0
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,1
4930529K09Rik,0
4930529L06Rik,3
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,0
4930535O05Rik,0
4930538E20Rik,1
4930538K18Rik,56
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,40
4930539J05Rik,23
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,0
4930542M03Rik,0
4930542N06Rik,1
4930543D07Rik,2
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,0
4930547E08Rik,0
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,0
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,26
4930550C14Rik,9
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,4
4930553C11Rik,0
4930553E22Rik,0
4930553J12Rik,0
4930553P18Rik,0
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,0
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,4
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,18
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,172
4930558K02Rik,32
4930559C10Rik,0
4930562C15Rik,48
4930562F07Rik,0
4930562F17Rik,0
4930563D23Rik,0
4930563E18Rik,0
4930563E22Rik,2
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,70
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,51
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,8
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,1
4930577N17Rik,17
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,0
4930578N18Rik,0
4930579C12Rik,15
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,403
4930579G24Rik,383
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,12
4930579P08Rik,2
4930581F22Rik,50
4930583I09Rik,0
4930583K01Rik,0
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,15
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,2
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,2
4930593A02Rik,27
4930593C16Rik,2
4930594C11Rik,16
4930594M22Rik,16
4930594O21Rik,0
4930595D18Rik,18
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,1
4930596I21Rik,4
4930597A21Rik,64
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,0
4931403E22Rik,8
4931403G20Rik,15
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,1663
4931406H21Rik,0
4931406P16Rik,5572
4931408C20Rik,0
4931408D14Rik,2
4931409K22Rik,9
4931412M21,0
4931413K12Rik,49
4931414P19Rik,387
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,8
4931428F04Rik,371
4931428L18Rik,36
4931429I11Rik,0
4931429L15Rik,1
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,2
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,0
4931440J10Rik,3
4931440P22Rik,19
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,26
4932416K20Rik,2
4932418E24Rik,2
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,1891
4932438H23Rik,5
4932441J04Rik,0
4932442L08Rik,2
4932443I19Rik,0
4932443L11Rik,0
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,9
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,1
4933402P03Rik,0
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,361
4933404O12Rik,235
4933405D12Rik,0
4933405E24Rik,22
4933405L10Rik,13
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,11
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,3
4933406J08Rik,4
4933406J10Rik,0
4933406K04Rik,0
4933406M09Rik,2
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,1
4933407I08Rik,2
4933407K13Rik,0
4933407L21Rik,2
4933408B17Rik,5
4933408J17Rik,9
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,0
4933411E08Rik,2
4933411G06Rik,0
4933411G11Rik,0
4933411K16Rik,0
4933412E12Rik,463
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,2
4933413J09Rik,1
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,9
4933416O17Rik,0
4933417A18Rik,2
4933417D19Rik,20
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,487
4933422A05Rik,6
4933424G05Rik,4
4933424G06Rik,2
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,0
4933427D14Rik,1009
4933427E11Rik,10
4933427E13Rik,0
4933427G17Rik,2
4933427G23Rik,8
4933427I22Rik,6
4933428C19Rik,0
4933428G20Rik,5
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,526
4933430M04Rik,2
4933430N04Rik,0
4933431E20Rik,58
4933431G14Rik,9
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,568
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,0
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,7
4933433G19Rik,38
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,3943
4933436E23Rik,0
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,141
4933439K11Rik,3
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,1247
5031425E22Rik,308
5031425F14Rik,4
5031426D15Rik,0
5031434C07Rik,1
5031434O11Rik,19
5031439G07Rik,3483
5033403F01Rik,2
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,16
5033417F24Rik,3
5033421B08Rik,15
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,87
5133400J02Rik,298
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,22
5330426P16Rik,0
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,54
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,0
5430403N17Rik,0
5430405H02Rik,26
5430416N02Rik,831
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,6
5430427M07Rik,0
5430427O19Rik,1778
5430428K19Rik,0
5430431A17Rik,6
5430434I15Rik,0
5430435G22Rik,10
5430435K18Rik,1
5430437J10Rik,13
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,306
5730403I07Rik,0
5730405O15Rik,58
5730408K05Rik,146
5730409E04Rik,544
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,1
5730420D15Rik,4
5730422E09Rik,4
5730435O14Rik,0
5730455P16Rik,1897
5730457N03Rik,2
5730460C07Rik,0
5730480H06Rik,28
5730488B01Rik,1
5730507C01Rik,0
5730508B09Rik,41
5730522E02Rik,2
5730559C18Rik,74
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,447
5830416I19Rik,0
5830416P10Rik,118
5830417I10Rik,2657
5830418P13Rik,116
5830428H23Rik,487
5830428M24Rik,147
5830432E09Rik,21
5830433I10Rik,5
5830444B04Rik,3
5830454E08Rik,23
5830473C10Rik,9
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,0
5930438M14Rik,0
6030407O03Rik,0
6030408B16Rik,7
6030419C18Rik,1136
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,68
6030458C11Rik,2926
6030466F02Rik,0
6030468B19Rik,37
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,102
6330403A02Rik,701
6330403K07Rik,0
6330407A03Rik,0
6330408A02Rik,177
6330409D20Rik,0
6330410L21Rik,0
6330415B21Rik,2
6330415G19Rik,48
6330416G13Rik,1772
6330418K02Rik,7
6330419J24Rik,4
6330420H09Rik,0
6330549D23Rik,79
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,4
6430548M08Rik,36
6430550D23Rik,41
6430553K19Rik,0
6430562O15Rik,12
6430571L13Rik,59
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,16
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,3
6530402F18Rik,1171
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,2
6720483E21Rik,0
6720489N17Rik,755
6820408C15Rik,2
6820426E19Rik,0
6820431F20Rik,353
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,6
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,0
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,1
8030451A03Rik,10
8030451O07Rik,0
8030453O22Rik,588
8030455M16Rik,0
8030462N17Rik,2264
8030474K03Rik,0
8430408G22Rik,0
8430415O14Rik,1
8430419K02Rik,0
8430419L09Rik,1265
8430422H06Rik,0
8430423G03Rik,0
8430426J06Rik,0
8430429K09Rik,22
8430430B14Rik,8
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,11
9030204H09Rik,20
9030404E10Rik,2
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,175
9030619P08Rik,2
9030622O22Rik,2
9030624G23Rik,0
9030624J02Rik,2030
9030625G05Rik,0
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,458
9130015A21Rik,37
9130015L21Rik,0
9130019O22Rik,203
9130019P16Rik,2
9130023H24Rik,110
9130024F11Rik,87
9130204L05Rik,0
9130208D14Rik,3
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,154
9130227L01Rik,0
9130230L23Rik,2
9130401M01Rik,2572
9130409I23Rik,0
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,1
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,69
9230110F15Rik,0
9230112D13Rik,29
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,63
9230116L04Rik,9
9230116N13Rik,47
9230117E06Rik,3
9330020H09Rik,107
9330102E08Rik,8
9330104G04Rik,68
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,208
9330136K24Rik,21
9330151L19Rik,243
9330154J02Rik,0
9330154K18Rik,5
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,47
9330162012Rik,9
9330162B11Rik,0
9330175E14Rik,8
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,21
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,1671
9430014N10Rik,0
9430015G10Rik,1711
9430016H08Rik,1894
9430018G01Rik,2
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,112
9430038I01Rik,390
9430041J12Rik,7
9430060I03Rik,0
9430065F17Rik,16
9430069I07Rik,0
9430076C15Rik,0
9430078G10Rik,0
9430078K24Rik,2
9430083A17Rik,2
9430085M18Rik,0
9430091E24Rik,56
9430097D07Rik,0
9530002B09Rik,0
9530003J23Rik,3
9530004M14Rik,0
9530014B07Rik,0
9530020I12Rik,0
9530026F06Rik,2
9530026P05Rik,0
9530027J09Rik,22
9530034E10Rik,2
9530036M11Rik,6
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,22
9530052E02Rik,0
9530053A07Rik,0
9530053H05Rik,869
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,47
9530068E07Rik,7801
9530077C05Rik,30
9530080O11Rik,0
9530082P21Rik,12
9530091C08Rik,0
9630001P10Rik,2
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,0
9630013K17Rik,30
9630015K15Rik,4
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1975
9830107B12Rik,4
9830132P13Rik,0
9830147E19Rik,1
9830166K06Rik,0
9930012K11Rik,107
9930014A18Rik,0
9930021J03Rik,3271
9930038B18Rik,0
9930104L06Rik,1307
9930111H07Rik,0
9930111J21Rik1,125
9930111J21Rik2,12
a,59
A130010J15Rik,590
A130030D18Rik,0
A130051J06Rik,70
A130077B15Rik,0
A1bg,1
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,22
A230028O05Rik,1
A230046K03Rik,3851
A230050P20Rik,1071
A230051N06Rik,2
A230056J06Rik,0
A230056P14Rik,25
A230057D06Rik,1
A230065H16Rik,0
A230070E04Rik,0
A230072C01Rik,76
A230072E10Rik,12
A230072I06Rik,0
A230073K19Rik,13
A230077H06Rik,0
A230083G16Rik,165
A230087F16Rik,0
A230098N10Rik,18
A230103J11Rik,58
A230103O09Rik,0
A230107N01Rik,4
A230108P19Rik,2
A2m,0
A330008L17Rik,0
A330009N23Rik,53
A330015K06Rik,0
A330023F24Rik,73
A330032B11Rik,2
A330033J07Rik,0
A330035P11Rik,116
A330040F15Rik,8
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,2
A330069E16Rik,53
A330069K06Rik,0
A330070K13Rik,1
A330074K22Rik,10
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,0
A330093E20Rik,0
A330102I10Rik,0
A3galt2,4
A430005L14Rik,649
A430010J10Rik,0
A430033K04Rik,279
A430035B10Rik,85
A430046D13Rik,101
A430048G15Rik,0
A430057M04Rik,69
A430060F13Rik,0
A430072P03Rik,20
A430078G23Rik,2
A430078I02Rik,7
A430085M09Rik,0
A430088P11Rik,3
A430089I19Rik,0
A430090L17Rik,1
A430093F15Rik,2360
A430105I19Rik,2
A430105J06Rik,23
A430108G06Rik,0
A430110L20Rik,22
A4galt,3
A4gnt,2
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,23
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,1097
A530046M15Rik,0
A530050N04Rik,1
A530053G22Rik,0
A530054K11Rik,1108
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,145
A530088E08Rik,5
A530095I07Rik,4
A530099J19Rik,0
A630001G21Rik,7434
A630001O12Rik,12
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,6
A630020A06,1
A630023A22Rik,0
A630023P12Rik,29
A630031M04Rik,0
A630033H20Rik,51
A630034I12Rik,882
A630066F11Rik,0
A630072L19Rik,0
A630072M18Rik,42
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,2
A630089N07Rik,854
A630095E13Rik,0
A630095N17Rik,66
A730004F24Rik,0
A730006G06Rik,1
A730009L09Rik,0
A730011C13Rik,82
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,201
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,1
A730036I17Rik,0
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,33
A730067D02Rik,11
A730082K24Rik,2
A730085K08Rik,0
A730089K16Rik,1
A730090H04Rik,6
A730090N16Rik,15
A730098P11Rik,3
A830005F24Rik,25
A830009L08Rik,0
A830010M20Rik,99
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,2
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,12
A830052D11Rik,0
A830080D01Rik,2234
A830082K12Rik,0
A830082N09Rik,144
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,0
A930002C04Rik,0
A930003A15Rik,12
A930003O13Rik,0
A930004D18Rik,7
A930005H10Rik,546
A930006I01Rik,0
A930006K02Rik,76
A930007A09Rik,1
A930007I19Rik,91
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,1
A930012L18Rik,0
A930012O16Rik,12
A930013F10Rik,94
A930015D03Rik,0
A930016O22Rik,4
A930017K11Rik,16
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,10
A930024E05Rik,52
A930027H12Rik,0
A930028N01Rik,0
A930029G22Rik,0
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,2
A930041C12Rik,6
AA387200,3
AA387883,0
AA388235,0
AA413626,2
AA414768,259
AA414992,0
AA415398,219
AA465934,102
AA467197,81
AA474331,25
AA536875,0
AA543186,35
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,1
AA792892,0
AA986860,10
AA987161,1120
Aaas,4721
Aacs,2780
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,329
Aagab,3640
Aak1,1293
Aamdc,332
Aamp,8328
Aanat,1
Aar2,4046
Aard,0
Aars,10716
Aars2,1635
Aarsd1,2846
Aasdh,1267
Aasdhppt,3041
Aass,0
Aatf,5745
Aatk,6
AB124611,385
Abat,1
Abca1,1360
Abca12,0
Abca13,74
Abca14,0
Abca15,0
Abca16,0
Abca17,4
Abca2,3403
Abca3,2724
Abca4,75
Abca5,214
Abca6,0
Abca7,601
Abca8a,1
Abca8b,0
Abca9,1
Abcb10,2568
Abcb11,2
Abcb1a,287
Abcb1b,7
Abcb4,11
Abcb5,0
Abcb6,2987
Abcb7,5094
Abcb8,1856
Abcb9,60
Abcc1,9645
Abcc10,568
Abcc12,1
Abcc2,222
Abcc3,0
Abcc4,7533
Abcc5,2729
Abcc6,2
Abcc8,0
Abcc9,0
Abcd1,833
Abcd2,0
Abcd3,4922
Abcd4,700
Abce1,27835
Abcf1,0
Abcf2,13663
Abcf3,4489
Abcg1,6960
Abcg2,8
Abcg3,26
Abcg4,8
Abcg5,4
Abcg8,2
Abhd1,6
Abhd10,687
Abhd11,955
Abhd11os,7
Abhd12,2173
Abhd12b,3
Abhd13,3366
Abhd14a,657
Abhd14b,208
Abhd15,42
Abhd16a,0
Abhd16b,0
Abhd17a,1049
Abhd17b,3485
Abhd17c,4984
Abhd2,880
Abhd3,0
Abhd4,1579
Abhd5,1225
Abhd6,2969
Abhd8,702
Abi1,4947
Abi2,3259
Abi3,556
Abi3bp,3
Abl1,5830
Abl2,9360
Ablim1,966
Ablim2,32
Ablim3,0
Abo,0
Abr,7661
Abra,10
Abracl,1915
Abt1,2992
Abtb1,1223
Abtb2,1149
Acaa1a,1291
Acaa1b,9
Acaa2,1598
Acaca,7071
Acacb,445
Acad10,586
Acad11,425
Acad12,220
Acad8,728
Acad9,3061
Acadl,1661
Acadm,2688
Acads,2094
Acadsb,1388
Acadvl,4
Acan,1
Acap1,2069
Acap2,5298
Acap3,1082
Acat1,6134
Acat2,1588
Acat3,28
Acbd3,4813
Acbd4,242
Acbd5,1836
Acbd6,2161
Acbd7,2
Accs,219
Accsl,14
Acd,1817
Ace,0
Ace2,0
Ace3,0
Acer1,1
Acer2,285
Acer3,1458
Ache,146
Acin1,30079
Ackr1,0
Ackr2,235
Ackr3,3516
Ackr4,11
Acly,14181
Acmsd,19
Acn9,358
Acnat1,1
Acnat2,0
Aco1,2869
Aco2,14177
Acot1,0
Acot10,0
Acot11,144
Acot12,67
Acot13,1210
Acot2,514
Acot3,0
Acot4,0
Acot5,0
Acot6,8
Acot7,2051
Acot8,262
Acot9,1907
Acox1,1468
Acox2,0
Acox3,2084
Acoxl,17
Acp1,2401
Acp2,356
Acp5,8
Acp6,90
Acpp,4
Acpt,38
Acr,0
Acrbp,72
Acrv1,7
Acsbg1,1585
Acsbg2,0
Acsf2,2274
Acsf3,507
Acsl1,4153
Acsl3,3523
Acsl4,5167
Acsl5,11337
Acsl6,6082
Acsm1,1
Acsm2,0
Acsm3,34
Acsm4,3
Acsm5,0
Acss1,180
Acss2,457
Acss2os,0
Acss3,0
Acta1,10
Acta2,3
Actb,138041
Actbl2,0
Actc1,2
Actg1,22244
Actg2,233
Actl10,11
Actl11,0
Actl6a,4749
Actl6b,5
Actl7a,2
Actl7b,3
Actl9,2
Actn1,1885
Actn2,1
Actn3,57
Actn4,11789
Actr10,2726
Actr1a,5577
Actr1b,6769
Actr2,35568
Actr3,15787
Actr3b,680
Actr5,1591
Actr6,769
Actr8,1701
Actrt1,0
Actrt2,0
Actrt3,2
Acvr1,0
Acvr1b,596
Acvr1c,0
Acvr2a,1425
Acvr2b,1681
Acvrl1,505
Acy1,1067
Acy3,54
Acyp1,411
Acyp2,0
Ada,702
Adad1,0
Adad2,0
Adal,0
Adam10,10266
Adam11,0
Adam12,2
Adam15,1432
Adam17,6864
Adam18,0
Adam19,1654
Adam1a,111
Adam1b,2
Adam2,0
Adam20,0
Adam21,4
Adam22,28
Adam23,0
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,0
Adam30,0
Adam32,6
Adam33,4
Adam34,0
Adam39,0
Adam4,12
Adam5,2
Adam6a,0
Adam6b,0
Adam7,0
Adam8,3341
Adam9,10260
Adamdec1,0
Adamts1,0
Adamts10,855
Adamts12,0
Adamts13,17
Adamts14,604
Adamts15,0
Adamts16,0
Adamts17,4
Adamts18,1
Adamts19,2
Adamts2,1
Adamts20,182
Adamts3,0
Adamts4,18
Adamts5,0
Adamts6,92
Adamts7,1247
Adamts8,0
Adamts9,0
Adamtsl1,2
Adamtsl2,32
Adamtsl3,0
Adamtsl4,20
Adamtsl5,45
Adap1,1243
Adap2,6
Adar,4388
Adarb1,1069
Adarb2,0
Adat1,606
Adat2,789
Adat3,259
Adck1,988
Adck2,823
Adck3,7077
Adck4,855
Adck5,487
Adcy1,0
Adcy10,9
Adcy2,0
Adcy3,477
Adcy4,6
Adcy5,0
Adcy6,3
Adcy7,2652
Adcy8,0
Adcy9,6
Adcyap1,0
Adcyap1r1,0
Add1,6032
Add2,10
Add3,3632
Adgb,0
Adh1,0
Adh4,5
Adh5,10345
Adh6-ps1,0
Adh6a,0
Adh6b,2
Adh7,0
Adhfe1,16
Adi1,2522
Adig,0
Adipoq,5
Adipor1,5307
Adipor2,4179
Adk,3670
Adm,5559
Adm2,160
Adnp,14354
Adnp2,2712
Ado,4521
Adora1,0
Adora2a,537
Adora2b,954
Adora3,0
Adpgk,3075
Adprh,4796
Adprhl1,0
Adprhl2,3165
Adprm,830
Adra1a,3
Adra1b,0
Adra1d,2
Adra2a,9
Adra2b,0
Adra2c,0
Adrb1,0
Adrb2,101
Adrb3,0
Adrbk1,13128
Adrbk2,39
Adrm1,4308
Adsl,7563
Adss,9076
Adssl1,7612
Adtrp,274
Aebp1,61
Aebp2,26747
Aen,2839
Aes,5285
AF067061,65
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,45
AF357425,0
AF357426,0
AF366264,2
AF529169,0
Afap1,331
Afap1l1,2
Afap1l2,4
Aff1,5471
Aff2,0
Aff3,2918
Aff4,16916
Afg3l1,4520
Afg3l2,9235
Afm,0
Afmid,965
Afp,22
Aftph,10763
Aga,713
Agap1,3
Agap2,1688
Agap3,4183
Agbl1,0
Agbl2,4
Agbl3,0
Agbl4,0
Agbl5,1075
Ager,0
Agfg1,8648
Agfg2,1030
Aggf1,7144
Agk,1187
Agl,1113
Agmat,2
Agmo,2
Ago1,5643
Ago2,10284
Ago3,1882
Ago4,1052
Agpat1,0
Agpat2,1262
Agpat3,5744
Agpat4,1443
Agpat5,4383
Agpat6,9303
Agpat9,554
Agps,7780
Agr2,0
Agr3,0
Agrn,1298
Agrp,5
Agt,0
Agtpbp1,1963
Agtr1a,0
Agtr1b,2
Agtr2,0
Agtrap,563
Agxt,0
Agxt2,0
Ahctf1,42792
Ahcy,6507
Ahcyl1,9496
Ahcyl2,29047
Ahdc1,1316
Ahi1,615
Ahnak,2621
Ahnak2,158
Ahr,12034
Ahrr,332
Ahsa1,11037
Ahsa2,3123
Ahsg,5
AI115009,0
AI118078,2
AI182371,7
AI197445,0
AI314180,13339
AI314278,2
AI317395,0
AI413582,0
AI414108,0
AI427809,2
AI429214,0
AI450353,115
AI463170,0
AI463229,1
AI464131,12
AI467606,552
AI481877,2
AI504432,1
AI506816,601
AI507597,31
AI593442,0
AI597479,1938
AI606473,0
AI607873,5
AI646519,1
AI661453,20
AI662270,11430
AI837181,1222
AI839979,10
AI846148,1307
AI847159,12
AI854517,0
AI854703,265
AI987944,317
Aicda,3891
Aida,2011
Aif1,0
Aif1l,6
Aifm1,1691
Aifm2,743
Aifm3,0
Aig1,3
Aim1,575
Aim1l,283
Aim2,3327
Aimp1,7178
Aimp2,3381
Aip,0
Aipl1,36
Aire,9
Airn,70
Ajap1,0
Ajuba,35
AK010878,357
Ak1,8
AK129341,2
Ak2,3979
Ak3,3968
Ak4,2
Ak5,12
Ak6,1186
Ak7,125
Ak8,75
Ak9,18
Akap1,2475
Akap10,1280
Akap11,12608
Akap12,721
Akap13,12320
Akap14,4
Akap17b,1322
Akap2,41
Akap3,61
Akap4,0
Akap5,124
Akap6,7
Akap7,786
Akap8,17577
Akap8l,2261
Akap9,9406
Akip1,356
