gene_id,Satrom-mRNA-15mC_TTAGGC_L001_001
Maea,6546
Mael,0
Maf,0
Maf1,3107
Mafa,2
Mafb,0
Maff,3050
Mafg,2747
Mafk,4106
Mag,3
Magea1,0
Magea10,0
Magea2,0
Magea3,0
Magea4,0
Magea5,0
Magea6,0
Magea8,0
Mageb1,0
Mageb10-ps,0
Mageb16,0
Mageb16-ps1,0
Mageb16-ps2,0
Mageb18,0
Mageb2,0
Mageb3,6
Mageb4,0
Mageb5,0
Maged1,3075
Maged2,755
Magee1,80
Magee2,0
Magef1,493
Mageh1,0
Magel2,0
Magi1,0
Magi2,39
Magi3,5
Magix,7
Magoh,3829
Magohb,989
Magt1,11838
Mak,0
Mak16,6477
Mal,0
Mal2,0
Malat1,10273
Mall,4
Malrd1,6
Malsu1,1451
Malt1,27691
Mamdc2,4
Mamdc4,308
Maml1,2700
Maml2,2954
Maml3,1292
Mamld1,0
Mamstr,50
Man1a,36823
Man1a2,556
Man1b1,9147
Man1c1,502
Man2a1,3709
Man2a2,8547
Man2b1,5761
Man2b2,6962
Man2c1,2085
Man2c1os,11
Manba,9311
Manbal,1070
Manea,16017
Maneal,4
Manf,9051
Mannr,0
Mansc1,5
Mansc4,4
Maoa,0
Maob,0
Map10,4
Map1a,1744
Map1b,2
Map1lc3a,162
Map1lc3b,4413
Map1s,2785
Map2,16
Map2k1,4267
Map2k2,3977
Map2k3,4898
Map2k3os,159
Map2k4,4536
Map2k5,2050
Map2k6,1842
Map2k7,3961
Map3k1,18352
Map3k10,898
Map3k11,150
Map3k12,490
Map3k13,530
Map3k14,455
Map3k15,13
Map3k19,23
Map3k2,4799
Map3k3,3284
Map3k4,4281
Map3k5,6501
Map3k6,15
Map3k7,7976
Map3k7cl,0
Map3k8,743
Map3k9,40
Map4,8134
Map4k1,18126
Map4k2,6111
Map4k3,8
Map4k4,8379
Map4k5,3286
Map6,325
Map6d1,2
Map7,2869
Map7d1,3159
Map7d2,0
Map9,0
Mapk1,25619
Mapk10,24
Mapk11,824
Mapk12,36
Mapk13,0
Mapk14,523
Mapk15,12
Mapk1ip1,450
Mapk1ip1l,20840
Mapk3,3090
Mapk4,0
Mapk6,9789
Mapk7,2161
Mapk8,3938
Mapk8ip1,1020
Mapk8ip2,14
Mapk8ip3,3673
Mapk9,4604
Mapkap1,4440
Mapkapk2,8071
Mapkapk3,3753
Mapkapk5,2404
Mapkbp1,1458
Mapre1,14038
Mapre2,4384
Mapre3,41
Mapt,23
Marc1,2
Marc2,1275
March1,62
March10,0
March11,0
March2,3
March3,1475
March4,21
March5,7540
March6,12724
March7,10776
March8,2022
March9,240
Marcks,17562
Marcksl1,3408
Marcksl1-ps3,13
Marcksl1-ps4,0
Marcksl1-ps5,0
Marco,7
Marf1,11603
Mark1,0
Mark2,4753
Mark3,7243
Mark4,1876
Mars,9394
Mars2,1655
Marveld1,0
Marveld2,0
Marveld3,0
Mas1,0
Masp1,0
Masp2,201
Mast1,391
Mast2,4071
Mast3,2339
Mast4,1945
Mastl,1734
Mat1a,0
Mat2a,11
Mat2b,4267
Matk,877
Matn1,0
Matn2,7
Matn3,2
Matn4,0
Matr3,21887
Mau2,5917
Mavs,4946
Max,6600
Maz,9465
Mb,0
Mb21d1,3
Mb21d2,0
Mbd1,5385
Mbd2,3531
Mbd3,4612
Mbd3l1,0
Mbd3l2,0
Mbd4,2059
Mbd5,1857
Mbd6,1842
Mbip,5211
Mbl1,0
Mbl2,0
Mblac1,4
Mblac2,73
Mbnl1,23078
Mbnl2,11023
Mbnl3,2
Mboat1,0
Mboat2,0
Mboat4,3
Mboat7,2251
Mbp,492
Mbtd1,11766
Mbtps1,9261
Mbtps2,4157
Mc1r,18
Mc2r,0
Mc3r,24
Mc4r,0
Mc5r,0
Mcam,530
Mcat,2244
Mcc,0
Mccc1,2232
Mccc1os,12
Mccc2,2067
Mcee,364
Mcemp1,24
Mcf2,0
Mcf2l,2
Mcfd2,3199
Mchr1,0
Mcidas,0
Mcl1,50377
Mcm10,10482
Mcm2,15561
Mcm3,13649
Mcm3ap,5207
Mcm4,21481
Mcm5,20139
Mcm6,26013
Mcm7,10064
Mcm8,4288
Mcm9,1280
Mcmbp,7590
Mcmdc2,66
Mcoln1,1132
Mcoln2,2314
Mcoln3,2090
Mcph1,2812
Mcpt-ps1,0
Mcpt1,0
Mcpt2,0
Mcpt4,0
Mcpt8,0
Mcpt9,1
Mcrs1,1646
Mctp1,69
Mctp2,46
Mcts1,1861
Mcts2,241
Mcu,1099
Mcur1,2711
Mdc1,269
Mdfi,7
Mdfic,2
Mdga1,29
Mdga2,9
Mdh1,18040
Mdh1b,6
Mdh2,14752
Mdk,31
Mdk-ps1,0
Mdm1,1059
Mdm2,7070
Mdm4,12811
Mdm4-ps,29
Mdn1,32117
Mdp1,2554
Me1,106
Me2,3679
Me3,7
Mea1,1983
Meaf6,1663
Mecom,0
Mecp2,4096
Mecr,1961
Med1,11534
Med10,1510
Med11,131
Med12,7665
Med12l,874
Med13,19256
Med13l,9086
Med14,4960
Med15,4246
Med16,1194
Med17,3854
Med18,1124
Med19,1626
Med20,2537
Med21,424
Med22,2788
Med23,4959
Med24,3977
Med25,4447
Med26,2984
Med27,882
Med28,2591
Med29,948
Med30,3409
Med31,531
Med4,4262
Med6,1979
Med7,4871
Med8,3213
Med9,1811
Med9os,12
Medag,0
Mef2a,27531
Mef2b,5800
Mef2c,15583
Mef2d,12572
Mefv,0
Meg3,0
Megf10,0
Megf11,86
Megf6,2
Megf8,223
Megf9,0
Mei1,6
Mei4,0
Meig1,0
Meikin,17
Meiob,55
Meis1,0
Meis2,100
Meis3,891
Melk,3794
Memo1,3121
Men1,3503
Meox1,0
Meox2,0
Mep1a,0
Mep1b,0
Mepce,4725
Mepe,0
Mertk,0
Mesdc1,2225
Mesdc2,5088
Mesp1,0
Mesp2,0
Mest,24
Met,1355
Metap1,7383
Metap1d,1843
Metap2,21375
Methig1,0
Metrn,947
Metrnl,44
Mettl1,2106
Mettl10,1680
Mettl11b,4
Mettl13,3331
Mettl14,1819
Mettl15,847
Mettl16,8771
Mettl17,808
Mettl18,859
Mettl2,4309
Mettl20,0
Mettl21a,1301
Mettl21b,49
Mettl21c,4
Mettl21e,0
Mettl22,870
Mettl23,1000
Mettl24,0
Mettl25,847
Mettl3,3172
Mettl4,2052
Mettl5,1159
Mettl6,9753
Mettl7a1,716
Mettl7a2,0
Mettl7a3,0
Mettl7b,0
Mettl8,1786
Mettl9,4738
Mex3a,2646
Mex3b,231
Mex3c,5601
Mex3d,964
Mfap1a,814
Mfap1b,345
Mfap2,43
Mfap3,5821
Mfap3l,0
Mfap4,0
Mfap5,9
Mff,4858
Mfge8,931
Mfhas1,26
Mfi2,134
Mfn1,4564
Mfn2,1140
Mfng,2354
Mfrp,0
Mfsd1,6237
Mfsd10,773
Mfsd11,1177
Mfsd12,848
Mfsd2a,723
Mfsd2b,52
Mfsd3,299
Mfsd4,257
Mfsd5,5738
Mfsd6,21
Mfsd6l,151
Mfsd7a,0
Mfsd7b,6796
Mfsd7c,29
Mfsd8,1022
Mfsd9,0
Mga,21004
Mgam,0
Mgarp,4
Mgat1,5247
Mgat2,11387
Mgat3,204
Mgat4a,8114
Mgat4b,2899
Mgat4c,0
Mgat4d,4
Mgat4e,20
Mgat5,6081
Mgat5b,4
Mgea5,15495
Mgl2,0
Mgll,4510
Mgme1,1324
Mgmt,595
Mgp,0
Mgrn1,1641
Mgst1,0
Mgst2,801
Mgst3,5
Mhrt,0
Mia,31
Mia2,4
Mia3,6999
Miat,2
Mib1,9341
Mib2,6768
Mical1,2873
Mical2,0
Mical3,2638
Micalcl,0
Micall1,2266
Micall2,33
Micu1,2482
Micu2,7985
Micu3,821
Mid1,700
Mid1ip1,0
Mid2,3566
Midn,7843
Mief1,6531
Mief2,397
Mien1,1666
Mier1,8757
Mier2,1624
Mier3,2886
Mif,9224
Mif-ps1,3
Mif-ps3,1
Mif-ps6,4
Mif-ps8,6
Mif-ps9,0
Mif4gd,3668
Miip,698
Mill1,0
Mill2,0
Milr1,259
Mina,2719
Mink1,0
Minos1,5268
Minpp1,5082
Mios,6035
Miox,3
Mip,2
Mipep,4958
Mipepos,17
Mipol1,528
Mir100,0
Mir101a,0
Mir101b,1
Mir101c,0
Mir103-1,0
Mir103-2,0
Mir105,0
Mir106a,0
Mir106b,12
Mir107,0
Mir10a,0
Mir10b,1
Mir1187,0
Mir1188,0
Mir1190,0
Mir1191,30
Mir1191b,1
Mir1192,0
Mir1193,0
Mir1195,1
Mir1197,0
Mir1198,2
Mir1199,0
Mir122,0
Mir1224,0
Mir1231,0
Mir1247,0
Mir1249,6
Mir124a-1,0
Mir124a-2,0
Mir124a-3,0
Mir1251,0
Mir1258,0
Mir125a,0
Mir125b-1,0
Mir125b-2,0
Mir1264,0
Mir126a,0
Mir126b,0
Mir127,0
Mir128-1,0
Mir128-2,0
Mir129-1,0
Mir129-2,0
Mir1291,22
Mir1298,0
Mir129b,0
Mir1306,0
Mir130a,0
Mir130b,22
Mir130c,0
Mir132,0
Mir133a-1,1
Mir133a-2,0
Mir133b,0
Mir133c,1
Mir134,0
Mir135a-1,0
Mir135a-2,0
Mir135b,0
Mir136,0
Mir137,0
Mir138-1,0
Mir138-2,0
Mir139,0
Mir140,0
Mir141,0
Mir142,0
Mir142b,31
Mir143,0
Mir143hg,0
Mir144,0
Mir145a,0
Mir145b,0
Mir146,7
Mir146b,0
Mir147,0
Mir148a,0
Mir148b,0
Mir149,0
Mir150,4
Mir151,0
Mir152,0
Mir153,0
Mir154,0
Mir155,46
Mir15a,0
Mir15b,0
Mir16-1,14
Mir16-2,0
Mir1668,0
Mir17,191
Mir17hg,15497
Mir18,483
Mir181a-1,1
Mir181a-2,0
Mir181b-1,8
Mir181b-2,0
Mir181c,0
Mir181d,0
Mir182,2
Mir183,0
Mir1839,8
Mir184,0
Mir1843a,0
Mir1843b,0
Mir185,0
Mir186,55
Mir187,0
Mir188,0
Mir1892,0
Mir1893,0
Mir1894,0
Mir1895,0
Mir1896,0
Mir1897,0
Mir1898,37
Mir1899,0
Mir18b,0
Mir1900,3
Mir1901,0
Mir1902,0
Mir1903,0
Mir1904,0
Mir1905,0
Mir1906-1,0
Mir1906-2,0
Mir1907,0
Mir190a,0
Mir190b,0
Mir191,0
Mir1912,0
Mir192,0
Mir1927,0
Mir1928,0
Mir1929,2
Mir1930,3
Mir1931,0
Mir1932,6
Mir1933,0
Mir1934,2
Mir1936,0
Mir1938,0
Mir193a,0
Mir193b,0
Mir194-1,2
Mir194-2,0
Mir1941,0
Mir1942,0
Mir1943,0
Mir1945,0
Mir1946a,0
Mir1946b,0
Mir1947,0
Mir1948,0
Mir1949,61
Mir1950,6
Mir1951,0
Mir1952,0
Mir1953,0
Mir1954,0
Mir1955,0
Mir1956,0
Mir1957a,0
Mir1957b,0
Mir1958,0
Mir195a,0
Mir195b,0
Mir1960,3
Mir1961,0
Mir1962,0
Mir1963,0
Mir1964,2
Mir1966,0
Mir1967,4
Mir1968,0
Mir1969,3
Mir196a-1,0
Mir196a-2,0
Mir196b,0
Mir1970,0
Mir1971,0
Mir1981,0
Mir1982,0
Mir1983,0
Mir199a-1,1
Mir199a-2,0
Mir199b,0
Mir19a,191
Mir19b-1,38
Mir19b-2,0
Mir1a-1,0
Mir1a-2,0
Mir1b,0
Mir200a,0
Mir200b,0
Mir200c,0
Mir201,0
Mir202,0
Mir203,0
Mir204,0
Mir205,0
Mir206,0
Mir207,0
Mir208a,0
Mir208b,0
Mir20a,278
Mir20b,0
Mir210,0
Mir211,0
Mir212,0
Mir2136,0
Mir2137,0
Mir2139,0
Mir214,0
Mir215,0
Mir216a,0
Mir216b,0
Mir216c,0
Mir217,0
Mir218-1,0
Mir218-2,0
Mir219a-1,0
Mir219a-2,0
Mir219b,0
Mir219c,0
Mir21a,0
Mir21b,0
Mir21c,0
Mir22,0
Mir221,0
Mir222,0
Mir223,0
Mir224,0
Mir22hg,524
Mir23a,6
Mir23b,0
Mir24-1,0
Mir24-2,9
Mir25,39
Mir26a-1,0
Mir26a-2,0
Mir26b,3
Mir27a,9
Mir27b,0
Mir2861,1
Mir28a,0
Mir28b,0
Mir28c,0
Mir290a,0
Mir290b,0
Mir291a,0
Mir291b,0
Mir292,0
Mir292b,0
Mir293,0
Mir294,0
Mir295,0
Mir296,4
Mir297-1,0
Mir297-2,0
Mir297a-3,0
Mir297a-4,0
Mir297b,0
Mir297c,0
Mir298,3
Mir299a,0
Mir299b,0
Mir29a,4
Mir29b-1,0
Mir29b-2,0
Mir29c,0
Mir300,0
Mir301,0
Mir301b,6
Mir302a,2
Mir302b,0
Mir302c,1
Mir302d,2
Mir3057,0
Mir3058,12
Mir3059,0
Mir3060,24
Mir3061,31
Mir3062,0
Mir3063,0
Mir3064,122
Mir3065,0
Mir3066,0
Mir3067,3
Mir3068,18
Mir3069,0
Mir3070a,0
Mir3070b,0
Mir3071,0
Mir3072,0
Mir3073a,0
Mir3073b,0
Mir3074-1,0
Mir3074-2,0
Mir3075,0
Mir3076,1
Mir3077,0
Mir3078,0
Mir3079,0
Mir3080,0
Mir3081,1
Mir3082,0
Mir3083,0
Mir3084,0
Mir3084-2,1
Mir3085,0
Mir3086,0
Mir3087,0
Mir3088,0
Mir3089,0
Mir3090,0
Mir3091,11
Mir3092,0
Mir3093,0
Mir3094,0
Mir3095,0
Mir3097,0
Mir3098,7
Mir3099,0
Mir30a,0
Mir30b,0
Mir30c-1,2
Mir30c-2,0
Mir30d,0
Mir30e,0
Mir30f,0
Mir31,0
Mir3100,0
Mir3101,38
Mir3102,0
Mir3103,0
Mir3104,0
Mir3105,0
Mir3106,0
Mir3107,0
Mir3108,0
Mir3109,0
Mir3110,0
Mir3112,0
Mir3113,0
Mir3154,0
Mir32,0
Mir320,3
Mir322,0
Mir323,0
Mir324,0
Mir325,0
Mir326,0
Mir327,0
Mir328,0
Mir329,0
Mir33,0
Mir330,1
Mir331,0
Mir335,0
Mir337,0
Mir338,0
Mir339,0
Mir340,0
Mir341,0
Mir342,0
Mir343,13
Mir344,0
Mir344-2,0
Mir344b,0
Mir344c,0
Mir344d-1,0
Mir344d-2,0
Mir344d-3,0
Mir344e,0
Mir344f,0
Mir344g,0
Mir344h-1,0
Mir344h-2,0
Mir344i,0
Mir345,3
Mir346,0
Mir3470a,0
Mir3470b,0
Mir3471-1,0
Mir3471-2,1
Mir3472,0
Mir3473a,6
Mir3473b,0
Mir3473c,1
Mir3473d,0
Mir3473e,0
Mir3473f,2
Mir3473g,0
Mir3474,2
Mir3475,0
Mir34a,0
Mir34b,0
Mir34c,0
Mir350,1
Mir351,0
Mir3544,0
Mir3547,0
Mir3552,0
Mir3569,1
Mir3572,0
Mir361,0
Mir3618,0
Mir362,0
Mir3620,0
Mir363,0
Mir365-1,0
Mir365-2,0
Mir367,0
Mir369,0
Mir370,0
Mir374b,1
Mir374c,0
Mir375,0
Mir376a,0
Mir376b,0
Mir376c,0
Mir377,0
Mir378a,0
Mir378b,1
Mir378c,0
Mir378d,0
Mir379,0
Mir380,0
Mir381,0
Mir382,0
Mir383,0
Mir384,0
Mir3960,7
Mir3961,0
Mir3962,0
Mir3963,0
Mir3964,0
Mir3965,0
Mir3966,0
Mir3967,0
Mir3968,0
Mir3969,0
Mir3970,0
Mir3971,0
Mir409,0
Mir410,0
Mir411,0
Mir412,0
Mir421,9
Mir423,7
Mir425,0
Mir429,0
Mir431,0
Mir432,0
Mir433,0
Mir434,0
Mir448,0
Mir449a,0
Mir449b,0
Mir449c,0
Mir450-1,0
Mir450-2,0
Mir450b,0
Mir451a,0
Mir451b,0
Mir452,0
Mir453,0
Mir455,0
Mir463,0
Mir465,0
Mir465b-1,0
Mir465b-2,0
Mir465c-1,0
Mir465c-2,0
Mir465d,0
Mir466,0
Mir466b-1,0
Mir466b-2,0
Mir466b-3,0
Mir466b-4,0
Mir466b-5,0
Mir466b-6,0
Mir466b-7,0
Mir466b-8,0
Mir466c-1,0
Mir466c-2,0
Mir466c-3,0
Mir466d,0
Mir466e,0
Mir466f-1,0
Mir466f-2,0
Mir466f-3,0
Mir466f-4,0
Mir466g,0
Mir466h,0
Mir466i,9
Mir466j,0
Mir466k,0
Mir466l,0
Mir466m,0
Mir466n,0
Mir466o,0
Mir466p,0
Mir466q,0
Mir467a-1,0
Mir467a-10,0
Mir467a-2,0
Mir467a-3,0
Mir467a-4,0
Mir467a-5,0
Mir467a-6,0
Mir467a-7,0
Mir467a-8,0
Mir467a-9,0
Mir467b,0
Mir467c,0
Mir467d,0
Mir467e,0
Mir467f,1
Mir467g,0
Mir467h,0
Mir468,0
Mir470,0
Mir471,0
Mir483,0
Mir484,2
Mir485,0
Mir486,0
Mir487b,0
Mir488,0
Mir489,0
Mir490,0
Mir491,0
Mir493,0
Mir494,0
Mir495,0
Mir496a,0
Mir496b,0
Mir497,0
Mir497b,0
Mir499,0
Mir500,0
Mir501,0
Mir503,0
Mir504,0
Mir5046,0
Mir505,0
Mir509,0
Mir5098,2
Mir5099,0
Mir5100,1
Mir5101,0
Mir5103,0
Mir5104,0
Mir5106,0
Mir5107,176
Mir5108,0
Mir511,0
Mir5110,0
Mir5112,0
Mir5113,0
Mir5114,0
Mir5116,0
Mir5118,0
Mir5119,8
Mir5120,1
Mir5121,0
Mir5122,0
Mir5123,0
Mir5124a,0
Mir5124b,0
Mir5125,0
Mir5126,0
Mir5127,0
Mir5128,0
Mir5129,0
Mir5130,0
Mir5131,0
Mir5132,0
Mir5133,0
Mir5134,0
Mir5135,0
Mir5136,0
Mir532,0
Mir539,0
Mir540,0
Mir541,0
Mir542,0
Mir543,0
Mir544,0
Mir546,0
Mir547,0
Mir551b,0
Mir5615-1,0
Mir5615-2,0
Mir5616,0
Mir5617,0
Mir5618,0
Mir5619,0
Mir5620,0
Mir5621,0
Mir5622,0
Mir5623,0
Mir5624,0
Mir5625,0
Mir5626,0
Mir5627,0
Mir568,83
Mir5709,0
Mir5710,0
Mir574,0
Mir582,0
Mir592,0
Mir598,0
Mir599,2
Mir615,0
Mir6236,1364
Mir6237,0
Mir6238,0
Mir6239,0
Mir6240,0
Mir6241,0
Mir6244,0
Mir6335,0
Mir6336,0
Mir6337,0
Mir6338,0
Mir6339,0
Mir6340,0
Mir6341,0
Mir6342,0
Mir6343,0
Mir6344,0
Mir6345,3
Mir6346,0
Mir6347,0
Mir6348,0
Mir6349,0
Mir6350,0
Mir6351,0
Mir6352,0
Mir6353,0
Mir6354,0
Mir6355,0
Mir6356,0
Mir6357,0
Mir6358,0
Mir6359,0
Mir6360,0
Mir6361,1
Mir6362,0
Mir6363,0
Mir6364,0
Mir6365,0
Mir6366,0
Mir6367,0
Mir6368,0
Mir6369,0
Mir6370,0
Mir6371,0
Mir6372,0
Mir6373,0
Mir6374,0
Mir6375,0
Mir6376,0
Mir6377,2
Mir6378,0
Mir6379,0
Mir6380,0
Mir6381,0
Mir6382,0
Mir6383,0
Mir6384,0
Mir6385,14
Mir6386,1
Mir6387,2
Mir6388,0
Mir6389,0
Mir6390,0
Mir6391,0
Mir6392,0
Mir6393,0
Mir6394,0
Mir6395,0
Mir6396,0
Mir6397,0
Mir6398,0
Mir6399,0
Mir6400,2
Mir6401,0
Mir6402,0
Mir6403,0
Mir6404,0
Mir6405,0
Mir6406,0
Mir6407,0
Mir6408,0
Mir6409,0
Mir6410,0
Mir6411,0
Mir6412,0
Mir6413,0
Mir6414,0
Mir6415,0
Mir6416,0
Mir6417,0
Mir6418,0
Mir6419,0
Mir6420,0
Mir6481,4
Mir6516,41
Mir652,2
Mir653,0
Mir6537,0
Mir6538,0
Mir6539,0
Mir654,0
Mir6540,0
Mir6541,0
Mir6546,0
Mir664,0
Mir665,0
Mir666,0
Mir667,0
Mir668,0
Mir669a-1,0
Mir669a-10,0
Mir669a-11,0
Mir669a-12,0
Mir669a-2,0
Mir669a-3,0
Mir669a-4,0
Mir669a-5,0
Mir669a-6,0
Mir669a-7,0
Mir669a-8,0
Mir669a-9,0
Mir669b,0
Mir669c,0
Mir669d,0
Mir669d-2,0
Mir669e,0
Mir669f,0
Mir669g,0
Mir669h,0
Mir669i,0
Mir669j,0
Mir669k,0
Mir669l,0
Mir669m-1,0
Mir669m-2,0
Mir669n,0
Mir669o,0
Mir669p-1,0
Mir669p-2,0
Mir670,0
Mir671,0
Mir6715,0
Mir672,0
Mir673,0
Mir674,0
Mir675,0
Mir676,0
Mir6769b,1
Mir677,38
Mir678,0
Mir679,0
Mir680-1,0
Mir680-2,0
Mir680-3,0
Mir681,0
Mir682,71
Mir683-1,0
Mir683-2,0
Mir684-1,2
Mir684-2,0
Mir686,0
Mir687,2
Mir688,0
Mir6896,0
Mir6897,0
Mir6898,2
Mir6899,0
Mir690,0
Mir6900,1
Mir6901,0
Mir6902,1
Mir6903,0
Mir6904,10
Mir6905,1
Mir6906,0
Mir6907,2
Mir6908,0
Mir6909,0
Mir691,0
Mir6910,5
Mir6911,0
Mir6912,3
Mir6913,6
Mir6914,0
Mir6915,3
Mir6916,0
Mir6917,0
Mir6918,0
Mir6919,1
Mir692-1,8
Mir692-2,0
Mir692-3,0
Mir6920,1
Mir6921,0
Mir6922,1
Mir6923,0
Mir6924,2
Mir6925,0
Mir6926,0
Mir6927,0
Mir6928,3
Mir6929,0
Mir693,0
Mir6930,0
Mir6931,0
Mir6932,0
Mir6933,0
Mir6934,0
Mir6935,18
Mir6936,0
Mir6937,1
Mir6938,1
Mir6939,1
Mir694,0
Mir6940,0
Mir6941,1
Mir6942,11
Mir6943,0
Mir6944,0
Mir6945,5
Mir6946,1
Mir6947,0
Mir6948,11
Mir6949,0
Mir695,0
Mir6950,0
Mir6951,1
Mir6952,0
Mir6953,0
Mir6954,0
Mir6955,3
Mir6956,0
Mir6957,0
Mir6958,0
Mir6959,2
Mir6960,0
Mir6961,0
Mir6962,0
Mir6963,0
Mir6964,0
Mir6965,1
Mir6966,0
Mir6967-1,0
Mir6967-2,0
Mir6968,0
Mir6969,0
Mir697,13
Mir6970,0
Mir6971,0
Mir6972,0
Mir6973a,0
Mir6973b,0
Mir6974,0
Mir6975,0
Mir6976,3
Mir6977,0
Mir6978,0
Mir6979,2
Mir698,0
Mir6980,0
Mir6981,0
Mir6982,0
Mir6983,0
Mir6984,1
Mir6985,0
Mir6986,0
Mir6987,0
Mir6988,0
Mir6989,0
Mir6990,4
Mir6991,0
Mir6992,2
Mir6993,0
Mir6994,1
Mir6995,0
Mir6996,0
Mir6997,0
Mir6998,0
Mir6999,6
Mir7-1,45
Mir7-2,0
Mir700,0
Mir7000,0
Mir7001,1
Mir7002,0
Mir7003,0
Mir7004,0
Mir7005,0
Mir7006,0
Mir7007,0
Mir7008,0
Mir7009,0
Mir701,0
Mir7010,0
Mir7011,27
Mir7012,0
Mir7013,2
Mir7014,2
Mir7015,0
Mir7016,5
Mir7017,0
Mir7018,0
Mir7019,2
Mir702,0
Mir7020,0
Mir7021,0
Mir7022,0
Mir7023,0
Mir7024,0
Mir7025,0
Mir7026,1
Mir7027,4
Mir7028,0
Mir7029,0
Mir703,1067
Mir7030,6
Mir7031,2
Mir7032,0
Mir7033,0
Mir7034,0
Mir7035,0
Mir7036,11
Mir7036b,0
Mir7037,1
Mir7038,0
Mir7039,0
Mir704,4
Mir7040,0
Mir7041,0
Mir7042,1
Mir7043,0
Mir7044,0
Mir7045,1
Mir7046,0
Mir7047,0
Mir7048,0
Mir7049,0
Mir705,0
Mir7050,1
Mir7051,0
Mir7052,2
Mir7053,1
Mir7054,3
Mir7055,0
Mir7056,0
Mir7057,1
Mir7058,0
Mir7059,6
Mir706,0
Mir7060,4
Mir7061,0
Mir7062,0
Mir7063,3
Mir7064,0
Mir7065,0
Mir7066,1
Mir7067,0
Mir7068,0
Mir7069,0
Mir707,0
Mir7070,0
Mir7071,0
Mir7072,0
Mir7073,0
Mir7074,0
Mir7075,0
Mir7076,0
Mir7077,0
Mir7078,0
Mir7079,41
Mir708,0
Mir7080,0
Mir7081,1
Mir7082,0
Mir7083,0
Mir7084,0
Mir7085,1
Mir7086,0
Mir7087,3
Mir7088,0
Mir7089,8
Mir709,2
Mir7090,1
Mir7091,0
Mir7092,0
Mir7093,0
Mir7094-1,0
Mir7094-2,0
Mir710,0
Mir711,0
Mir7115,0
Mir7116,2
Mir7117,2
Mir7118,0
Mir7119,0
Mir713,0
Mir717,0
Mir718,0
Mir719,0
Mir721,0
Mir7210,0
Mir7211,3
Mir7212,0
Mir7213,0
Mir7214,0
Mir7215,0
Mir7216,0
Mir7217,0
Mir7218,0
Mir7219,0
Mir7220,0
Mir7221,0
Mir7222,0
Mir7223,0
Mir7224,0
Mir7225,0
Mir7226,0
Mir7227,0
Mir7228,0
Mir7229,0
Mir7230,0
Mir7231,0
Mir7232,0
Mir7233,0
Mir7234,0
Mir7235,0
Mir7236,0
Mir7237,0
Mir7238,0
Mir7239,0
Mir7240,0
Mir7241,0
Mir7242,0
Mir7243,0
Mir741,0
Mir742,0
Mir743,0
Mir743b,0
Mir744,2
Mir7578,0
Mir758,0
Mir759,0
Mir760,0
Mir761,0
Mir762,0
Mir763,0
Mir764,0
Mir7646,0
Mir7647,8
Mir7648,0
Mir7649,0
Mir7651,6
Mir7652,61
Mir7653,0
Mir7654,0
Mir7655,0
Mir7656,0
Mir7657,0
Mir7658,0
Mir7659,0
Mir7660,1
Mir7661,0
Mir7662,0
Mir7663,2
Mir7664,2
Mir7665,0
Mir7666,0
Mir7667,0
Mir7668,0
Mir7669,8
Mir767,0
Mir7670,0
Mir7671,0
Mir7672,0
Mir7673,0
Mir7674,5
Mir7675,5
Mir7676-1,0
Mir7676-2,0
Mir7677,0
Mir7678,0
Mir7679,0
Mir7680,0
Mir7681,0
Mir7682,2
Mir7683,0
Mir7684,0
Mir7685,0
Mir7686,0
Mir7687,0
Mir7688,3
Mir7689,0
Mir770,0
Mir7b,0
Mir7j,0
Mir7k,0
Mir802,0
Mir804,0
Mir8090,0
Mir8091,0
Mir8092,0
Mir8093,0
Mir8094,0
Mir8095,0
Mir8096,2
Mir8097,0
Mir8098,0
Mir8099-1,0
Mir8099-2,0
Mir8100,0
Mir8101,0
Mir8102,1
Mir8103,3
Mir8104,0
Mir8105,0
Mir8106,0
Mir8107,0
Mir8108,0
Mir8109,0
Mir8110,0
Mir8111,0
Mir8112,0
Mir8113,0
Mir8114,0
Mir8115,0
Mir8116,6
Mir8117,0
Mir8118,0
Mir8119,0
Mir8120,2
Mir871,0
Mir872,0
Mir873a,0
Mir873b,0
Mir874,0
Mir875,0
Mir876,0
Mir877,0
Mir878,0
Mir879,0
Mir880,0
Mir881,0
Mir882,0
Mir883a,0
Mir883b,0
Mir9-1,0
Mir9-2,5
Mir9-3,0
Mir92-1,0
Mir92-2,0
Mir92b,0
Mir93,7
Mir935,0
Mir96,0
Mir9768,0
Mir9769,7
Mir98,0
Mir99a,0
Mir99ahg,0
Mir99b,0
Mira,0
Mirc35hg,54
Mirg,0
Mirlet7a-1,5
Mirlet7a-2,0
Mirlet7b,0
Mirlet7bhg,0
Mirlet7c-1,0
Mirlet7c-2,0
Mirlet7d,28
Mirlet7e,0
Mirlet7f-1,16
Mirlet7f-2,0
Mirlet7g,5
Mirlet7i,6
Mis12,528
Mis18a,1711
Mis18bp1,4591
Misp,2
Mitd1,627
Mitf,891
Mixl1,0
Mki67,52722
Mkks,799
Mkl1,2096
Mkl2,3025
Mkln1,5960
Mkln1os,80
Mknk1,3437
Mknk2,9005
Mkrn1,3339
Mkrn2,2707
Mkrn2os,17
Mkrn3,0
Mks1,484
Mkx,0
Mlana,4
Mlc1,0
Mlec,30402
Mlf1,0
Mlf2,6324
Mlh1,2528
