gene_id,Satrom-mRNA-15mT_CTTGTA_L003_001
Ces2b,4
Ces2c,111
Ces2d-ps,1
Ces2e,0
Ces2f,18
Ces2g,9
Ces2h,0
Ces3a,0
Ces3b,0
Ces4a,0
Ces5a,0
Cetn1,0
Cetn2,2063
Cetn3,4310
Cetn4,25
Cfap126,177
Cfap20,2878
Cfap221,0
Cfap36,2971
Cfap43,1255
Cfap44,0
Cfap45,2
Cfap46,57
Cfap52,10
Cfap53,13
Cfap54,54
Cfap57,0
Cfap58,8
Cfap61,2
Cfap69,36
Cfap70,783
Cfap74,260
Cfap97,4833
Cfap99,0
Cfb,0
Cfc1,0
Cfd,1
Cfdp1,8525
Cfh,0
Cfhr1,0
Cfhr2,0
Cfhr3,0
Cfi,6
Cfl1,38152
Cfl2,1349
Cflar,3293
Cfp,133
Cftr,0
Cga,0
Cggbp1,23049
Cgn,4
Cgnl1,3
Cgref1,1
Cgrrf1,1295
Ch25h,0
Chac1,7522
Chac2,1221
Chad,8
Chadl,18
Chaf1a,9661
Chaf1b,3598
Champ1,11444
Chat,51
Chchd1,4334
Chchd10,5015
Chchd2,4948
Chchd3,7868
Chchd4,5697
Chchd5,1039
Chchd6,1695
Chchd7,513
Chd1,19842
Chd1l,2198
Chd2,16055
Chd3,8717
Chd3os,2
Chd4,33940
Chd5,1631
Chd6,9444
Chd7,11878
Chd8,27949
Chd9,7113
Chdh,17
Chek1,4810
Chek2,1243
Cherp,7053
Chfr,2772
Chga,0
Chgb,2
Chia1,117
Chic1,0
Chic2,2153
Chid1,3933
Chil1,88
Chil3,0
Chil4,0
Chil5,191
Chil6,1
Chit1,13
Chka,2192
Chkb,7
ChkbCpt1b,0
Chl1,0
Chm,2642
Chml,1077
Chmp1a,3105
Chmp1b,2162
Chmp2a,3615
Chmp2b,3242
Chmp3,2921
Chmp4b,6189
Chmp4c,7
Chmp5,4128
Chmp6,2073
Chmp7,5688
Chn1,25
Chn1os3,0
Chn2,14
Chodl,0
Chordc1,7736
Chp1,5892
Chp2,0
Chpf,3647
Chpf2,1963
Chpt1,719
Chrac1,1789
Chrd,0
Chrdl1,129
Chrdl2,2
Chrm1,0
Chrm2,0
Chrm3,0
Chrm4,1650
Chrm5,8
Chrna1,0
Chrna10,4
Chrna2,20
Chrna3,0
Chrna4,8
Chrna5,0
Chrna6,0
Chrna7,0
Chrna9,7
Chrnb1,345
Chrnb2,433
Chrnb3,0
Chrnb4,8
Chrnd,13
Chrne,0
Chrng,0
Chst1,0
Chst10,1801
Chst11,3306
Chst12,2582
Chst13,0
Chst14,659
Chst15,21
Chst2,0
Chst3,6072
Chst4,0
Chst5,0
Chst7,680
Chst8,5
Chst9,0
Chsy1,2871
Chsy3,0
Chtf18,1254
Chtf8,13306
Chtop,11816
Chuk,6412
Churc1,1615
Ciao1,2936
Ciapin1,4607
Ciart,140
Cib1,1136
Cib2,131
Cib3,3
Cib4,0
Cic,4137
Cidea,0
Cideb,7
Cidec,7
Ciita,10762
Cilp,10
Cilp2,0
Cinp,3689
Cipc,7608
Cir1,1330
Cirbp,1825
Cirh1a,10865
Cisd1,2358
Cisd2,8713
Cisd3,431
Cish,843
Cistr-act,0
Cit,3653
Cited1,47
Cited2,14905
Cited4,291
Ciz1,4021
CJ186046Rik,8
Ck-ps3,13
CK137956,0
Ckap2,2620
Ckap2l,6047
Ckap4,6544
Ckap5,15584
Ckb,6
Cklf,458
Ckm,33
Ckmt1,0
Ckmt2,8
Cks1b,5463
Cks1brt,0
Cks2,2510
Clasp1,11012
Clasp2,6962
Clasrp,1812
Clca1,4
Clca2,2
Clca3a1,0
Clca3a2,0
Clca3b,0
Clca4a,0
Clca4b,0
Clca4c-ps,0
Clcc1,2060
Clcf1,0
Clcn1,5
Clcn2,469
Clcn3,9432
Clcn4-2,2204
Clcn5,2673
Clcn6,541
Clcn7,1471
Clcnka,0
Clcnkb,4
Cldn1,0
Cldn10,0
Cldn11,0
Cldn12,4155
Cldn13,0
Cldn14,15
Cldn15,22
Cldn16,0
Cldn17,0
Cldn18,0
Cldn19,4
Cldn2,0
Cldn20,5
Cldn22,0
Cldn23,0
Cldn24,0
Cldn3,0
Cldn4,2
Cldn5,0
Cldn6,0
Cldn7,0
Cldn8,0
Cldn9,10
Cldnd1,7401
Cldnd2,0
Clec10a,0
Clec11a,49
Clec12a,1086
Clec12b,5
Clec14a,0
Clec16a,2677
Clec18a,0
Clec1a,0
Clec1b,0
Clec2d,212
Clec2e,0
Clec2f,60
Clec2g,150
Clec2h,0
Clec2i,14285
Clec2j,0
Clec2l,33
Clec3a,0
Clec3b,1
Clec4a1,0
Clec4a2,0
Clec4a3,0
Clec4a4,0
Clec4b1,4
Clec4b2,0
Clec4d,0
Clec4e,2
Clec4f,0
Clec4g,0
Clec4n,0
Clec5a,6
Clec7a,0
Clec9a,0
Clgn,26
Clhc1,368
Clic1,0
Clic3,11
Clic4,3838
Clic5,0
Clic6,0
Clint1,27412
Clip1,11876
Clip2,3696
Clip3,6
Clip4,0
Clk1,6737
Clk2,3295
Clk3,2112
Clk4,2405
Clmn,2
Clmp,0
Cln3,745
Cln5,8108
Cln6,2363
Cln8,0
Clnk,0
Clnkos,0
Clns1a,8972
Clock,2342
Clp1,3580
Clpb,4629
Clpp,2446
Clps,0
Clpsl2,0
Clptm1,5196
Clptm1l,7213
Clpx,5507
Clrn1,0
Clrn2,0
Clrn3,2
Clspn,6726
Clstn1,1105
Clstn2,0
Clstn3,1764
Clta,10622
Cltb,1337
Cltc,39696
Clu,2
Cluap1,3056
Cluh,11387
Clvs1,0
Clvs2,0
Clybl,2889
Cma1,0
Cma2,0
Cmah,9209
Cmas,2134
Cmbl,2
Cmc1,888
Cmc2,838
Cmip,6909
Cmklr1,0
Cml1,77
Cml2,0
Cml3,0
Cml5,0
Cmpk1,6766
Cmpk2,0
Cmss1,2346
Cmtm1,0
Cmtm2a,0
Cmtm2b,0
Cmtm3,668
Cmtm4,3925
Cmtm5,0
Cmtm6,6818
Cmtm7,2378
Cmtm8,851
Cmtr1,6349
Cmtr2,2981
Cmya5,98
CN725425,13
Cnbd1,0
Cnbd2,162
Cnbp,65001
Cndp1,0
Cndp2,1533
Cnep1r1,2535
Cnfn,0
Cnga1,0
Cnga2,0
Cnga3,4
Cnga4,0
Cngb1,3
Cngb3,2
Cnih1,13403
Cnih2,41
Cnih3,0
Cnih4,2806
Cnksr1,28
Cnksr2,0
Cnksr3,2137
Cnn1,2
Cnn2,829
Cnn3,2517
Cnnm1,1
Cnnm2,1268
Cnnm3,2524
Cnnm4,1057
Cnot1,30371
Cnot10,5996
Cnot11,3123
Cnot2,10107
Cnot3,4171
Cnot4,3700
Cnot6,11747
Cnot6l,11005
Cnot7,5792
Cnot8,4141
Cnp,3482
Cnppd1,7315
Cnpy1,0
Cnpy2,4852
Cnpy3,6525
Cnpy4,1278
Cnr1,0
Cnr2,3204
Cnrip1,0
Cnst,3796
Cntd1,152
Cntf,16
Cntfr,0
Cntln,0
Cntn1,1
Cntn2,2
Cntn3,0
Cntn4,23
Cntn5,0
Cntn6,0
Cntnap1,3879
Cntnap2,0
Cntnap3,0
Cntnap4,0
Cntnap5a,0
Cntnap5b,0
Cntnap5c,6
Cntrl,13230
Cntrob,2530
Coa3,1689
Coa4,496
Coa5,12354
Coa6,656
Coa7,1835
Coasy,3249
Cobl,0
Cobll1,1090
Coch,0
Cog1,1470
Cog2,3454
Cog3,4013
Cog4,2989
Cog5,2137
Cog6,2317
Cog7,2152
Cog8,2899
Coil,1642
Col10a1,0
Col11a1,0
Col11a2,0
Col12a1,0
Col13a1,113
Col14a1,12
Col15a1,646
Col16a1,2
Col17a1,40
Col18a1,137
Col19a1,0
Col1a1,21
Col1a2,0
Col20a1,967
Col22a1,0
Col23a1,17
Col24a1,0
Col25a1,2
Col26a1,4
Col27a1,4
Col28a1,0
Col2a1,112
Col3a1,0
Col4a1,3
Col4a2,38
Col4a3,0
Col4a3bp,4601
Col4a4,51
Col4a5,0
Col4a6,2
Col5a1,0
Col5a2,0
Col5a3,1
Col6a1,2
Col6a2,0
Col6a3,2
Col6a4,0
Col6a5,0
Col6a6,2
Col7a1,76
Col8a1,0
Col8a2,0
Col9a1,0
Col9a2,17
Col9a3,36
Colec10,0
Colec11,4
Colec12,0
Colgalt1,15967
Colgalt2,0
Colq,1642
Commd1,3849
Commd10,1454
Commd2,2225
Commd3,2456
Commd4,1475
Commd5,952
Commd6,2616
Commd7,2107
Commd8,2025
Commd9,547
Comp,22
Comt,5
Comtd1,675
Copa,25238
Copb1,12103
Copb2,11450
Cope,5034
Copg1,9223
Copg2,3259
Coprs,353
Cops2,20438
Cops3,5948
Cops4,6275
Cops5,5832
Cops6,5194
Cops7a,9262
Cops7b,1408
Cops8,3734
Copz1,11123
Copz2,69
Coq10a,639
Coq10b,1192
Coq2,3025
Coq3,993
Coq4,1059
Coq5,3226
Coq6,907
Coq7,956
Coq9,3429
Corin,4
Coro1a,7737
Coro1b,1
Coro1c,8325
Coro2a,2759
Coro2b,743
Coro6,79
Coro7,4917
Cort,6
Cotl1,3967
Cox10,2311
Cox11,1809
Cox14,2534
Cox15,3478
Cox16,2062
Cox17,5289
Cox18,624
Cox19,1065
Cox20,6
Cox20-ps,0
Cox4i1,17615
Cox4i2,0
Cox5a,6282
Cox5b,5535
Cox6a1,6901
Cox6a2,1773
Cox6b1,5815
Cox6b2,6
Cox6c,5548
Cox7a1,16
Cox7a2,4230
Cox7a2l,6316
Cox7b,5528
Cox7b2,0
Cox7c,3248
Cox8a,8585
Cox8b,2
Cox8c,0
Cp,124
Cpa1,0
Cpa2,2
Cpa3,0
Cpa4,0
Cpa5,0
Cpa6,0
Cpb1,0
Cpb2,1
Cpd,10606
Cpe,0
Cpeb1,7
Cpeb2,687
Cpeb3,908
Cpeb4,7948
Cped1,131
Cphx1,0
Cphx2,0
Cphx3,0
Cplx1,0
Cplx2,45
Cplx3,0
Cplx4,0
Cpm,57
Cpn1,81
Cpn2,0
Cpne1,6406
Cpne2,656
Cpne3,4838
Cpne4,0
Cpne5,54
Cpne6,4
Cpne7,0
Cpne8,4
Cpne9,15
Cpo,0
Cpox,7311
Cpped1,2384
Cpq,0
Cps1,0
Cpsf1,6123
Cpsf2,12265
Cpsf3,8521
Cpsf3l,4858
Cpsf4,2700
Cpsf4l,6
Cpsf6,15914
Cpsf7,5031
Cpt1a,1580
Cpt1b,3
Cpt1c,57
Cpt2,1758
Cptp,1839
Cpvl,2
Cpxcr1,0
Cpxm1,15
Cpxm2,0
Cpz,0
Cr1l,3038
Cr2,1
Crabp1,0
Crabp2,23
Cracr2a,648
Cracr2b,4
Cradd,502
Cramp1l,3934
Crat,754
Crb1,0
Crb2,15
Crb3,4
Crbn,3989
Crcp,1823
Crct1,0
Creb1,10214
Creb3,1422
Creb3l1,250
Creb3l2,3404
Creb3l3,4
Creb3l4,8
Creb5,0
Crebbp,9674
Crebl2,652
Crebrf,5601
Crebzf,10040
Creg1,2884
Creg2,0
Creld1,181
Creld2,5026
Crem,1134
Crh,0
Crhbp,0
Crhr1,0
Crhr2,0
Crim1,7081
Crip1,0
Crip2,0
Crip3,4
Cript,1788
Crisp1,0
Crisp2,0
Crisp3,872
Crisp4,0
Crispld1,0
Crispld2,2
Crk,12368
Crkl,11278
Crlf1,22
Crlf2,692
Crlf3,5182
Crls1,3074
Crmp1,704
Crnde,0
Crnkl1,3789
Crnn,0
Crocc,1093
Crot,2855
Crp,0
Crtac1,0
Crtam,12
Crtap,2521
Crtc1,1707
Crtc2,3993
Crtc3,3006
Crx,0
Crxos,8
Cry1,3475
Cry2,2638
Cryaa,7
Cryab,0
Cryba1,0
Cryba2,3
Cryba4,0
Crybb1,0
Crybb2,0
Crybb3,2
Crybg3,92
Cryga,0
Crygb,0
Crygc,0
Crygd,0
Cryge,0
Crygf,0
Crygn,7
Crygs,0
Cryl1,1131
Crym,0
Cryz,1826
Cryzl1,8250
Cs,10887
Csad,515
Csdc2,18
Csde1,23818
Cse1l,15799
Csf1,1393
Csf1r,1663
Csf1r-ps,0
Csf2,4
Csf2ra,24
Csf2rb,16207
Csf2rb2,2757
Csf3,0
Csf3r,0
Csgalnact1,322
Csgalnact2,2402
Csk,10918
Csl,2
Csmd1,0
Csmd2,9
Csmd2os,0
Csmd3,2
Csn1s1,0
Csn1s2a,0
Csn1s2b,0
Csn2,0
Csn3,8
Csnk1a1,35493
Csnk1d,15473
Csnk1e,4796
Csnk1g1,4831
Csnk1g2,4035
Csnk1g3,7015
Csnk2a1,7877
Csnk2a1-ps1,0
Csnk2a2,8946
Csnk2b,0
Csnka2ip,0
Cspg4,7
Cspg5,85
Cspp1,2217
Csprs,84
Csrnp1,5232
Csrnp2,704
Csrnp3,0
Csrp1,4039
Csrp2,2
Csrp2bp,3445
Csrp3,2
Cst10,0
Cst11,0
Cst12,0
Cst13,0
Cst3,3815
Cst6,0
Cst7,2639
Cst8,0
Cst9,0
Csta1,0
Cstad,35
Cstb,2169
Cstf1,5688
Cstf2,7669
Cstf2t,5679
Cstf3,5160
Cstl1,0
Ctag2,0
Ctage5,15503
Ctbp1,9876
Ctbp2,74
Ctbs,2709
Ctc1,3251
Ctcf,14589
Ctcfl,0
Ctcflos,0
Ctdnep1,0
Ctdp1,5362
Ctdsp1,3978
Ctdsp2,7665
Ctdspl,2
Ctdspl2,8268
Ctf1,0
Ctf2,0
Ctgf,0
Cth,22484
Cthrc1,0
Ctif,64
Ctla2a,0
Ctla2b,0
Ctla4,547
Ctnna1,3639
Ctnna2,2
Ctnna3,0
Ctnnal1,1281
Ctnnb1,35835
Ctnnbip1,133
Ctnnbl1,3464
Ctnnd1,39
Ctnnd2,0
Ctns,0
Ctps,10025
Ctps2,2931
Ctr9,7451
Ctrb1,2
Ctrc,0
Ctrcos,0
Ctrl,15
Cts3,0
Cts6,0
Cts7,0
Cts8,0
Cts8-ps,0
Ctsa,2857
Ctsb,14772
Ctsc,25500
Ctsd,10254
Ctse,1778
Ctsf,0
Ctsg,0
Ctsh,11055
Ctsj,0
Ctsk,7
Ctsl,14
Ctsll3,0
Ctsm,0
Ctso,3848
Ctsq,0
Ctsr,0
Ctss,16446
Ctsw,136
Ctsz,6788
Cttn,6
Cttnbp2,4
Cttnbp2nl,55
Ctu1,542
Ctu2,941
Ctxn1,10
Ctxn2,0
Ctxn3,19
Cubn,5
Cuedc1,1
Cuedc2,4089
Cul1,10904
Cul2,7420
Cul3,18254
Cul4a,4348
Cul4b,8133
Cul5,6193
Cul7,6975
Cul9,5
Cuta,1620
Cutal,2
Cutc,1244
Cux1,5880
Cux2,216
Cuzd1,1
Cwc15,7812
Cwc22,7586
Cwc25,2994
Cwc27,4822
Cwf19l1,2604
Cwf19l2,4641
Cwh43,0
Cx3cl1,450
Cx3cr1,11
Cxadr,17
Cxcl1,2
Cxcl10,6
Cxcl11,0
Cxcl12,2
Cxcl13,0
Cxcl14,0
Cxcl15,0
Cxcl16,0
Cxcl17,0
Cxcl2,2
Cxcl3,0
Cxcl5,0
Cxcl9,0
Cxcr1,0
Cxcr2,1
Cxcr3,26
Cxcr4,8515
Cxcr5,6532
Cxcr6,138
Cxx1a,0
Cxx1b,0
Cxx1c,0
Cxxc1,2579
Cxxc4,0
Cxxc5,1160
Cyb561,0
Cyb561a3,22674
Cyb561d1,974
Cyb561d2,350
Cyb5a,1657
Cyb5b,14196
Cyb5d1,1437
Cyb5d2,613
Cyb5r1,3292
Cyb5r2,11
Cyb5r3,4423
Cyb5r4,5425
Cyb5rl,1267
Cyba,20895
Cybb,25084
Cybrd1,4
Cyc1,6574
Cycs,3697
Cyct,0
Cyfip1,5023
Cyfip2,34817
Cygb,51
Cyhr1,3808
Cylc1,0
Cylc2,0
Cyld,7394
Cym,0
Cyp11a1,5796
Cyp11b1,1
Cyp11b2,0
Cyp17a1,2
Cyp19a1,0
Cyp1a1,3
Cyp1a2,5
Cyp1b1,0
Cyp20a1,1926
Cyp21a1,0
Cyp21a2-ps,0
Cyp24a1,0
Cyp26a1,0
Cyp26b1,0
Cyp26c1,0
Cyp27a1,13
Cyp27b1,131
Cyp2a12,0
Cyp2a21-ps,0
Cyp2a22,0
Cyp2a4,0
Cyp2a5,0
Cyp2ab1,3
Cyp2b10,0
Cyp2b13,0
Cyp2b19,0
Cyp2b23,0
Cyp2b9,0
Cyp2c29,0
Cyp2c37,0
Cyp2c38,0
Cyp2c39,0
Cyp2c40,0
Cyp2c44,45
Cyp2c50,0
Cyp2c53-ps,0
Cyp2c54,0
Cyp2c55,0
Cyp2c65,0
Cyp2c66,0
Cyp2c67,0
Cyp2c68,0
Cyp2c69,0
Cyp2c70,2
Cyp2d10,0
Cyp2d11,0
Cyp2d12,0
Cyp2d13,0
Cyp2d22,6
Cyp2d26,5
Cyp2d34,0
Cyp2d37-ps,0
Cyp2d40,0
Cyp2d41-ps,0
Cyp2d67-ps,0
Cyp2d9,0
Cyp2e1,0
Cyp2f2,2
Cyp2g1,0
Cyp2j11,0
Cyp2j12,0
Cyp2j13,0
Cyp2j5,0
Cyp2j6,0
Cyp2j7,0
Cyp2j8,0
Cyp2j9,0
Cyp2r1,4
Cyp2s1,5
Cyp2t4,93
Cyp2u1,12
Cyp2w1,7
Cyp39a1,0
Cyp3a11,0
Cyp3a13,0
Cyp3a16,0
Cyp3a25,0
Cyp3a41a,0
Cyp3a41b,0
Cyp3a44,0
Cyp3a57,0
Cyp3a59,0
Cyp46a1,2
Cyp4a10,0
Cyp4a12a,0
Cyp4a12b,0
Cyp4a14,0
Cyp4a29,0
Cyp4a30b,0
Cyp4a31,0
Cyp4a32,0
Cyp4b1,0
Cyp4b1-ps1,0
Cyp4b1-ps2,0
Cyp4f13,914
Cyp4f14,0
Cyp4f15,0
Cyp4f16,570
Cyp4f17,574
Cyp4f18,2201
Cyp4f37,3
Cyp4f39,15
Cyp4f40,12
Cyp4f41-ps,53
Cyp4v3,0
Cyp4x1,0
Cyp51,13026
Cyp7a1,8
Cyp7b1,0
Cyp8b1,20
Cypt1,0
Cypt12,0
Cypt14,0
Cypt15,0
Cypt2,0
Cypt3,0
Cypt4,0
Cyr61,0
Cys1,0
Cysltr1,0
Cysltr2,1
Cysrt1,0
Cystm1,285
Cyth1,5903
Cyth2,1522
Cyth3,1884
Cyth4,2991
Cytip,8100
Cytl1,0
Cyyr1,0
D030018L15Rik,0
D030024E09Rik,0
D030025E07Rik,0
D030025P21Rik,0
D030028A08Rik,188
D030040B21Rik,3
D030045P18Rik,0
D030047H15Rik,2
D030054H15Rik,10
D030055H07Rik,14
D030056L22Rik,1905
D030068K23Rik,0
D10Bwg1379e,0
D10Jhu81e,1927
D10Wsu102e,6570
D11Wsu47e,1557
D130007C19Rik,36
D130009I18Rik,0
D130017N08Rik,333
D130020L05Rik,131
D130037M23Rik,321
D130040H23Rik,944
D130043K22Rik,18
D130052B06Rik,0
D130058E03,0
D130079A08Rik,2
D14Ertd670e,0
D15Ertd621e,21949
D16Ertd472e,14246
D16Ertd519e,0
D16Ertd727e,7
D17Ertd648e,0
D17H6S53E,0
D17H6S56E-5,0
D17Wsu92e,1
D19Bwg1357e,7450
D1Ertd622e,2970
D1Pas1,0
D230017M19Rik,130
D230025D16Rik,1254
D230030E09Rik,0
D2hgdh,1441
D2Wsu81e,1641
D330023K18Rik,3
D330037F02Rik,1
D330041H03Rik,147
D330045A20Rik,0
D330050G23Rik,0
D330050I16Rik,4
D3Ertd254e,1184
D3Ertd751e,1644
D430001F17Rik,0
D430018E03Rik,12
D430019H16Rik,266
D430020J02Rik,902
D430036J16Rik,0
D430041D05Rik,0
D430042O09Rik,1644
D4Ertd617e,0
D530049I02Rik,0
D5Ertd577e,0
D5Ertd579e,4006
D5Ertd605e,127
D5Ertd615e,0
D630003M21Rik,75
D630010B17Rik,0
D630013N20Rik,0
D630023F18Rik,1
D630024D03Rik,16
D630029K05Rik,2
D630033O11Rik,0
D630039A03Rik,0
D630041G03Rik,9
D630045J12Rik,3111
D630045M09Rik,0
D6Ertd474e,2
D6Ertd527e,12
D6Wsu163e,2169
D730001G18Rik,118
D730003I15Rik,221
D730003K21Rik,8
D730005E14Rik,0
D730045A05Rik,0
D730048I06Rik,0
D730050B12Rik,0
D7Ertd128e,38
D7Ertd143e,0
D7Ertd443e,0
D830005E20Rik,0
D830013O20Rik,0
D830014E11Rik,18
D830026I12Rik,0
D830030K20Rik,0
D830031N03Rik,752
D830032E09Rik,0
D830035M03Rik,32
D830044I16Rik,33
D830046C22Rik,1
D8Ertd738e,1965
D8Ertd82e,2219
D930007P13Rik,9
D930015E06Rik,13068
D930015M05Rik,21
D930016D06Rik,924
D930019O06Rik,0
D930020B18Rik,0
D930028M14Rik,11
D930030F02Rik,0
D930032P07Rik,0
D930048N14Rik,26
Daam1,16758
Daam2,63
Dab1,1
Dab2,561
Dab2ip,2125
Dach1,0
Dach2,475
Dact1,15
Dact2,0
Dact3,1350
Dad1,3796
Daf2,0
Dag1,4011
Dagla,132
Daglb,1385
Dak,1660
Dalrd3,1511
Dancr,498
Dand5,179
Dao,91
Dap,1897
Dap3,7256
Dapk1,0
Dapk2,2050
Dapk3,1406
Dapl1,0
Dapp1,1518
Dars,18742
Dars2,5232
Daw1,0
Daxx,1
Dazap1,5736
Dazap2,16415
Dazl,10
Dbf4,8216
Dbf4b,0
Dbh,2
Dbhos,0
Dbi,1849
Dbil5,13
Dbn1,569
Dbndd1,204
Dbndd2,110
Dbnl,6602
Dbp,556
Dbpht2,0
Dbr1,3834
Dbt,4220
Dbx1,0
Dbx2,43
Dcaf10,5465
Dcaf11,4559
Dcaf12,11201
Dcaf12l1,0
Dcaf12l2,0
Dcaf13,4452
Dcaf15,1976
Dcaf17,4308
Dcaf4,1518
Dcaf5,6311
Dcaf6,1140
Dcaf7,22814
Dcaf8,11244
Dcakd,4228
Dcbld1,4
Dcbld2,49
Dcc,3
Dcdc2a,0
Dcdc2b,25
Dcdc2c,0
Dcdc5,0
Dchs1,6
Dck,3297
Dclk1,0
Dclk2,6
Dclk3,91
Dclre1a,3075
Dclre1b,688
Dclre1c,1917
Dcn,0
Dcp1a,9400
Dcp1b,329
Dcp2,13206
Dcpp1,0
Dcpp2,0
Dcpp3,0
Dcps,4184
Dcst1,13
Dcst2,30
Dcstamp,0
Dct,0
Dctd,6059
Dctn1,5725
Dctn2,5307
Dctn3,1965
Dctn4,4099
Dctn5,3435
Dctn6,1707
Dctpp1,2638
Dcun1d1,4335
Dcun1d2,1119
Dcun1d3,619
Dcun1d4,457
Dcun1d5,10128
Dcx,0
Dcxr,518
Dda1,3400
Ddah1,0
Ddah2,0
Ddb1,36226
Ddb2,601
Ddc,6
Ddhd1,3821
Ddhd2,2107
Ddi1,0
Ddi2,2304
Ddias,3080
Ddit3,1082
Ddit4,1813
Ddit4l,15
Ddn,16
Ddo,0
Ddost,13518
Ddr1,42
Ddr2,223
Ddrgk1,3927
Ddt,1475
Ddx1,14333
Ddx10,8340
Ddx11,1090
Ddx17,39362
Ddx18,5683
Ddx19a,4301
Ddx19b,5190
Ddx20,7738
Ddx21,45642
Ddx23,10398
Ddx24,10577
Ddx25,273
Ddx26b,3480
Ddx27,10668
Ddx28,1965
Ddx31,1525
Ddx39,5706
Ddx39b,0
Ddx3x,46053
Ddx3y,0
Ddx4,18
Ddx41,5700
Ddx42,14550
Ddx43,0
Ddx46,14796
Ddx47,6916
Ddx49,2497
Ddx5,69672
Ddx50,6001
Ddx51,2288
Ddx52,6995
Ddx54,9379
Ddx55,2790
Ddx56,7100
Ddx58,1366
Ddx59,853
Ddx6,41205
Ddx60,2
Deaf1,1037
Dear1,4
Deb1,744
Decr1,5309
Decr2,2168
Dedd,3237
Dedd2,948
Def6,84
Def8,2861
Defa-ps1,0
Defa-ps12,0
Defa-ps13,0
Defa-ps18,0
Defa-rs1,0
Defa-rs7,0
Defa17,0
Defa2,0
Defa20,0
Defa21,0
Defa22,0
Defa23,0
Defa24,0
Defa25,0
Defa26,0
Defa3,0
Defa5,0
Defb1,0
Defb10,0
Defb11,0
Defb12,0
Defb13,0
Defb14,0
Defb15,0
Defb18,0
Defb19,0
Defb2,0
Defb20,0
Defb21,0
Defb22,0
Defb23,0
Defb25,11
Defb26,0
Defb28,0
Defb29,0
Defb3,0
Defb30,0
Defb33,0
Defb34,0
Defb35,0
Defb36,0
Defb37,0
Defb38,0
Defb39,0
Defb4,0
Defb40,0
Defb41,23
Defb42,0
Defb43,0
Defb44-ps,0
Defb45,0
Defb46,0
Defb47,0
Defb48,0
Defb5,0
Defb50,0
Defb6,0
Defb7,0
Defb8,0
Defb9,0
Degs1,9049
Degs2,0
Dek,15061
Dennd1a,3792
Dennd1b,4711
Dennd1c,1103
Dennd2a,2298
Dennd2c,6
Dennd2d,2314
Dennd3,4051
Dennd4a,26162
Dennd4b,3764
Dennd4c,1923
Dennd5a,3161
Dennd5b,3344
Dennd6a,9279
Dennd6b,878
Denr,11929
Depdc1a,1498
Depdc1b,1178
Depdc5,5327
Depdc7,550
Deptor,2063
Dera,2274
Derl1,18989
Derl2,217
Derl3,49
Des,866
Desi1,3450
Desi2,5221
Det1,1813
Dexi,824
Dffa,897
Dffb,1234
Dfna5,41
Dfnb59,0
Dgat1,686
Dgat2,775
Dgat2l6,11
Dgcr14,0
Dgcr2,2
Dgcr6,0
Dgcr8,0
Dgka,769
Dgkb,0
Dgkd,17994
Dgke,1295
Dgkeos,0
Dgkg,456
Dgkh,3262
Dgki,2619
Dgkk,0
Dgkq,494
Dgkz,5688
Dguok,487
Dhcr24,2587
Dhcr7,2242
Dhdds,2815
Dhdh,6461
Dhfr,4070
Dhh,0
Dhodh,1519
Dhps,1415
Dhrs1,1577
Dhrs11,398
Dhrs13,1254
Dhrs13os,5
Dhrs2,0
Dhrs3,1085
Dhrs4,1198
Dhrs7,2324
Dhrs7b,3198
Dhrs7c,5
Dhrs9,0
Dhrsx,1019
Dhtkd1,90
Dhx15,22614
Dhx16,199
Dhx29,3768
Dhx30,7241
Dhx32,2662
Dhx33,915
Dhx34,2218
Dhx35,2256
Dhx36,11402
Dhx37,4010
Dhx38,6118
Dhx40,4213
Dhx57,5455
Dhx58,478
Dhx58os,1
Dhx8,9394
Dhx9,24927
Diablo,2428
Diap1,6909
Diap2,2
Diap3,14139
Dicer1,10827
Dido1,7288
Diexf,3466
Dimt1,1518
Dio1,8
Dio2,2
Dio3,0
Dio3os,0
Dip2a,1696
Dip2b,8408
Dip2c,2
Diras1,1
Diras2,1020
Dirc2,2234
Dis3,11714
Dis3l,2514
Dis3l2,1791
Disc1,1
Disp1,3193
Disp2,6
Dixdc1,49
Dkc1,20481
Dkk1,0
Dkk2,0
Dkk3,1450
Dkk4,4
Dkkl1,0
Dlat,6107
Dlc1,0
Dld,15580
Dlec1,886
Dleu2,168
Dleu7,2
Dlg1,12649
Dlg2,4
Dlg3,1349
Dlg4,0
Dlg5,68
Dlgap1,222
Dlgap2,1
Dlgap3,497
Dlgap4,2316
Dlgap5,6406
Dlk1,0
Dlk2,5
Dll1,6
Dll3,10
Dll4,85
Dlst,10240
Dlx1,274
Dlx1as,14
Dlx2,0
Dlx3,18
Dlx4,56
Dlx5,0
Dlx6,0
Dlx6os1,0
Dlx6os2,0
Dmap1,2123
Dmbt1,0
Dmbx1,2
Dmc1,1
Dmd,4
Dmgdh,0
Dmkn,0
Dmp1,4
Dmpk,2
Dmr,0
Dmrt1,18
Dmrt2,0
Dmrt3,2
Dmrta1,0
Dmrta2,3
Dmrta2os,0
Dmrtb1,0
Dmrtc1a,0
Dmrtc1b,0
Dmrtc1c1,0
Dmrtc1c2,0
Dmrtc2,1
Dmtf1,7685
Dmtn,23
Dmwd,0
Dmxl1,10665
