gene_id,Satrom-mRNA-2hC_TAGCTT_L002_001
Olfr1372-ps1,3
Olfr1373,0
Olfr1376-ps1,0
Olfr1377,0
Olfr1378,0
Olfr138,0
Olfr1380,0
Olfr1381,0
Olfr1382,0
Olfr1383,0
Olfr1384,0
Olfr1385,0
Olfr1386,0
Olfr1387,0
Olfr1388,0
Olfr1389,0
Olfr139,0
Olfr1390,1
Olfr1391,0
Olfr1392,1
Olfr1393,3
Olfr1394,0
Olfr1395,0
Olfr1396,0
Olfr140,0
Olfr1402,0
Olfr1404,0
Olfr1406,0
Olfr1408,0
Olfr141,0
Olfr1410,0
Olfr1411,0
Olfr1412,0
Olfr1413,0
Olfr1414,5
Olfr1415,0
Olfr1416,0
Olfr1417,0
Olfr1418,0
Olfr1419,0
Olfr142,0
Olfr1420,0
Olfr1423,0
Olfr1424,0
Olfr1425,0
Olfr1426,0
Olfr1427,0
Olfr1428,0
Olfr143,0
Olfr1431,0
Olfr1432,0
Olfr1434,0
Olfr1436,0
Olfr1437,0
Olfr1440,0
Olfr1441,0
Olfr1442,0
Olfr1443,0
Olfr1444,4
Olfr1445,0
Olfr1446,0
Olfr1447,0
Olfr1448,0
Olfr1449,0
Olfr145,0
Olfr1450,0
Olfr1451,0
Olfr1453,0
Olfr1454,0
Olfr1457,0
Olfr1458,0
Olfr1459,0
Olfr146,0
Olfr1461,0
Olfr1462,0
Olfr1463,0
Olfr1464-ps1,0
Olfr1465,0
Olfr1466,0
Olfr1467,0
Olfr1469,0
Olfr147,0
Olfr1471,0
Olfr1472,0
Olfr1474,0
Olfr1475,0
Olfr1477,0
Olfr148,0
Olfr1480,0
Olfr1484,0
Olfr1487,0
Olfr1489,0
Olfr149,0
Olfr1490,0
Olfr1491,0
Olfr1494,0
Olfr1495,0
Olfr1496,0
Olfr1497,0
Olfr1499,0
Olfr15,0
Olfr150,0
Olfr1500,0
Olfr1501,0
Olfr1502,0
Olfr1504,0
Olfr1505,0
Olfr1506,0
Olfr1507,0
Olfr1508,0
Olfr1509,0
Olfr151,0
Olfr1510,0
Olfr1511,0
Olfr1512,0
Olfr1513,0
Olfr152,0
Olfr153,0
Olfr1532-ps1,0
Olfr1535,0
Olfr1537,0
Olfr154,0
Olfr155,0
Olfr156,0
Olfr157,0
Olfr159,0
Olfr16,1
Olfr160,0
Olfr161,4
Olfr162-ps1,4
Olfr164,7
Olfr165,7
Olfr166,0
Olfr167,0
Olfr168,0
Olfr169,0
Olfr17,0
Olfr170,0
Olfr171,0
Olfr172,0
Olfr173,0
Olfr175-ps1,7
Olfr177,0
Olfr178,0
Olfr18,0
Olfr180,0
Olfr181,0
Olfr183,0
Olfr186,0
Olfr187,0
Olfr19,0
Olfr190,0
Olfr191,0
Olfr192,0
Olfr193,0
Olfr194,0
Olfr195,0
Olfr196,0
Olfr197,0
Olfr198,0
Olfr199,0
Olfr2,0
Olfr20,0
Olfr201,0
Olfr202,0
Olfr203,0
Olfr204,0
Olfr205,0
Olfr206,0
Olfr209,0
Olfr211,0
Olfr212,0
Olfr213,0
Olfr214,0
Olfr215,0
Olfr218,0
Olfr220,0
Olfr221,0
Olfr222,0
Olfr223,0
Olfr224,0
Olfr225,0
Olfr228,0
Olfr229,0
Olfr23,0
Olfr231,0
Olfr235,0
Olfr237-ps1,0
Olfr239,0
Olfr24,0
Olfr243,0
Olfr247,0
Olfr248,0
Olfr25,0
Olfr250,0
Olfr251,0
Olfr259,0
Olfr26,0
Olfr262,0
Olfr263,0
Olfr266,0
Olfr267,13
Olfr27,0
Olfr270,0
Olfr272,0
Olfr273,0
Olfr275,0
Olfr279,0
Olfr281,0
Olfr282,0
Olfr283,0
Olfr284,0
Olfr285,0
Olfr286,0
Olfr287,0
Olfr288,0
Olfr29-ps1,0
Olfr290,0
Olfr291,0
Olfr292,0
Olfr293,0
Olfr294,0
Olfr295,0
Olfr296-ps1,0
Olfr297,0
Olfr298,0
Olfr299,0
Olfr3,0
Olfr30,0
Olfr301,0
Olfr303,0
Olfr304,0
Olfr305,0
Olfr307,0
Olfr308,0
Olfr309,0
Olfr31,0
Olfr310,0
Olfr311,0
Olfr312,0
Olfr313,0
Olfr314,0
Olfr315,0
Olfr316,0
Olfr317,0
Olfr318,0
Olfr319,0
Olfr32,0
Olfr320,0
Olfr322,0
Olfr323,0
Olfr324,0
Olfr325,0
Olfr328,0
Olfr329-ps,0
Olfr33,0
Olfr330,0
Olfr331,0
Olfr332,0
Olfr338,0
Olfr339,0
Olfr340,0
Olfr341,0
Olfr342,0
Olfr344,0
Olfr345,0
Olfr346,0
Olfr347,0
Olfr348,0
Olfr350,0
Olfr351,0
Olfr352,0
Olfr353,0
Olfr354,0
Olfr355,0
Olfr356,0
Olfr357,0
Olfr358,0
Olfr360,0
Olfr361,0
Olfr362,0
Olfr365,0
Olfr366,0
Olfr367-ps,0
Olfr368,0
Olfr370,0
Olfr371,0
Olfr372,0
Olfr373,0
Olfr374,0
Olfr376,0
Olfr378,0
Olfr379-ps1,0
Olfr38,0
Olfr380,0
Olfr381,0
Olfr382,0
Olfr384,0
Olfr385,0
Olfr387-ps1,0
Olfr389,0
Olfr39,0
Olfr390,0
Olfr391-ps,0
Olfr392,0
Olfr393,0
Olfr394,0
Olfr395,0
Olfr397,0
Olfr398,0
Olfr399,0
Olfr401,0
Olfr402,0
Olfr403,0
Olfr406,0
Olfr410,0
Olfr411,0
Olfr412,0
Olfr414,0
Olfr417,0
Olfr418-ps1,0
Olfr419,0
Olfr420,2
Olfr421-ps1,0
Olfr424,0
Olfr427,0
Olfr429,0
Olfr43,0
Olfr430,0
Olfr432,0
Olfr433,0
Olfr434,0
Olfr435,0
Olfr437,0
Olfr44,0
Olfr441,0
Olfr444,0
Olfr446,0
Olfr447,0
Olfr448,0
Olfr449,0
Olfr45,0
Olfr450,0
Olfr452,0
Olfr453,0
Olfr455,0
Olfr456,0
Olfr457,0
Olfr458,0
Olfr459,0
Olfr46,0
Olfr460,0
Olfr461,0
Olfr462,1
Olfr463,0
Olfr464,0
Olfr466,0
Olfr467,0
Olfr469,0
Olfr47,0
Olfr470,0
Olfr471,0
Olfr472,0
Olfr473,0
Olfr474,0
Olfr476,0
Olfr477,0
Olfr478,0
Olfr479,0
Olfr48,0
Olfr480,0
Olfr481,0
Olfr482,0
Olfr483,0
Olfr484,0
Olfr485,0
Olfr486,0
Olfr487,0
Olfr488,0
Olfr49,2
Olfr490,0
Olfr491,0
Olfr492,0
Olfr493,0
Olfr494,0
Olfr495,0
Olfr497,0
Olfr498,0
Olfr5,0
Olfr50,0
Olfr502,0
Olfr503,0
Olfr504,0
Olfr506,0
Olfr507,0
Olfr508,0
Olfr509,0
Olfr51,0
Olfr510,0
Olfr512,0
Olfr513,0
Olfr514,0
Olfr516,0
Olfr517,0
Olfr518,0
Olfr519,0
Olfr52,0
Olfr520,0
Olfr521,0
Olfr522,0
Olfr523,0
Olfr524,0
Olfr525,0
Olfr527,0
Olfr53,0
Olfr530,0
Olfr531,0
Olfr532,0
Olfr533,0
Olfr535,0
Olfr536,0
Olfr538,0
Olfr539,0
Olfr54,0
Olfr541,0
Olfr543,19
Olfr544,0
Olfr545,0
Olfr547,0
Olfr549,0
Olfr55,0
Olfr550,0
Olfr551,0
Olfr552,0
Olfr553,0
Olfr554,0
Olfr555,0
Olfr556,0
Olfr557,0
Olfr558,0
Olfr559,0
Olfr56,0
Olfr560,0
Olfr561,0
Olfr564,0
Olfr566,0
Olfr568,0
Olfr569,0
Olfr57,0
Olfr570,0
Olfr571,0
Olfr572,0
Olfr574,0
Olfr575,0
Olfr576,0
Olfr577,0
Olfr578,0
Olfr58,0
Olfr582,0
Olfr583,0
Olfr584,0
Olfr585,0
Olfr586,0
Olfr589,0
Olfr59,0
Olfr591,0
Olfr592,0
Olfr593,0
Olfr594,0
Olfr596,0
Olfr597,0
Olfr598,0
Olfr599,0
Olfr6,0
Olfr60,0
Olfr600,0
Olfr601,0
Olfr603,0
Olfr605,0
Olfr606,0
Olfr607,0
Olfr608,0
Olfr609,0
Olfr61,0
Olfr610,0
Olfr611,0
Olfr612,0
Olfr613,0
Olfr615,0
Olfr616,0
Olfr617,0
Olfr618,0
Olfr619,0
Olfr62,0
Olfr620,0
Olfr621-ps1,0
Olfr622,0
Olfr623,0
Olfr624,0
Olfr628,0
Olfr629,0
Olfr63,0
Olfr630,0
Olfr631,0
Olfr632,0
Olfr633,0
Olfr635,0
Olfr638,0
Olfr639,0
Olfr64,0
Olfr640,0
Olfr641,0
Olfr642,0
Olfr643,0
Olfr644,0
Olfr645,0
Olfr646,0
Olfr648,0
Olfr649,0
Olfr65,0
Olfr651,0
Olfr652,0
Olfr653,0
Olfr654,0
Olfr655,0
Olfr656,0
Olfr657,0
Olfr658,0
Olfr659,0
Olfr66,0
Olfr661,0
Olfr663,0
Olfr665,0
Olfr666,0
Olfr667,0
Olfr668,0
Olfr669,0
Olfr67,0
Olfr670,0
Olfr671,0
Olfr672,0
Olfr675,0
Olfr676,0
Olfr677,0
Olfr678,0
Olfr679,0
Olfr68,0
Olfr681,0
Olfr683,0
Olfr684,0
Olfr685,0
Olfr686,0
Olfr687,0
Olfr688,0
Olfr689,0
Olfr69,0
Olfr690,0
Olfr691,0
Olfr692,0
Olfr693,0
Olfr694,0
Olfr695,0
Olfr697,0
Olfr698,0
Olfr699,0
Olfr70,0
Olfr700,0
Olfr701,0
Olfr702,0
Olfr703,0
Olfr704,0
Olfr705,0
Olfr706,0
Olfr707,0
Olfr71,0
Olfr710,0
Olfr711,0
Olfr713,0
Olfr714,0
Olfr715,0
Olfr716,0
Olfr720,0
Olfr722,0
Olfr723,0
Olfr724,0
Olfr725,0
Olfr726,0
Olfr727,0
Olfr728,0
Olfr729,0
Olfr73,0
Olfr730,0
Olfr731,0
Olfr732,0
Olfr733,0
Olfr734,0
Olfr735,0
Olfr736,0
Olfr738,0
Olfr739,0
Olfr74,0
Olfr740,0
Olfr741,0
Olfr742,0
Olfr743,0
Olfr744,0
Olfr745,0
Olfr746,0
Olfr747,0
Olfr748,0
Olfr749,0
Olfr75-ps1,0
Olfr750,0
Olfr76,0
Olfr761,0
Olfr763,0
Olfr764,0
Olfr765,0
Olfr766,0
Olfr767,0
Olfr768,0
Olfr769,0
Olfr77,0
Olfr770,0
Olfr771,0
Olfr772,0
Olfr773,0
Olfr774,0
Olfr775,0
Olfr776,0
Olfr777,0
Olfr779,0
Olfr78,0
Olfr780,0
Olfr781,0
Olfr782,0
Olfr784,0
Olfr785-ps1,0
Olfr786,0
Olfr787,0
Olfr788,0
Olfr790,0
Olfr791,1
Olfr792,0
Olfr794,0
Olfr796,0
Olfr798,0
Olfr799,0
Olfr8,0
Olfr800,0
Olfr801,0
Olfr802,0
Olfr803,0
Olfr804,0
Olfr805,0
Olfr806,0
Olfr807,0
Olfr808,0
Olfr809,0
Olfr810,0
Olfr811,0
Olfr812,0
Olfr813,0
Olfr814,0
Olfr815,0
Olfr816,0
Olfr818,0
Olfr819,0
Olfr820,0
Olfr821,0
Olfr822,0
Olfr823,0
Olfr824,0
Olfr825,0
Olfr826,0
Olfr827,0
Olfr828,0
Olfr829,0
Olfr830,0
Olfr832,0
Olfr834,0
Olfr835,0
Olfr836,0
Olfr837,0
Olfr843,0
Olfr845,0
Olfr846,0
Olfr847,0
Olfr849,0
Olfr850,0
Olfr851,0
Olfr853,0
Olfr854,0
Olfr855,0
Olfr856-ps1,4
Olfr857,2
Olfr859,0
Olfr860,0
Olfr862,0
Olfr866,0
Olfr867,0
Olfr868,0
Olfr869,0
Olfr870,0
Olfr871,1
Olfr872,0
Olfr873,0
Olfr874,0
Olfr875,0
Olfr876,0
Olfr877,0
Olfr878,0
Olfr881,0
Olfr883,0
Olfr884,0
Olfr885,0
Olfr887,0
Olfr888,0
Olfr889,0
Olfr890,0
Olfr891,0
Olfr893,0
Olfr894,0
Olfr895,0
Olfr898,0
Olfr9,0
Olfr90,0
Olfr901,0
Olfr902,0
Olfr904,0
Olfr905,0
Olfr906,0
Olfr907,0
Olfr908,0
Olfr91,0
Olfr910,0
Olfr911-ps1,0
Olfr912,0
Olfr913,0
Olfr914,0
Olfr915,0
Olfr916,0
Olfr917,0
Olfr918,0
Olfr919,0
Olfr92,0
Olfr920,10
Olfr921,0
Olfr922,0
Olfr923,0
Olfr924,0
Olfr926,0
Olfr93,0
Olfr930,0
Olfr933,0
Olfr934,0
Olfr935,0
Olfr936,0
Olfr937,0
Olfr938,0
Olfr94,0
Olfr943,0
Olfr944,0
Olfr945,0
Olfr947-ps1,0
Olfr948,0
Olfr95,0
Olfr951,0
Olfr952,0
Olfr954,0
Olfr955,0
Olfr957,0
Olfr958,0
Olfr959,0
Olfr96,0
Olfr960,0
Olfr961,0
Olfr963,0
Olfr965,0
Olfr967,0
Olfr968,0
Olfr969,0
Olfr97,0
Olfr970,0
Olfr971,0
Olfr972,0
Olfr974,0
Olfr975,0
Olfr976,0
Olfr978,0
Olfr979,0
Olfr98,0
Olfr980,0
Olfr981,0
Olfr982,0
Olfr983,0
Olfr984,0
Olfr985,0
Olfr986,0
Olfr987,0
Olfr988,0
Olfr99,0
Olfr992,0
Olfr993,0
Olfr994,0
Olfr995,0
Olfr996,0
Olfr998,0
Olig1,0
Olig2,0
Olig3,3
Olr1,0
Oma1,1341
Omd,6
Omg,4
Omp,5
Omt2a,0
Omt2b,0
Onecut1,0
Onecut2,4
Onecut3,68
Ooep,0
Oog1,0
Oog2,0
Oog3,0
Oog4,0
Oosp1,112
Oosp2,12
Oosp3,0
Opa1,9041
Opa3,1983
Opalin,0
Opcml,0
Ophn1,0
Oplah,79
Opn1mw,0
Opn1sw,7
Opn3,352
Opn4,0
Opn5,0
Oprd1,0
Oprk1,0
Oprl1,9
Oprm1,2
Optc,0
Optn,4575
Orai1,1704
Orai2,902
Orai2-ps,6
Orai3,447
Oraov1,565
Orc1,2529
Orc2,10299
Orc3,5170
Orc4,3703
Orc5,1693
Orc6,5073
Orly,0
Orm1,2
Orm2,26
Orm3,13
Ormdl1,1907
Ormdl2,690
Ormdl3,1752
Os9,7283
Osbp,6827
Osbp2,3
Osbpl10,13
Osbpl11,4516
Osbpl1a,658
Osbpl2,2056
Osbpl3,403
Osbpl5,237
Osbpl6,0
Osbpl7,1818
Osbpl8,8877
Osbpl9,4544
Oscar,10
Oscp1,641
Oser1,842
Osgep,2170
Osgepl1,961
Osgin1,475
Osgin2,5359
Osm,704
Osmr,0
Osr1,0
Osr2,0
Ost4,2115
Ostc,8272
Ostf1,3172
Ostm1,2222
Ostn,24
Otc,0
Otoa,0
Otof,5
Otog,0
Otogl,0
Otol1,0
Otop1,0
Otop2,0
Otop3,0
Otor,0
Otos,12
Otp,0
Ott,0
Otub1,7223
Otub2,498
Otud1,100
Otud3,957
Otud4,23828
Otud5,10228
Otud6a,2
Otud6b,7380
Otud7a,0
Otud7b,5510
Otulin,2948
Otx1,0
Otx2,0
Otx2os1,0
Ovca2,1314
Ovch2,0
Ovgp1,94
Ovol1,2
Ovol2,5
Ovol3,157
Oxa1l,6966
Oxct1,23954
Oxct2a,4
Oxct2b,0
Oxgr1,0
Oxld1,187
Oxnad1,4057
Oxr1,1661
Oxsm,996
Oxsr1,8356
Oxt,1
Oxtr,0
P2rx1,0
P2rx2,57
P2rx3,13380
P2rx4,506
P2rx5,0
P2rx6,0
P2rx7,668
P2ry1,0
P2ry10,3528
P2ry12,22
P2ry13,48
P2ry14,17
P2ry2,762
P2ry4,8
P2ry6,10
P3h1,4750
P3h2,4
P3h3,20
P3h4,2
P4ha1,3620
P4ha2,143
P4ha3,6
P4hb,30912
P4htm,1257
Pa2g4,38255
Pabpc1,145618
Pabpc1l,19
Pabpc1l2b-ps,0
Pabpc2,0
Pabpc4,26227
Pabpc4l,0
Pabpc5,0
Pabpc6,0
Pabpn1,16162
Pabpn1l,15
Pacrg,0
Pacrgl,746
Pacs1,2125
Pacs2,1402
Pacsin1,2
Pacsin2,7980
Pacsin3,427
Padi1,0
Padi2,0
Padi3,12
Padi4,0
Padi6,0
Paf1,5139
Pafah1b1,17862
Pafah1b2,14837
Pafah1b3,1081
Pafah2,1192
Pag1,2
Pagr1a,2027
Pah,0
Paics,17469
Paip1,5502
Paip2,7506
Paip2b,3838
Pak1,0
Pak1ip1,4166
Pak2,18273
Pak3,0
Pak4,2580
Pak6,69
Pak7,0
Palb2,1164
Pald1,737
Palld,64
Palm,1249
Palm2,0
Palm3,20
Palmd,0
Pam,0
Pam16,608
Pamr1,23
Pan2,3035
Pan3,5528
Panct2,0
Pank1,2
Pank2,1848
Pank3,11089
Pank4,2465
Pantr1,0
Pantr2,0
Panx1,1698
Panx2,0
Panx3,0
Paox,1152
Papd4,5568
Papd5,8592
Papd7,2730
Papl,0
Papln,296
Papola,19987
Papolb,0
Papolg,2412
Pappa,0
Pappa2,483
Papss1,1599
Papss2,153
Paqr3,428
Paqr4,413
Paqr5,31
Paqr6,7
Paqr7,192
Paqr8,4
Paqr9,0
Pard3,7
Pard3b,2659
Pard3bos1,0
Pard6a,267
Pard6b,550
Pard6g,5334
Parg,9851
Park2,0
Park7,1810
Parl,6979
Parm1,1247
Parn,6073
Parp1,36852
Parp10,2331
Parp11,751
Parp12,0
Parp14,702
Parp16,227
Parp2,4961
Parp3,1009
Parp4,3165
Parp6,556
Parp8,0
Parp9,2095
Parpbp,1092
Pars2,636
Parva,0
Parvb,122
Parvg,10020
Pask,3106
Pate2,4
Pate4,0
Patl1,6999
Patl2,16
Patz1,5193
Paupar,0
Pawr,2
Pax1,0
Pax2,0
Pax3,0
Pax4,0
Pax5,6756
Pax6,18
Pax6os1,0
Pax7,0
Pax8,5
Pax9,0
Paxbp1,7791
Paxip1,8453
Pbdc1,2903
Pbk,3874
Pbld1,2
Pbld2,9
Pbp2,0
Pbrm1,18886
Pbsn,0
Pbx1,2
Pbx2,0
Pbx3,866
Pbx4,76
Pbxip1,2755
Pcbd1,830
Pcbd2,587
Pcbp1,29841
Pcbp2,69965
Pcbp3,0
Pcbp4,2185
Pcca,4612
Pccb,2740
Pcdh1,0
Pcdh10,0
Pcdh11x,0
Pcdh12,1
Pcdh15,0
Pcdh17,0
Pcdh18,0
Pcdh19,0
Pcdh20,0
Pcdh7,0
Pcdh8,0
Pcdh9,0
Pcdha1,0
Pcdha10,0
Pcdha11,0
Pcdha12,0
Pcdha2,0
Pcdha3,0
Pcdha4,0
Pcdha4-g,0
Pcdha5,0
Pcdha6,0
Pcdha6-g,0
Pcdha7,0
Pcdha7-g,0
Pcdha8,0
Pcdha9,0
Pcdhac1,0
Pcdhac2,0
Pcdhb1,0
Pcdhb10,0
Pcdhb11,0
Pcdhb12,0
Pcdhb13,0
Pcdhb14,0
Pcdhb15,0
Pcdhb16,57
Pcdhb17,40
Pcdhb18,17
Pcdhb19,2
Pcdhb2,0
Pcdhb20,2
Pcdhb21,14
Pcdhb22,56
Pcdhb3,0
Pcdhb4,0
Pcdhb5,2
Pcdhb6,0
Pcdhb7,0
Pcdhb8,0
Pcdhb9,0
Pcdhga1,25
Pcdhga10,0
Pcdhga11,3
Pcdhga12,3
Pcdhga2,5
Pcdhga3,18
Pcdhga4,9
Pcdhga5,2
Pcdhga6,5
Pcdhga7,0
Pcdhga8,30
Pcdhga9,1
Pcdhgb1,4
Pcdhgb2,19
Pcdhgb4,2
Pcdhgb5,3
Pcdhgb6,10
Pcdhgb7,82
Pcdhgb8,6
Pcdhgc3,3
Pcdhgc4,46
Pcdhgc5,8
Pced1a,1751
Pced1b,1974
Pcf11,5570
Pcgf1,482
Pcgf2,1827
Pcgf3,4072
Pcgf5,912
Pcgf6,4279
Pcid2,3239
Pcif1,2686
Pck1,0
Pck2,12451
Pclo,0
Pcm1,8117
Pcmt1,4039
Pcmtd1,3504
Pcmtd2,3149
Pcna,21239
Pcna-ps2,24
Pcnp,4364
Pcnt,4453
Pcnx,14269
Pcnxl2,0
Pcnxl3,3341
Pcnxl4,253
Pcolce,63
Pcolce2,0
Pcp2,1
Pcp4,2
Pcp4l1,0
Pcsk1,0
Pcsk1n,0
Pcsk2,0
Pcsk2os1,0
Pcsk2os2,0
Pcsk4,123
Pcsk5,0
Pcsk6,2
Pcsk7,1766
Pcsk9,5
Pctp,1481
Pcx,1911
Pcyox1,1912
Pcyox1l,531
Pcyt1a,6868
Pcyt1b,47
Pcyt2,3805
Pdap1,6729
Pdc,0
Pdcd1,1718
Pdcd10,2285
Pdcd11,15558
Pdcd1lg2,12
Pdcd2,2079
Pdcd2l,1635
Pdcd4,6230
Pdcd5,3660
Pdcd6,3865
Pdcd6ip,10231
Pdcd7,2463
Pdcl,4515
Pdcl2,0
Pdcl3,3101
Pddc1,1047
Pde10a,0
Pde11a,1
Pde12,7846
Pde1a,0
Pde1b,2005
Pde1c,692
Pde2a,528
Pde3a,0
Pde3b,14429
Pde4a,789
Pde4b,2809
Pde4c,895
Pde4d,7
Pde4dip,2936
Pde5a,2
Pde6a,16
Pde6b,14
Pde6c,206
Pde6d,968
Pde6g,1
Pde6h,2
Pde7a,7229
Pde7b,0
Pde8a,6078
Pde8b,331
Pde9a,0
Pdf,3044
Pdgfa,2745
Pdgfb,0
Pdgfc,0
Pdgfd,0
Pdgfra,0
Pdgfrb,136
Pdgfrl,0
Pdha1,6140
Pdha2,0
Pdhb,7401
Pdhx,379
Pdia2,3
Pdia3,37065
Pdia4,22972
Pdia5,0
Pdia6,31949
Pdik1l,2588
Pdilt,0
Pdk1,4011
Pdk2,0
Pdk3,7210
Pdk4,0
Pdlim1,46
Pdlim2,1930
Pdlim3,0
Pdlim4,9
Pdlim5,715
Pdlim7,1908
Pdp1,594
Pdp2,2798
Pdpk1,5412
Pdpn,0
Pdpr,5389
Pdrg1,2256
Pds5a,29492
Pds5b,9570
Pdss1,1533
Pdss2,1543
Pdx1,1
Pdxdc1,8337
Pdxk,2232
Pdxk-ps,11
Pdxp,1928
Pdyn,0
Pdzd11,1371
Pdzd2,438
Pdzd3,6
Pdzd4,165
Pdzd7,4
Pdzd8,10006
Pdzd9,17
Pdzk1,530
Pdzk1ip1,12
Pdzph1,0
Pdzrn3,0
Pdzrn4,0
Pea15a,2766
Pea15b,0
Peak1,4023
Peak1os,13
Pear1,65
Pebp1,9994
Pebp4,12
Pecam1,127
Pecr,942
Pef1,0
Peg10,0
Peg12,0
Peg13,903
Peg3,0
Peg3os,0
Peli1,4324
Peli2,8
Peli3,16
Pelo,2132
Pelp1,2
Pemt,207
Penk,0
Peo1,3194
Pepd,2143
Per1,1665
Per2,1114
Per3,40
Peril,0
Perm1,168
Perp,0
Pes1,14978
Pet100,398
Pet117,0
Pet2,0
Pex1,1512
Pex10,522
Pex11a,395
Pex11b,1749
Pex11g,100
Pex12,1496
Pex13,5211
Pex14,297
Pex16,718
Pex19,3614
Pex2,3139
Pex26,402
Pex3,1102
Pex5,3105
Pex5l,4
Pex6,2663
Pex7,1375
Pf4,0
Pfas,13496
Pfdn1,3069
Pfdn2,3211
Pfdn4,1568
Pfdn5,7184
Pfdn6,0
Pfkfb1,240
Pfkfb2,1590
Pfkfb3,5521
Pfkfb4,485
Pfkl,6103
Pfkm,1743
Pfkp,11977
Pfn1,5
Pfn2,1532
Pfn3,0
Pfn4,0
Pfpl,1
Pga5,2
Pgam1,5017
Pgam1-ps1,5
Pgam1-ps2,4
Pgam2,162
Pgam5,4807
Pgap1,669
Pgap2,554
Pgap3,439
Pgbd1,19
Pgbd5,164
Pgc,0
Pgd,677
Pgf,40
Pggt1b,6567
Pgk1,9915
Pgk1-ps3,0
Pgk1-rs7,1
Pgk2,6
Pgls,4221
Pglyrp1,28
Pglyrp2,257
Pglyrp3,0
Pglyrp4,0
Pgm1,1242
Pgm2,4515
Pgm2l1,1807
Pgm3,2326
Pgm5,0
Pgp,2407
Pgpep1,2709
Pgpep1l,5
Pgr,0
Pgr15l,0
Pgrmc1,9714
Pgrmc2,6272
Pgs1,2819
Phactr1,95
Phactr2,53
Phactr3,0
Phactr4,2591
Phax,7879
Phb,3687
Phb2,22392
Phc1,1465
Phc2,3058
Phc3,4011
Phex,12
Phf1,260
Phf10,16340
Phf11a,391
Phf11b,1628
Phf11c,655
Phf11d,26
Phf12,7386
Phf13,2624
Phf14,4644
Phf19,3677
Phf2,6985
Phf20,4166
Phf20l1,6625
Phf21a,2921
Phf21b,832
Phf23,2
Phf3,12967
Phf5a,5303
Phf6,6961
Phf7,1554
Phf8,3923
Phgdh,21365
Phgr1,0
Phip,20038
Phka1,0
Phka2,1103
Phkb,4109
Phkg1,16
Phkg2,996
Phlda1,892
Phlda2,0
Phlda3,48
Phldb1,1286
Phldb2,3
Phldb3,375
Phlpp1,17514
Phlpp2,4498
Phospho1,14
Phospho2,1884
Phox2a,0
Phox2b,0
Phpt1,2994
Phrf1,9560
Phtf1,0
Phtf1os,7
Phtf2,7403
Phxr4,0
Phyh,1663
Phyhd1,549
Phyhip,62
Phyhipl,0
Phykpl,1172
Pi15,0
Pi16,9
Pi4k2a,4985
Pi4k2b,1709
Pi4ka,12282
Pi4kb,3585
Pianp,8
Pias1,2861
Pias2,7149
Pias3,1156
Pias4,1192
Pibf1,1761
Picalm,10305
Pick1,1254
Pid1,0
Pidd1,2199
Piezo1,7738
Piezo2,0
Pif1,386
Pifo,254
Piga,1497
Pigb,505
Pigc,1112
Pigf,506
Pigg,1585
Pigh,408
Pigk,2856
Pigl,667
Pigm,7395
Pign,4197
Pigo,2257
Pigp,1055
Pigq,4001
Pigr,29
Pigs,3667
Pigt,5270
Pigu,2972
Pigv,199
Pigw,542
Pigx,1153
Pigyl,473
Pigz,2664
Pih1d1,1127
Pih1d2,26
Pih1d3,2
Pik3ap1,13158
Pik3c2a,5912
Pik3c2b,7406
Pik3c2g,0
Pik3c3,2888
Pik3ca,6344
Pik3cb,5
Pik3cd,516
Pik3cg,6416
Pik3ip1,435
Pik3r1,3203
Pik3r2,2735
Pik3r3,658
Pik3r4,3378
Pik3r5,1777
Pik3r6,7131
Pikfyve,8452
Pilra,4
Pilrb1,0
Pilrb2,0
Pim1,7912
Pim2,10660
Pim3,3079
Pin1,4549
Pin1rt1,0
Pin4,237
Pinc,0
Pink1,1624
Pinlyp,431
Pinx1,2308
Pip,0
Pip4k2a,5796
Pip4k2b,9267
Pip4k2c,3869
Pip5k1a,4909
Pip5k1b,1722
Pip5k1c,13560
Pip5kl1,8
Pipox,99
Pir,0
Pira1,69
Pira2,71
Pira6,0
Pirb,348
Pirt,0
Pisd,3049
Pisd-ps1,209
Pisd-ps2,58
Pisd-ps3,1923
Pithd1,4055
Pitpna,8341
Pitpnb,7501
Pitpnc1,1575
Pitpnm1,1
Pitpnm2,4205
Pitpnm2os1,0
Pitpnm3,28
Pitrm1,7012
Pitx1,0
Pitx2,0
Pitx3,0
Piwil1,0
Piwil2,487
Piwil4,5
Pja1,4977
Pja2,4273
Pkd1,4376
Pkd1l1,0
Pkd1l2,4
Pkd1l3,1980
Pkd2,0
Pkd2l1,2
Pkd2l2,71
Pkdcc,437
Pkdrej,0
Pkhd1,0
Pkhd1l1,6
Pkia,0
Pkib,1
Pkig,7328
Pklr,5
Pkm,65985
Pkmyt1,2371
Pkn1,5723
Pkn2,11682
Pkn3,287
Pknox1,2558
Pknox2,0
Pkp1,2
Pkp2,620
Pkp3,762
Pkp4,0
Pla1a,671
Pla2g10,0
Pla2g10os,0
Pla2g12a,2004
Pla2g12b,0
Pla2g15,923
Pla2g16,373
Pla2g1b,0
Pla2g2a,0
Pla2g2c,0
Pla2g2d,0
Pla2g2e,0
Pla2g2f,0
Pla2g3,2
Pla2g4a,0
Pla2g4b,0
Pla2g4c,182
Pla2g4d,2
Pla2g4e,0
Pla2g4f,3
Pla2g5,0
