gene_id,Satrom-mRNA-6hC_CGATGT_L003_001
Shisa8,4051
Shisa9,0
Shkbp1,1188
Shmt1,7442
Shmt2,19292
Shoc2,3027
Shox2,0
Shpk,0
Shprh,3518
Shq1,1606
Shroom1,0
Shroom2,0
Shroom3,0
Shroom4,0
Siae,316
Siah1-ps1,0
Siah1-ps2,0
Siah1a,519
Siah1b,1257
Siah2,4656
Siah3,0
Sidt1,0
Sidt2,6880
Sigirr,613
Siglec1,2
Siglec15,0
Siglece,4
Siglecf,46
Siglecg,2211
Siglech,53
Sigmar1,4045
Sik1,2994
Sik2,1048
Sik3,3292
Sike1,1526
Sil1,1217
Sim1,97
Sim2,2
Simc1,2269
Sin3a,7589
Sin3b,5761
Sipa1,3115
Sipa1l1,4879
Sipa1l2,367
Sipa1l3,1797
Sirpa,3134
Sirpb1a,0
Sirpb1b,0
Sirt1,2588
Sirt2,2131
Sirt3,532
Sirt4,463
Sirt5,270
Sirt6,1240
Sirt7,1105
Sis,5
Sit1,299
Siva1,2016
Six1,4765
Six2,5
Six3,0
Six3os1,0
Six4,891
Six5,47
Six6,0
Ska1,1084
Ska2,0
Ska3,4266
Skap1,4
Skap2,3216
Ski,1912
Skida1,109
Skil,5747
Skint1,0
Skint10,0
Skint11,0
Skint2,0
Skint3,0
Skint4,0
Skint5,0
Skint6,0
Skint7,0
Skint8,0
Skint9,0
Skiv2l,0
Skiv2l2,12506
Skor1,2
Skor2,0
Skp1a,11330
Skp2,6904
Sla,1245
Sla2,302
Slain1,0
Slain1os,0
Slain2,4125
Slamf1,49
Slamf6,3892
Slamf7,724
Slamf8,4
Slamf9,1613
Slbp,5711
Slc10a1,17
Slc10a2,0
Slc10a3,614
Slc10a3-ubl4,5
Slc10a4,2
Slc10a5,2
Slc10a6,0
Slc10a7,1849
Slc11a1,936
Slc11a2,3382
Slc12a1,0
Slc12a2,4381
Slc12a3,14
Slc12a4,955
Slc12a5,93
Slc12a6,2161
Slc12a7,488
Slc12a8,648
Slc12a9,714
Slc13a1,0
Slc13a2,0
Slc13a2os,0
Slc13a3,5
Slc13a4,0
Slc13a5,0
Slc14a1,8
Slc14a2,2
Slc15a1,10
Slc15a2,614
Slc15a3,8403
Slc15a4,2318
Slc15a5,0
Slc16a1,14128
Slc16a10,2
Slc16a11,0
Slc16a12,0
Slc16a13,0
Slc16a14,35
Slc16a2,0
Slc16a3,89
Slc16a4,95
Slc16a5,14
Slc16a6,1244
Slc16a7,0
Slc16a8,90
Slc16a9,0
Slc17a1,0
Slc17a2,0
Slc17a3,0
Slc17a4,2
Slc17a5,883
Slc17a6,0
Slc17a7,6
Slc17a8,2
Slc17a9,970
Slc18a1,32
Slc18a2,150
Slc18a3,0
Slc18b1,5
Slc19a1,3836
Slc19a2,740
Slc19a3,1
Slc1a1,0
Slc1a2,34
Slc1a3,111
Slc1a4,3325
Slc1a5,10806
Slc1a6,0
Slc1a7,0
Slc20a1,8012
Slc20a2,2287
Slc22a1,12
Slc22a12,17
Slc22a13,2
Slc22a13b-ps,7
Slc22a14,0
Slc22a15,0
Slc22a16,0
Slc22a17,138
Slc22a18,39
Slc22a19,0
Slc22a2,0
Slc22a20,0
Slc22a21,1
Slc22a22,0
Slc22a23,30
Slc22a26,0
Slc22a27,0
Slc22a28,0
Slc22a29,0
Slc22a3,0
Slc22a30,0
Slc22a4,0
Slc22a5,514
Slc22a6,0
Slc22a7,0
Slc22a8,0
Slc23a1,414
Slc23a2,3138
Slc23a3,7
Slc24a1,8
Slc24a2,21
Slc24a3,0
Slc24a4,155
Slc24a5,0
Slc25a1,0
Slc25a10,1783
Slc25a11,0
Slc25a12,6548
Slc25a13,0
Slc25a14,286
Slc25a15,1246
Slc25a16,1399
Slc25a17,2611
Slc25a18,19
Slc25a19,9976
Slc25a2,2
Slc25a20,608
Slc25a21,0
Slc25a22,3324
Slc25a23,2699
Slc25a24,0
Slc25a25,1207
Slc25a26,614
Slc25a27,0
Slc25a28,1017
Slc25a29,165
Slc25a3,28008
Slc25a30,1044
Slc25a31,0
Slc25a32,1802
Slc25a33,54
Slc25a34,116
Slc25a35,70
Slc25a36,1474
Slc25a37,5339
Slc25a38,1175
Slc25a39,5531
Slc25a4,16438
Slc25a40,451
Slc25a41,4
Slc25a42,765
Slc25a43,270
Slc25a44,1827
Slc25a45,1561
Slc25a46,3643
Slc25a47,161
Slc25a48,0
Slc25a5,32997
Slc25a5-ps,0
Slc25a51,4503
Slc25a53,176
Slc25a54,0
Slc26a1,37
Slc26a10,86
Slc26a11,219
Slc26a2,1008
Slc26a3,4
Slc26a4,0
Slc26a5,3
Slc26a6,303
Slc26a7,0
Slc26a8,6
Slc26a9,4
Slc27a1,323
Slc27a2,0
Slc27a3,218
Slc27a4,1114
Slc27a5,2
Slc27a6,0
Slc28a1,9
Slc28a2,737
Slc28a3,0
Slc29a1,5334
Slc29a2,558
Slc29a3,4160
Slc29a4,0
Slc2a1,3572
Slc2a10,0
Slc2a12,0
Slc2a13,0
Slc2a2,0
Slc2a3,2492
Slc2a4,0
Slc2a4rg-ps,350
Slc2a5,1
Slc2a6,1555
Slc2a7,2
Slc2a8,189
Slc2a9,67
Slc30a1,1466
Slc30a10,0
Slc30a2,2461
Slc30a3,0
Slc30a4,1107
Slc30a5,6943
Slc30a6,1076
Slc30a7,1987
Slc30a8,0
Slc30a9,2453
Slc31a1,6047
Slc31a2,762
Slc32a1,0
Slc33a1,2121
Slc34a1,2
Slc34a2,0
Slc34a3,0
Slc35a1,1272
Slc35a2,737
Slc35a3,5764
Slc35a4,6396
Slc35a5,501
Slc35b1,2522
Slc35b2,3796
Slc35b3,596
Slc35b4,1614
Slc35c1,2145
Slc35c2,2551
Slc35d1,2055
Slc35d2,225
Slc35d3,3
Slc35e1,4081
Slc35e2,2512
Slc35e3,999
Slc35e4,223
Slc35f1,0
Slc35f2,1
Slc35f3,5
Slc35f4,0
Slc35f5,633
Slc35f6,997
Slc35g1,2126
Slc35g2,19
Slc35g3,2
Slc36a1,616
Slc36a1os,0
Slc36a2,6
Slc36a3,20
Slc36a3os,29
Slc36a4,1508
Slc37a1,180
Slc37a2,1146
Slc37a3,1063
Slc37a4,563
Slc38a1,18016
Slc38a10,6487
Slc38a11,1
Slc38a2,43558
Slc38a3,4
Slc38a4,0
Slc38a5,0
Slc38a6,591
Slc38a7,2134
Slc38a8,7
Slc38a9,645
Slc39a1,2750
Slc39a1-ps,2
Slc39a10,4392
Slc39a11,1525
Slc39a12,0
Slc39a13,458
Slc39a14,6283
Slc39a2,17
Slc39a3,400
Slc39a4,1395
Slc39a5,27
Slc39a6,7758
Slc39a7,1
Slc39a8,4
Slc39a9,3635
Slc3a1,19
Slc3a2,13127
Slc40a1,0
Slc41a1,1873
Slc41a2,39
Slc41a3,43
Slc43a1,588
Slc43a2,1247
Slc43a3,9214
Slc44a1,4562
Slc44a2,6223
Slc44a3,0
Slc44a4,0
Slc44a5,0
Slc45a1,0
Slc45a2,0
Slc45a3,815
Slc45a4,1822
Slc46a1,174
Slc46a2,0
Slc46a3,91
Slc47a1,3186
Slc47a2,61
Slc48a1,3095
Slc4a1,2
Slc4a10,0
Slc4a11,25
Slc4a1ap,3319
Slc4a2,1997
Slc4a3,265
Slc4a4,0
Slc4a5,2
Slc4a7,2834
Slc4a8,480
Slc4a9,3
Slc50a1,1322
Slc51a,0
Slc51b,0
Slc52a2,1329
Slc52a3,44
Slc5a1,1
Slc5a10,35
Slc5a11,6
Slc5a12,0
Slc5a2,1
Slc5a3,2896
Slc5a4a,0
Slc5a4b,2
Slc5a5,26
Slc5a6,1657
Slc5a7,0
Slc5a8,2
Slc5a9,295
Slc6a1,0
Slc6a11,0
Slc6a12,72
Slc6a13,530
Slc6a14,0
Slc6a15,0
Slc6a16,5
Slc6a17,0
Slc6a18,0
Slc6a19,0
Slc6a19os,0
Slc6a2,0
Slc6a20a,2
Slc6a20b,5
Slc6a3,0
Slc6a4,0
Slc6a5,4
Slc6a6,7018
Slc6a7,0
Slc6a8,5
Slc6a9,463
Slc7a1,16330
Slc7a10,0
Slc7a11,9
Slc7a12,0
Slc7a13,0
Slc7a14,0
Slc7a15,2
Slc7a2,0
Slc7a3,2229
Slc7a4,0
Slc7a5,16221
Slc7a6,6695
Slc7a6os,2264
Slc7a7,2613
Slc7a8,0
Slc7a9,2
Slc8a1,1
Slc8a2,41
Slc8a3,4
Slc8b1,370
Slc9a1,1264
Slc9a2,0
Slc9a3,3
Slc9a3r1,3933
Slc9a3r2,1109
Slc9a4,0
Slc9a5,383
Slc9a6,737
Slc9a7,3765
Slc9a8,2881
Slc9a9,3
Slc9b1,8
Slc9b2,2
Slc9c1,0
Slco1a1,0
Slco1a4,1
Slco1a5,1
Slco1a6,0
Slco1b2,0
Slco1c1,0
Slco2a1,0
Slco2b1,3
Slco3a1,0
Slco4a1,2133
Slco4c1,0
Slco5a1,55
Slco6b1,0
Slco6c1,0
Slco6d1,0
Slfn1,2
Slfn10-ps,354
Slfn14,2
Slfn2,2227
Slfn3,3986
Slfn4,0
Slfn5,12
Slfn5os,19
Slfn8,59
Slfn9,2
Slfnl1,8
Slirp,912
Slit1,34
Slit2,0
Slit3,0
Slitrk1,2
Slitrk2,1
Slitrk3,0
Slitrk4,0
Slitrk5,0
Slitrk6,0
Slk,9163
Slmap,16022
Slmo1,536
Slmo2,5644
Sln,0
Slpi,4
Sltm,7231
Slu7,4968
Slurp1,0
Slx,0
Slx1b,586
Slx4,2911
Slx4ip,527
Slxl1,0
Sly,0
Smad1,0
Smad2,2921
Smad3,649
Smad4,3884
Smad5,3298
Smad6,112
Smad7,1087
Smad9,4
Smagp,157
Smap1,1387
Smap2,9130
Smarca1,6
Smarca2,2313
Smarca4,13609
Smarca5,16797
Smarca5-ps,6
Smarcad1,4990
Smarcal1,2574
Smarcb1,4990
Smarcc1,19019
Smarcc2,7579
Smarcd1,7105
Smarcd2,4617
Smarcd3,213
Smarce1,6420
Smc1a,10657
Smc1b,0
Smc2,13784
Smc2os,0
Smc3,14781
Smc4,19893
Smc5,5306
Smc6,10237
Smchd1,9584
Smco1,0
Smco2,0
Smco3,61
Smco4,1892
Smcp,0
Smcr8,6417
Smdt1,1663
Smek1,8689
Smek2,15900
Smek3-ps,0
Smg1,22234
Smg5,9144
Smg6,2596
Smg7,7848
Smg8,0
Smg9,1475
Smgc,0
Smim1,2
Smim11,1224
Smim12,785
Smim13,2495
Smim14,1689
Smim15,2987
Smim18,3
Smim19,437
Smim20,1104
Smim22,4
Smim23,0
Smim24,12
Smim3,753
Smim4,407
Smim5,40
Smim6,25
Smim7,3323
Smim8,673
Smim9,5
Smlr1,0
Smn1,0
Smndc1,5821
Smo,12
Smoc1,2888
Smoc2,0
Smok2a,0
Smok2b,0
Smok3a,0
Smok3b,0
Smok3c,0
Smok4a,0
Smox,275
Smpd1,1128
Smpd2,251
Smpd3,218
Smpd4,7354
Smpd5,170
Smpdl3a,0
Smpdl3b,21
Smpx,0
Smr2,0
Smr3a,0
Sms,4466
Smt3h1-ps,15
Smt3h2-ps,2
Smt3h2-ps2,0
Smt3h2-ps3,2
Smt3h2-ps4,2
Smtn,363
Smtnl1,3
Smtnl2,34
Smu1,9716
Smug1,1937
Smurf1,1241
Smurf2,2874
Smyd1,22
Smyd2,5260
Smyd3,1201
Smyd4,851
Smyd5,7852
Snai1,754
Snai2,0
Snai3,56
Snap23,2323
Snap25,0
Snap29,2493
Snap47,2710
Snap91,0
Snapc1,818
Snapc2,783
Snapc3,844
Snapc4,4003
Snapc5,1150
Snapin,1219
Snca,0
Sncaip,0
Sncb,0
Sncg,2
Snd1,16510
Sned1,140
Snf8,2533
Snhg1,4027
Snhg10,44
Snhg11,1
Snhg12,1493
Snhg14,62
Snhg18,0
Snhg3,2038
Snhg4,1736
Snhg5,3448
Snhg6,2539
Snhg7,624
Snhg7os,2
Snhg8,1772
Snhg9,1
Snip1,2098
Snn,7004
Snora15,7
Snora16a,119
Snora17,85
Snora19,0
Snora20,6
Snora21,20
Snora23,14
Snora24,0
Snora26,0
Snora28,126
Snora2b,44
Snora3,104
Snora30,32
Snora31,135
Snora33,69
Snora34,13
Snora35,0
Snora36b,0
Snora41,52
Snora43,123
Snora44,86
Snora47,18
Snora52,73
Snora5c,75
Snora61,67
Snora62,8
Snora64,77
Snora65,362
Snora68,88
Snora69,24
Snora70,96
Snora73a,418
Snora73b,480
Snora74a,33
Snora75,56
Snora78,18
Snora7a,177
Snora81,236
Snord100,71
Snord104,160
Snord11,3
Snord110,12
Snord111,1
Snord116,0
Snord116l1,0
Snord116l2,0
Snord118,0
Snord12,225
Snord123,0
Snord13,0
Snord14a,19
Snord14c,34
Snord14d,42
Snord14e,102
Snord15a,4
Snord15b,41
Snord16a,117
Snord17,59
Snord19,92
Snord1a,0
Snord1b,21
Snord1c,28
Snord2,209
Snord22,375
Snord23,1
Snord32a,83
Snord33,16
Snord34,34
Snord35a,65
Snord35b,30
Snord37,16
Snord38a,3
Snord42a,10
Snord42b,20
Snord43,28
Snord45b,58
Snord45c,0
Snord47,140
Snord49a,77
Snord49b,77
Snord4a,37
Snord52,0
Snord53,47
Snord55,55
Snord57,111
Snord58b,54
Snord61,0
Snord64,2
Snord65,65
Snord66,6
Snord67,1
Snord68,38
Snord69,88
Snord7,0
Snord70,12
Snord71,8
Snord72,68
Snord73a,22
Snord8,5
Snord82,1
Snord83b,53
Snord85,0
Snord87,47
Snord88a,7
Snord88c,8
Snord89,23
Snord90,0
Snord91a,0
Snord92,5
Snord93,5
Snord95,17
Snord96a,0
Snord98,2
Snord99,214
Snph,0
Snrk,1031
Snrnp200,25536
Snrnp25,1838
Snrnp27,1698
Snrnp35,733
Snrnp40,6170
Snrnp48,1742
Snrnp70,20745
Snrpa,5284
Snrpa1,5489
Snrpb,13054
Snrpb2,4677
Snrpc,0
Snrpd1,8354
Snrpd2,4761
Snrpd3,9522
Snrpe,5380
Snrpf,492
Snrpg,3478
Snrpn,7
Snta1,2
Sntb1,1
Sntb2,440
Sntg1,0
Sntg2,0
Sntn,0
Snupn,898
Snurf,0
Snw1,9530
Snx1,6633
Snx10,3656
Snx11,3195
Snx12,2757
Snx13,2660
Snx14,1031
Snx15,613
Snx16,334
Snx17,2992
Snx18,1049
Snx19,3664
Snx2,4826
Snx20,3601
Snx21,149
Snx22,127
Snx24,15
Snx25,1409
Snx27,6264
Snx29,132
Snx3,5159
Snx30,920
Snx31,2
Snx32,137
Snx33,405
Snx4,6490
Snx5,34692
Snx6,4349
Snx7,0
Snx8,2726
Snx9,3948
Soat1,827
Soat2,42
Sobp,0
Socs1,717
Socs2,1285
Socs3,29
Socs4,2676
Socs5,581
Socs6,2116
Socs7,3629
Sod1,13038
Sod2,3973
Sod3,0
Soga1,2837
Soga3,0
Sohlh1,0
Sohlh2,0
Son,48003
Sorbs1,512
Sorbs2,2
Sorbs2os,0
Sorbs3,34
Sorcs1,0
Sorcs2,60
Sorcs3,0
Sord,1384
Sorl1,8611
Sort1,1566
Sos1,5632
Sos2,3082
Sost,0
Sostdc1,10
Sowaha,0
Sowahb,0
Sowahc,1446
Sowahd,0
Sox1,0
Sox10,0
Sox11,0
Sox12,0
Sox13,8
Sox14,0
Sox15,2
Sox17,0
Sox18,2
Sox2,0
Sox21,0
Sox2ot,0
Sox3,0
Sox30,0
Sox4,7
Sox5,1
Sox5os3,0
Sox5os4,0
Sox6,11
Sox6os,0
Sox7,1
Sox8,4
Sox9,0
Sp1,11897
Sp100,2095
Sp110,1992
Sp140,1531
Sp2,1629
Sp3,6714
Sp3os,135
Sp4,767
Sp5,0
Sp6,118
Sp7,6
Sp8,0
Sp9,0
Spa17,5
Spaca1,0
Spaca3,0
Spaca4,4
Spaca5,0
Spaca6,8
Spaca7,0
Spag1,286
Spag11a,0
Spag11b,0
Spag16,0
Spag17,12
Spag17os,0
Spag4,281
Spag5,4389
Spag6,0
Spag7,1
Spag8,2
Spag9,5364
Spam1,0
Spanxn4,0
Sparc,30
Sparcl1,0
Spast,4339
Spata1,76
Spata13,1744
Spata16,0
Spata17,14
Spata18,0
Spata19,0
Spata2,1995
Spata20,0
Spata21,0
Spata22,0
Spata24,474
Spata25,2
Spata2l,147
Spata3,0
Spata31,0
Spata31d1a,0
Spata31d1b,6
Spata31d1c,0
Spata31d1d,2
Spata32,0
Spata33,204
Spata4,0
Spata45,4
Spata5,761
Spata5l1,500
Spata6,736
Spata7,775
Spata9,21
Spatc1,5
Spatc1l,3
Spats1,77
Spats2,4380
Spats2l,0
Spc24,2174
Spc25,2218
Spcs1,4990
Spcs2,8922
Spcs2-ps,2
Spcs3,14223
Spdef,0
Spdl1,4176
Spdya,28
Spdyb,0
Specc1,4133
Specc1l,5588
Speer1-ps1,0
Speer2,0
Speer3,0
Speer4a,0
Speer4b,0
Speer4c,0
Speer4d,0
Speer4e,0
Speer4f,0
Speer5-ps1,0
Speer6-ps1,0
Speer7-ps1,1
Speer8-ps1,0
Speer9-ps1,0
Spef1,67
Spef2,1229
Speg,988
Spem1,5
Spen,8704
Spert,0
Spesp1,0
Spg11,2359
Spg20,3814
Spg21,2918
Spg7,1342
Sphk1,10
Sphk2,1915
Sphkap,0
Spi1,2160
Spib,23036
Spic,2
Spice1,633
Spidr,1807
Spin1,4548
Spin2-ps1,0
Spin2-ps2,0
Spin2-ps3,0
Spin2-ps4,0
Spin2-ps6,0
Spin2c,0
Spin2d,0
Spin2e,0
Spin4,0
Spink10,3
Spink11,0
Spink12,0
Spink13,0
Spink14,0
Spink2,9
Spink3,0
Spink4,7
Spink5,0
Spink6,0
Spink7,0
Spink8,1
Spinkl,0
Spint1,0
Spint2,1236
Spint3,0
Spint4,0
Spint5,0
Spire1,6117
Spire2,488
Spn,1220
Spn-ps,0
Spns1,2694
Spns2,38
Spns3,86
Spo11,6
Spocd1,0
Spock1,0
Spock2,21
Spock3,0
Spon1,40
Spon2,2
Spop,7891
Spopl,1397
Spp1,11
Spp2,0
Sppl2a,5928
Sppl2b,1619
Sppl2c,0
Sppl3,3209
Spr,1992
Spred1,3661
Spred2,1548
Spred3,396
Sprn,0
Sprr1a,0
Sprr1b,0
Sprr2a1,0
Sprr2a2,0
Sprr2a3,0
Sprr2b,0
Sprr2d,2
Sprr2e,0
Sprr2f,0
Sprr2g,0
Sprr2h,0
Sprr2i,0
Sprr2j-ps,0
Sprr2k,0
Sprr3,0
Sprr4,0
Sprtn,2543
Spry1,0
Spry2,0
Spry3,0
Spry4,0
Spryd3,2053
Spryd4,862
Spryd7,1715
Spsb1,42
Spsb2,122
Spsb3,1622
Spsb4,0
Spt1,0
Spta1,27
Sptan1,23356
Sptb,4
Sptbn1,17301
Sptbn2,94
Sptbn4,27
Sptbn5,20
Sptlc1,3022
Sptlc2,1941
Sptlc3,0
Sptssa,3054
Sptssb,0
Spty2d1,2945
Spz1,0
Sqle,14837
Sqrdl,0
Sqstm1,16265
Sra1,1671
Srbd1,1846
Src,181
Srcap,12527
Srcin1,94
Srd5a1,279
Srd5a2,2
Srd5a3,551
Srebf1,6304
Srebf2,17378
Srek1,8988
Srek1ip1,1931
Srf,4053
Srfbp1,2058
Srgap1,3
Srgap2,3364
Srgap3,1050
Srgn,3191
Sri,4669
Srl,2303
Srm,2598
Srms,3
Srp14,3149
Srp19,3801
Srp54a,533
Srp54b,0
Srp54c,1283
Srp68,10429
Srp72,13556
Srp9,3334
Srpk1,0
Srpk2,4696
Srpk3,1191
Srpr,8250
Srprb,4739
Srpx,0
Srpx2,0
Srr,422
Srrd,396
Srrm1,17543
Srrm2,59348
Srrm3,28
Srrm4,0
Srrm4os,0
Srrt,21804
Srsf1,23
Srsf10,10986
Srsf11,16300
Srsf12,0
Srsf2,35523
Srsf3,5726
Srsf4,1655
Srsf5,11467
Srsf6,17621
Srsf7,18129
Srsf9,5281
Srsx,0
Srsy,0
Srxn1,0
Sry,0
Ss18,4409
Ss18l1,474
Ssb,20388
Ssbp1,2857
Ssbp2,370
Ssbp3,4906
Ssbp4,2462
Ssc4d,175
Ssc5d,89
Ssfa2,3314
Ssh1,2179
Ssh2,4211
Ssh3,311
Ssmem1,4
Ssna1,1632
Sspn,75
Sspo,9
Ssr1,24801
Ssr2,12319
Ssr3,24425
Ssr4,4295
Ssrp1,33738
Sssca1,1752
Sst,0
Sstr1,0
Sstr2,0
Sstr3,2
Sstr4,6
Sstr5,255
Ssty1,0
Ssty2,0
Ssu2,0
Ssu72,3413
Ssx2ip,3847
Ssx9,0
Ssxa1,0
Ssxb1,0
Ssxb10,0
Ssxb2,0
Ssxb3,0
Ssxb5,0
Ssxb6,0
Ssxb7,0
Ssxb8,0
Ssxb9,0
St13,24747
St14,854
St18,1003
St3gal1,1696
St3gal2,2918
St3gal3,1095
St3gal4,1322
St3gal5,910
St3gal6,5328
St5,56
St6gal1,4396
St6gal2,0
St6galnac1,0
St6galnac2,27
St6galnac3,0
St6galnac4,8411
St6galnac5,0
St6galnac6,894
St7,2467
St7l,581
St8sia1,121
St8sia2,0
St8sia3,0
St8sia3os,0
St8sia4,167
St8sia5,0
St8sia6,23688
Stab1,691
Stab2,4
Stac,0
Stac2,0
Stac3,31
Stag1,6710
Stag2,15056
Stag3,4
Stam,1507
Stam2,2324
Stambp,919
Stambp-ps1,0
Stambpl1,1418
Stamos,3
Stap1,3027
Stap2,126
Star,248
Stard10,115
Stard13,1499
Stard3,1331
Stard3nl,811
Stard4,9147
Stard5,1832
Stard6,242
Stard7,9930
Stard8,2
Stard9,665
Stat1,4878
Stat2,1049
Stat3,2928
Stat4,1539
Stat5a,1427
Stat5b,3217
Stat6,6801
Stau1,4080
Stau2,838
Stbd1,0
Stc1,0
Stc2,0
Steap1,0
Steap2,0
Steap3,1009
Steap4,0
Stfa1,0
Stfa2,0
Stfa2l1,0
Stfa3,0
Stil,2792
Stim1,1365
Stim2,1771
Stip1,26920
Stk10,4466
Stk11,4857
Stk11ip,4037
Stk16,2034
Stk17b,7219
Stk19,0
Stk19-ps1,0
Stk24,14009
Stk25,3117
Stk26,0
Stk3,758
Stk31,0
Stk32a,0
Stk32b,0
Stk32c,0
Stk33,0
Stk35,1919
Stk36,223
Stk38,851
Stk38l,330
Stk39,0
Stk4,9115
Stk40,1627
Stkld1,22
Stmn1,2870
Stmn1-rs1,1
Stmn1-rs2,0
Stmn2,0
Stmn3,3
Stmn4,0
Stmnd1,0
Stom,648
Stoml1,804
Stoml2,7254
Stoml3,0
Ston1,517
Ston2,7
Stox1,8
Stox2,410
Stpg1,1
Stpg2,0
Stra13,1497
Stra6,2
Stra6l,441
Stra8,17
Strada,1664
Stradb,590
Strap,19587
Strbp,8336
Strc,0
Strip1,2214
Strip2,1887
Strn,3962
Strn3,4634
Strn4,5530
Stt3a,15919
Stt3b,34500
Stub1,1210
Stx11,486
Stx12,2461
Stx16,4728
Stx17,1253
Stx18,1718
Stx19,0
Stx1a,350
Stx1b,6
Stx2,430
Stx3,290
Stx4a,2649
Stx5a,1322
Stx6,2086
Stx7,4861
Stx8,885
Stxbp1,4298
Stxbp2,2786
Stxbp3a,1289
Stxbp3b,2
Stxbp4,1333
Stxbp5,3050
Stxbp5l,5
Stxbp6,0
Styk1,0
Styx,823
Styxl1,4
Sub1,37264
Sucla2,7149
Suclg1,4526
Suclg2,4633
Sucnr1,0
Suco,6240
Suds3,6072
Sufu,3661
Sugct,3
Sugp1,2188
Sugp2,1777
Sugt1,6217
Sulf1,1
Sulf2,0
Sult1a1,96
Sult1b1,0
Sult1c1,0
Sult1c2,0
Sult1d1,0
Sult1e1,0
Sult2a1,0
Sult2a2,0
Sult2a3,0
Sult2a4,0
Sult2a5,0
Sult2a6,0
Sult2a7,0
Sult2b1,7
Sult3a1,0
Sult4a1,0
Sult5a1,4
Sult6b1,80
Sumf1,1764
Sumf2,1918
Sumo1,5662
Sumo2,1290
Sumo3,5827
Sun1,1661
Sun2,2505
Sun3,0
Sun5,16
Suox,1834
Supt16,32008
Supt20,4399
Supt3,801
Supt4a,1
Supt5,10578
Supt6,15878
Supt7l,1585
Supv3l1,3096
Surf1,1539
Surf2,1925
Surf4,13151
Surf6,3632
Susd1,4270
Susd2,137
Susd3,86
Susd4,0
Susd5,0
Susd6,1889
Suv39h1,6110
Suv39h2,1691
Suv420h1,2833
Suv420h2,2123
Suz12,12771
Sv2a,678
Sv2b,13
Sv2c,18
Sva,0
Sval1,0
Sval2,0
Sval3,0
Svep1,0
Svil,37
Svip,0
Svop,6
Svopl,0
Svs1,0
Svs2,0
Svs3a,0
Svs3b,0
Svs4,0
Svs5,0
Svs6,0
Swap70,34952
Swi5,6114
Swsap1,236
Swt1,1746
Syap1,974
Sybu,2
Syce1,0
Syce1l,4
Syce2,3
Syce3,0
Sycn,0
Sycp1,0
Sycp1-ps1,0
Sycp2,0
Sycp2l,93
Sycp3,10
Syde1,0
Syde2,2
Syf2,2729
Syk,15250
Sympk,9299
Syn1,16
Syn2,0
Syn3,476
Syna,222
Synb,0
Sync,1
Syncrip,29774
Syndig1,0
Syndig1l,1
Syne1,122
Syne2,6379
Syne3,2199
Syne4,249
Syngap1,576
Syngr1,784
Syngr2,10086
Syngr3,42
Syngr4,8
Synj1,774
Synj2,651
Synj2bp,4638
Synm,2
Synpo,200
Synpo2,2
Synpo2l,70
Synpr,0
Synrg,3388
Syp,65
Sypl,3229
Sypl2,11
Sys1,1292
Syt1,0
Syt10,0
Syt11,640
Syt12,2
Syt13,0
Syt14,0
Syt15,3
Syt16,0
Syt17,0
Syt2,3
Syt3,9
Syt4,12
Syt5,0
Syt6,0
Syt7,2
Syt8,2
Syt9,0
Sytl1,359
Sytl2,2
Sytl3,1507
Sytl4,0
Sytl5,26
Syvn1,11902
Szrd1,8325
Szt2,2926
T,0
T2,17
Taar1,0
Taar2,0
Taar3,0
Taar4,0
Taar5,0
Taar6,0
Taar7a,0
Taar7b,0
Taar7c-ps,0
Taar7d,0
Taar7e,0
Taar7f,0
Taar8a,0
Taar8b,0
Taar8c,0
Taar9,0
Tab1,1001
Tab2,6243
Tab3,1663
Tac1,0
Tac2,0
Tac4,5
Tacc1,4250
Tacc2,3
Tacc3,7059
Taco1,1189
Tacr1,0
Tacr2,2
Tacr3,0
Tacstd2,0
Tada1,2498
Tada2a,2176
Tada2b,1317
Tada3,769
Taf1,8573
Taf10,2143
Taf11,0
Taf12,1586
Taf13,606
Taf15,9130
Taf1a,1309
Taf1b,1484
Taf1c,1194
Taf1d,6200
Taf2,9604
Taf3,2070
Taf4a,2301
Taf4b,1928
Taf5,1354
Taf5l,4265
Taf6,3079
Taf6l,1079
Taf7,2484
Taf7l,0
Taf8,1644
Taf9,3102
Taf9b,3
Tagap,1766
Tagap1,1288
Tagln,65
Tagln2,10086
Tagln3,20
Tal1,235
Tal2,13
Taldo1,3347
Tamm41,1289
Tanc1,4
Tanc2,0
Tango2,0
Tango6,752
Tank,3860
Taok1,7653
Taok2,4296
Taok3,4001
Tap1,0
Tap2,1
Tapbp,0
Tapbpl,1323
Tapt1,3193
Tarbp2,4121
Tardbp,8505
Tarm1,11
Tars,12471
Tars2,3558
Tarsl2,1064
Tas1r1,63
Tas1r2,0
Tas1r3,309
Tas2r102,0
Tas2r103,0
Tas2r104,0
Tas2r105,0
Tas2r106,0
Tas2r107,0
Tas2r108,0
Tas2r109,0
Tas2r110,0
Tas2r113,0
Tas2r114,0
Tas2r115,0
Tas2r116,0
Tas2r117,0
Tas2r118,0
Tas2r119,0
Tas2r120,0
Tas2r121,0
Tas2r122,0
Tas2r123,0
Tas2r124,0
Tas2r125,0
Tas2r126,0
Tas2r129,0
Tas2r130,0
Tas2r131,0
Tas2r134,0
Tas2r135,0
Tas2r136,0
Tas2r137,0
Tas2r138,0
Tas2r139,0
