gene_id,Satrom-mRNA-3hC_GGCTAC_L003_001
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,1
4930525G20Rik,6
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,0
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,0
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,3
4930529K09Rik,0
4930529L06Rik,0
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,5
4930535O05Rik,0
4930538E20Rik,14
4930538K18Rik,20
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,51
4930539J05Rik,24
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,0
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,3
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,8
4930547E08Rik,1
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,0
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,21
4930550C14Rik,2
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,0
4930553C11Rik,0
4930553E22Rik,0
4930553J12Rik,0
4930553P18Rik,0
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,2
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,3
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,27
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,109
4930558K02Rik,18
4930559C10Rik,0
4930562C15Rik,19
4930562F07Rik,0
4930562F17Rik,0
4930563D23Rik,2
4930563E18Rik,0
4930563E22Rik,11
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,69
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,26
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,2
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,32
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,1
4930578N18Rik,0
4930579C12Rik,7
4930579D09Rik,0
4930579F01Rik,1
4930579G18Rik,327
4930579G24Rik,515
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,13
4930579P08Rik,5
4930581F22Rik,39
4930583I09Rik,0
4930583K01Rik,0
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,0
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,5
4930593A02Rik,18
4930593C16Rik,0
4930594C11Rik,10
4930594M22Rik,26
4930594O21Rik,2
4930595D18Rik,9
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,6
4930597A21Rik,42
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,2
4931403E22Rik,10
4931403G20Rik,8
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,1395
4931406H21Rik,0
4931406P16Rik,3470
4931408C20Rik,0
4931408D14Rik,4
4931409K22Rik,2
4931412M21,0
4931413K12Rik,19
4931414P19Rik,316
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,10
4931428F04Rik,436
4931428L18Rik,19
4931429I11Rik,0
4931429L15Rik,2
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,2
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,2
4931440J10Rik,0
4931440P22Rik,26
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,15
4932416K20Rik,0
4932418E24Rik,2
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,1380
4932438H23Rik,4
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,0
4932443L11Rik,2
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,7
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,1
4933402P03Rik,2
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,214
4933404O12Rik,200
4933405D12Rik,2
4933405E24Rik,6
4933405L10Rik,7
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,8
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,7
4933406J08Rik,2
4933406J10Rik,4
4933406K04Rik,0
4933406M09Rik,2
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,2
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,1
4933408B17Rik,7
4933408J17Rik,21
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,1
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,0
4933411K16Rik,0
4933412E12Rik,287
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,0
4933413J09Rik,0
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,1
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,17
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,530
4933422A05Rik,2
4933424G05Rik,2
4933424G06Rik,3
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,2
4933427D14Rik,809
4933427E11Rik,15
4933427E13Rik,0
4933427G17Rik,2
4933427G23Rik,8
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,5
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,297
4933430M04Rik,0
4933430N04Rik,0
4933431E20Rik,50
4933431G14Rik,3
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,397
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,0
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,15
4933433G19Rik,19
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,2974
4933436E23Rik,0
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,128
4933439K11Rik,4
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,1854
5031425E22Rik,470
5031425F14Rik,0
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,17
5031439G07Rik,3100
5033403F01Rik,10
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,5
5033417F24Rik,20
5033421B08Rik,16
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,123
5133400J02Rik,292
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,19
5330426P16Rik,2
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,53
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,4
5430403N17Rik,0
5430405H02Rik,47
5430416N02Rik,525
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,2
5430427M07Rik,0
5430427O19Rik,1103
5430428K19Rik,0
5430431A17Rik,6
5430434I15Rik,0
5430435G22Rik,16
5430435K18Rik,1
5430437J10Rik,6
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,255
5730403I07Rik,0
5730405O15Rik,37
5730408K05Rik,101
5730409E04Rik,551
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,2
5730422E09Rik,8
5730435O14Rik,0
5730455P16Rik,1503
5730457N03Rik,0
5730460C07Rik,0
5730480H06Rik,21
5730488B01Rik,3
5730507C01Rik,0
5730508B09Rik,15
5730522E02Rik,0
5730559C18Rik,10
5830403F22Rik,2
5830411N06Rik,0
5830415F09Rik,472
5830416I19Rik,0
5830416P10Rik,82
5830417I10Rik,2466
5830418P13Rik,70
5830428H23Rik,465
5830428M24Rik,90
5830432E09Rik,9
5830433I10Rik,1
5830444B04Rik,3
5830454E08Rik,18
5830473C10Rik,10
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,2
5930438M14Rik,0
6030407O03Rik,0
6030408B16Rik,0
6030419C18Rik,666
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,99
6030458C11Rik,3265
6030466F02Rik,0
6030468B19Rik,11
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,56
6330403A02Rik,366
6330403K07Rik,0
6330407A03Rik,4
6330408A02Rik,171
6330409D20Rik,5
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,38
6330416G13Rik,1270
6330418K02Rik,6
6330419J24Rik,4
6330420H09Rik,0
6330549D23Rik,86
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,1
6430548M08Rik,40
6430550D23Rik,39
6430553K19Rik,0
6430562O15Rik,9
6430571L13Rik,24
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,22
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,0
6530402F18Rik,638
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,0
6720483E21Rik,0
6720489N17Rik,585
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,243
7420426K07Rik,0
7420461P10Rik,1
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,0
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,2
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,9
8030451O07Rik,0
8030453O22Rik,576
8030455M16Rik,0
8030462N17Rik,1497
8030474K03Rik,1
8430408G22Rik,0
8430415O14Rik,0
8430419K02Rik,0
8430419L09Rik,1118
8430422H06Rik,0
8430423G03Rik,0
8430426J06Rik,0
8430429K09Rik,13
8430430B14Rik,12
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,10
9030204H09Rik,4
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,129
9030619P08Rik,1
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,1661
9030625G05Rik,1
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,534
9130015A21Rik,33
9130015L21Rik,0
9130019O22Rik,119
9130019P16Rik,0
9130023H24Rik,212
9130024F11Rik,81
9130204L05Rik,0
9130208D14Rik,4
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,158
9130227L01Rik,0
9130230L23Rik,4
9130401M01Rik,1881
9130409I23Rik,2
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,0
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,60
9230110F15Rik,0
9230112D13Rik,24
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,86
9230116L04Rik,9
9230116N13Rik,32
9230117E06Rik,0
9330020H09Rik,68
9330102E08Rik,2
9330104G04Rik,45
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,222
9330136K24Rik,18
9330151L19Rik,194
9330154J02Rik,0
9330154K18Rik,4
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,49
9330162012Rik,6
9330162B11Rik,0
9330175E14Rik,12
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,5
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,2
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,1171
9430014N10Rik,0
9430015G10Rik,1573
9430016H08Rik,1372
9430018G01Rik,4
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,48
9430038I01Rik,381
9430041J12Rik,10
9430060I03Rik,3
9430065F17Rik,10
9430069I07Rik,0
9430076C15Rik,0
9430078G10Rik,0
9430078K24Rik,0
9430083A17Rik,4
9430085M18Rik,0
9430091E24Rik,54
9430097D07Rik,0
9530002B09Rik,1
9530003J23Rik,2
9530004M14Rik,4
9530014B07Rik,0
9530020I12Rik,2
9530026F06Rik,2
9530026P05Rik,0
9530027J09Rik,18
9530034E10Rik,4
9530036M11Rik,0
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,15
9530052E02Rik,0
9530053A07Rik,4
9530053H05Rik,768
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,31
9530068E07Rik,7121
9530077C05Rik,27
9530080O11Rik,0
9530082P21Rik,46
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,0
9630013K17Rik,39
9630015K15Rik,0
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1637
9830107B12Rik,0
9830132P13Rik,0
9830147E19Rik,0
9830166K06Rik,0
9930012K11Rik,125
9930014A18Rik,0
9930021J03Rik,2461
9930038B18Rik,0
9930104L06Rik,1122
9930111H07Rik,1
9930111J21Rik1,171
9930111J21Rik2,29
a,37
A130010J15Rik,557
A130030D18Rik,0
A130051J06Rik,50
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,14
A230028O05Rik,0
A230046K03Rik,4303
A230050P20Rik,1205
A230051N06Rik,0
A230056J06Rik,2
A230056P14Rik,12
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,2
A230072C01Rik,117
A230072E10Rik,7
A230072I06Rik,0
A230073K19Rik,14
A230077H06Rik,0
A230083G16Rik,94
A230087F16Rik,3
A230098N10Rik,16
A230103J11Rik,35
A230103O09Rik,0
A230107N01Rik,9
A230108P19Rik,0
A2m,0
A330008L17Rik,0
A330009N23Rik,30
A330015K06Rik,1
A330023F24Rik,52
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,86
A330040F15Rik,11
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,0
A330069E16Rik,28
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,8
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,6
A330093E20Rik,0
A330102I10Rik,0
A3galt2,7
A430005L14Rik,515
A430010J10Rik,0
A430033K04Rik,449
A430035B10Rik,94
A430046D13Rik,67
A430048G15Rik,0
A430057M04Rik,84
A430060F13Rik,0
A430072P03Rik,15
A430078G23Rik,0
A430078I02Rik,8
A430085M09Rik,0
A430088P11Rik,0
A430089I19Rik,0
A430090L17Rik,2
A430093F15Rik,880
A430105I19Rik,4
A430105J06Rik,22
A430108G06Rik,0
A430110L20Rik,13
A4galt,7
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,25
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,903
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,995
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,62
A530088E08Rik,19
A530095I07Rik,0
A530099J19Rik,0
A630001G21Rik,4957
A630001O12Rik,6
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,4
A630020A06,8
A630023A22Rik,0
A630023P12Rik,21
A630031M04Rik,0
A630033H20Rik,69
A630034I12Rik,955
A630066F11Rik,0
A630072L19Rik,4
A630072M18Rik,56
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,6
A630089N07Rik,766
A630095E13Rik,0
A630095N17Rik,39
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,63
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,188
A730018C14Rik,1
A730020E08Rik,0
A730020M07Rik,0
A730036I17Rik,2
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,24
A730067D02Rik,13
A730082K24Rik,0
A730085K08Rik,0
A730089K16Rik,0
A730090H04Rik,0
A730090N16Rik,7
A730098P11Rik,6
A830005F24Rik,31
A830009L08Rik,0
A830010M20Rik,124
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,3
A830035O19Rik,14
A830052D11Rik,0
A830080D01Rik,1607
A830082K12Rik,1
A830082N09Rik,118
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,2
A930002C04Rik,0
A930003A15Rik,2
A930003O13Rik,1
A930004D18Rik,0
A930005H10Rik,474
A930006I01Rik,0
A930006K02Rik,121
A930007A09Rik,6
A930007I19Rik,76
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,10
A930013F10Rik,105
A930015D03Rik,0
A930016O22Rik,4
A930017K11Rik,6
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,12
A930024E05Rik,37
A930027H12Rik,0
A930028N01Rik,2
A930029G22Rik,3
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,0
A930041C12Rik,4
AA387200,0
AA387883,0
AA388235,0
AA413626,5
AA414768,206
AA414992,2
AA415398,112
AA465934,94
AA467197,63
AA474331,23
AA536875,0
AA543186,27
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,10
AA987161,905
Aaas,4011
Aacs,2776
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,274
Aagab,4243
Aak1,1117
Aamdc,291
Aamp,7191
Aanat,4
Aar2,2765
Aard,0
Aars,8868
Aars2,1490
Aarsd1,2386
Aasdh,720
Aasdhppt,2542
Aass,0
Aatf,4600
Aatk,2
AB124611,259
Abat,1
Abca1,1791
Abca12,0
Abca13,28
Abca14,0
Abca15,0
Abca16,0
Abca17,7
Abca2,3611
Abca3,2485
Abca4,59
Abca5,112
Abca6,0
Abca7,704
Abca8a,0
Abca8b,0
Abca9,0
Abcb10,2605
Abcb11,0
Abcb1a,107
Abcb1b,3
Abcb4,3
Abcb5,0
Abcb6,3375
Abcb7,3987
Abcb8,1983
Abcb9,59
Abcc1,5584
Abcc10,384
Abcc12,0
Abcc2,172
Abcc3,10
Abcc4,6725
Abcc5,3127
Abcc6,3
Abcc8,0
Abcc9,0
Abcd1,678
Abcd2,0
Abcd3,5229
Abcd4,564
Abce1,20778
Abcf1,3
Abcf2,11364
Abcf3,3954
Abcg1,3943
Abcg2,2
Abcg3,23
Abcg4,13
Abcg5,2
Abcg8,2
Abhd1,1
Abhd10,581
Abhd11,938
Abhd11os,8
Abhd12,2191
Abhd12b,2
Abhd13,2111
Abhd14a,555
Abhd14b,198
Abhd15,48
Abhd16a,0
Abhd16b,2
Abhd17a,1051
Abhd17b,3055
Abhd17c,3062
Abhd2,1026
Abhd3,1
Abhd4,1239
Abhd5,900
Abhd6,2592
Abhd8,632
Abi1,3384
Abi2,2247
Abi3,832
Abi3bp,3
Abl1,5287
Abl2,5499
Ablim1,540
Ablim2,18
Ablim3,0
Abo,0
Abr,6678
Abra,8
Abracl,1753
Abt1,1917
Abtb1,1136
Abtb2,597
Acaa1a,1249
Acaa1b,8
Acaa2,1272
Acaca,7279
Acacb,353
Acad10,422
Acad11,220
Acad12,167
Acad8,629
Acad9,2504
Acadl,1377
Acadm,2164
Acads,1842
Acadsb,1074
Acadvl,2
Acan,0
Acap1,1423
Acap2,5118
Acap3,1182
Acat1,4564
Acat2,1832
Acat3,22
Acbd3,3228
Acbd4,273
Acbd5,1681
Acbd6,2021
Acbd7,0
Accs,208
Accsl,3
Acd,1618
Ace,0
Ace2,0
Ace3,0
Acer1,2
Acer2,215
Acer3,1035
Ache,81
Acin1,23198
Ackr1,0
Ackr2,275
Ackr3,3103
Ackr4,12
Acly,14971
Acmsd,5
Acn9,222
Acnat1,0
Acnat2,0
Aco1,3058
Aco2,12420
Acot1,0
Acot10,5
Acot11,150
Acot12,53
Acot13,903
Acot2,362
Acot3,0
Acot4,0
Acot5,0
Acot6,0
Acot7,2456
Acot8,309
Acot9,1414
Acox1,1509
Acox2,0
Acox3,1939
Acoxl,13
Acp1,2131
Acp2,324
Acp5,2
Acp6,61
Acpp,2
Acpt,6
Acr,0
Acrbp,60
Acrv1,1
Acsbg1,1448
Acsbg2,0
Acsf2,1910
Acsf3,379
Acsl1,3106
Acsl3,3235
Acsl4,3922
Acsl5,8148
Acsl6,5017
Acsm1,0
Acsm2,0
Acsm3,11
Acsm4,2
Acsm5,0
Acss1,153
Acss2,310
Acss2os,0
Acss3,0
Acta1,4
Acta2,2
Actb,119666
Actbl2,0
Actc1,0
Actg1,18349
Actg2,144
Actl10,28
Actl11,0
Actl6a,4434
Actl6b,2
Actl7a,0
Actl7b,0
Actl9,0
Actn1,2111
Actn2,0
Actn3,27
Actn4,11562
Actr10,2275
Actr1a,5280
Actr1b,6253
Actr2,30570
Actr3,12235
Actr3b,665
Actr5,1333
Actr6,579
Actr8,1630
Actrt1,0
Actrt2,0
Actrt3,8
Acvr1,0
Acvr1b,887
Acvr1c,2
Acvr2a,806
Acvr2b,1201
Acvrl1,419
Acy1,863
Acy3,56
Acyp1,362
Acyp2,0
Ada,560
Adad1,0
Adad2,0
Adal,0
Adam10,9254
Adam11,1
Adam12,1
Adam15,1223
Adam17,5505
Adam18,0
Adam19,2054
Adam1a,109
Adam1b,0
Adam2,2
Adam20,0
Adam21,10
Adam22,17
Adam23,1
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,2
Adam30,0
Adam32,4
Adam33,3
Adam34,0
Adam39,0
Adam4,3
Adam5,0
Adam6a,0
Adam6b,1
Adam7,0
Adam8,2422
Adam9,7037
Adamdec1,0
Adamts1,0
Adamts10,708
Adamts12,0
Adamts13,1
Adamts14,618
Adamts15,0
Adamts16,0
Adamts17,8
Adamts18,0
Adamts19,0
Adamts2,0
Adamts20,71
Adamts3,0
Adamts4,16
Adamts5,0
Adamts6,72
Adamts7,882
Adamts8,0
Adamts9,0
Adamtsl1,0
Adamtsl2,44
Adamtsl3,0
Adamtsl4,18
Adamtsl5,36
Adap1,1110
Adap2,2
Adar,3859
Adarb1,786
Adarb2,0
Adat1,749
Adat2,643
Adat3,223
Adck1,777
Adck2,622
Adck3,6136
Adck4,845
Adck5,521
Adcy1,0
Adcy10,2
Adcy2,0
Adcy3,481
Adcy4,0
Adcy5,0
Adcy6,2
Adcy7,2702
Adcy8,0
Adcy9,3
Adcyap1,0
Adcyap1r1,0
Add1,5370
Add2,7
Add3,2453
Adgb,0
Adh1,0
Adh4,0
Adh5,9010
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,23
Adi1,2422
Adig,0
Adipoq,2
Adipor1,4546
Adipor2,4497
Adk,2842
Adm,1704
Adm2,123
Adnp,9441
Adnp2,2440
Ado,3409
Adora1,8
Adora2a,145
Adora2b,316
Adora3,0
Adpgk,2672
Adprh,3875
Adprhl1,0
Adprhl2,2690
Adprm,615
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,8
Adra2b,2
Adra2c,0
Adrb1,0
Adrb2,167
Adrb3,0
Adrbk1,10474
Adrbk2,12
Adrm1,4304
Adsl,7123
Adss,6425
Adssl1,5835
Adtrp,145
Aebp1,127
Aebp2,12966
Aen,2250
Aes,4956
AF067061,59
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,41
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,444
Afap1l1,3
Afap1l2,4
Aff1,5038
Aff2,0
Aff3,3218
Aff4,10165
Afg3l1,4268
Afg3l2,7682
Afm,0
Afmid,396
Afp,8
Aftph,7126
Aga,571
Agap1,2
Agap2,1817
Agap3,3668
Agbl1,0
Agbl2,2
Agbl3,0
Agbl4,4
Agbl5,989
Ager,0
Agfg1,5504
Agfg2,1409
Aggf1,5468
Agk,881
Agl,1082
Agmat,2
Agmo,0
Ago1,6208
Ago2,7167
Ago3,1478
Ago4,931
Agpat1,0
Agpat2,1186
Agpat3,4758
Agpat4,780
Agpat5,3212
Agpat6,8024
Agpat9,384
Agps,6874
Agr2,0
Agr3,0
Agrn,1117
Agrp,13
Agt,0
Agtpbp1,1791
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,580
Agxt,0
Agxt2,0
Ahctf1,25921
Ahcy,5664
Ahcyl1,7551
Ahcyl2,27125
Ahdc1,1111
Ahi1,438
Ahnak,3116
Ahnak2,489
Ahr,2803
Ahrr,363
Ahsa1,13094
Ahsa2,3652
Ahsg,0
AI115009,0
AI118078,0
AI182371,4
AI197445,0
AI314180,11731
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,0
AI429214,0
AI450353,63
AI463170,0
AI463229,2
AI464131,17
AI467606,742
AI481877,9
AI504432,0
AI506816,571
AI507597,19
AI593442,0
AI597479,1444
AI606473,0
AI607873,2
AI646519,0
AI661453,7
AI662270,10232
AI837181,1087
AI839979,13
AI846148,1319
AI847159,8
AI854517,2
AI854703,240
AI987944,394
Aicda,6890
Aida,1660
Aif1,0
Aif1l,4
Aifm1,1785
Aifm2,626
Aifm3,0
Aig1,1
Aim1,542
Aim1l,412
Aim2,1686
Aimp1,5623
Aimp2,3143
Aip,0
Aipl1,43
Aire,6
Airn,45
Ajap1,0
Ajuba,21
AK010878,280
Ak1,2
AK129341,0
Ak2,2844
Ak3,3246
Ak4,2
Ak5,16
Ak6,1166
Ak7,94
Ak8,131
Ak9,5
Akap1,1817
Akap10,1396
Akap11,8221
Akap12,526
Akap13,8164
Akap14,4
Akap17b,1466
Akap2,30
Akap3,49
Akap4,0
Akap5,79
Akap6,3
Akap7,497
Akap8,10884
Akap8l,1410
Akap9,7490
Akip1,293
Akirin1,2280
Akirin1-ps,9
Akirin2,1649
