gene_id,Satrom-mRNA-48hT_TTAGGC_L004_001
Prps1,10295
Prps1l1,0
Prps1l3,8961
Prps2,5361
Prpsap1,3269
Prpsap2,2793
Prr11,1
Prr12,4652
Prr13,3335
Prr14,1107
Prr14l,4553
Prr15,0
Prr15l,8
Prr16,0
Prr18,8
Prr19,2
Prr22,39
Prr23a,0
Prr27,0
Prr3,3
Prr30,0
Prr32,0
Prr33,270
Prr36,94
Prr5,1666
Prr5l,36
Prr7,80
Prr9,0
Prrc1,3522
Prrc2a,1
Prrc2b,18838
Prrc2c,35783
Prrg1,0
Prrg2,197
Prrg3,0
Prrg4,3093
Prrt1,0
Prrt2,322
Prrt3,3
Prrt4,1
Prrx1,2
Prrx2,0
Prrxl1,5
Prss1,0
Prss12,3
Prss16,29
Prss2,0
Prss21,0
Prss22,0
Prss23,46
Prss27,2
Prss28,0
Prss29,0
Prss3,0
Prss30,2
Prss32,0
Prss33,4
Prss34,0
Prss35,0
Prss36,212
Prss37,2
Prss38,0
Prss39,0
Prss40,0
Prss41,6
Prss42,40
Prss43,4
Prss44,3
Prss45,0
Prss46,2
Prss47,0
Prss48,0
Prss50,0
Prss51,0
Prss52,0
Prss53,20
Prss54,0
Prss55,1
Prss56,0
Prss57,0
Prss58,0
Prss8,0
Prtg,14
Prtn3,10
Prune,1157
Prune2,164
Prx,187
Ps-modr4,31
Psap,19046
Psapl1,0
Psat1,31319
Psca,3
Psd,1593
Psd2,163
Psd3,511
Psd4,5797
Psen1,5142
Psen2,1706
Psenen,1110
Psg-ps1,0
Psg16,4
Psg17,11
Psg18,0
Psg19,0
Psg20,0
Psg21,0
Psg22,0
Psg23,0
Psg25,0
Psg26,0
Psg27,0
Psg28,0
Psg29,0
Psip1,14923
Pskh1,1850
Psma1,11647
Psma2,8838
Psma3,8822
Psma4,7696
Psma5,7800
Psma6,21499
Psma7,10499
Psma8,1
Psmb1,9449
Psmb10,2850
Psmb11,2
Psmb2,7007
Psmb3,5984
Psmb4,12076
Psmb5,6151
Psmb5-ps,0
Psmb6,2
Psmb6-ps2,1
Psmb7,14115
Psmb7-ps2,2
Psmb8,1
Psmb9,0
Psmc1,13617
Psmc2,8996
Psmc3,10346
Psmc3ip,1413
Psmc4,8398
Psmc5,8369
Psmc6,15653
Psmd1,14665
Psmd10,2807
Psmd11,9267
Psmd12,9477
Psmd13,6924
Psmd14,10030
Psmd2,27141
Psmd3,8858
Psmd4,8017
Psmd5,4587
Psmd6,7312
Psmd7,11492
Psmd8,13828
Psmd9,2468
Psme1,14238
Psme2,15537
Psme2b,133
Psme3,18645
Psme4,12214
Psmf1,1910
Psmg1,0
Psmg2,3034
Psmg3,1719
Psmg4,725
Psors1c2,0
Pspc1,10217
Psph,7764
Pspn,30
Psrc1,1285
Pstk,925
Pstpip1,814
Pstpip2,213
Ptafr,16
Ptar1,1068
Ptbp1,23040
Ptbp2,3723
Ptbp3,18810
Ptcd1,1264
Ptcd2,3175
Ptcd3,7689
Ptch1,6707
Ptch2,0
Ptchd1,2
Ptchd2,0
Ptchd3,0
Ptchd4,2
Ptcra,13
Ptdss1,3686
Ptdss2,1913
Pten,5297
Pter,3280
Ptf1a,0
Ptgdr,0
Ptgdr2,3
Ptgds,13
Ptger1,1729
Ptger2,2
Ptger3,10
Ptger4,1014
Ptges,3
Ptges2,686
Ptges3,11069
Ptges3l,83
Ptgfr,2
Ptgfrn,0
Ptgir,3905
Ptgis,860
Ptgr1,3
Ptgr2,3680
Ptgs1,1882
Ptgs2,0
Ptgs2os,0
Ptgs2os2,0
Pth,0
Pth1r,107
Pth2,0
Pth2r,1
Pthlh,0
Ptk2,2464
Ptk2b,3343
Ptk6,16
Ptk7,2297
Ptma,78200
Ptms,4951
Ptn,0
Ptov1,1859
Ptp4a1,1632
Ptp4a2,3719
Ptp4a3,4749
Ptpdc1,4
Ptpla,215
Ptplad1,7686
Ptplad2,10
Ptplb,1586
Ptpmt1,2152
Ptpn1,11467
Ptpn11,14487
Ptpn12,3075
Ptpn13,18
Ptpn14,79
Ptpn18,972
Ptpn2,5743
Ptpn20,0
Ptpn21,2035
Ptpn22,1287
Ptpn23,5204
Ptpn3,2
Ptpn4,7600
Ptpn5,245
Ptpn6,18576
Ptpn7,5879
Ptpn9,3258
Ptpra,4856
Ptprb,2
Ptprc,18938
Ptprcap,0
Ptprd,0
Ptpre,344
Ptprf,59
Ptprg,0
Ptprh,0
Ptprj,345
Ptprk,0
Ptprm,0
Ptprn,5
Ptprn2,0
Ptpro,1
Ptprq,0
Ptprr,3
Ptprs,8420
Ptprt,4
Ptprtos,0
Ptpru,60
Ptprv,374
Ptprz1,0
Ptrf,20
Ptrh1,109
Ptrh2,2190
Ptrhd1,242
Pts,827
Pttg1,4599
Pttg1ip,2354
Ptx3,0
Ptx4,0
Puf60,8157
Pum1,1
Pum2,20730
Pura,5907
Purb,28256
Purg,348
Pus1,3227
Pus10,12974
Pus3,2189
Pus7,9124
Pus7l,1879
Pusl1,804
Pvalb,22
Pvr,1627
Pvrl1,2535
Pvrl2,1183
Pvrl3,2
Pvrl4,15
Pvt1,3246
Pwp1,9327
Pwp2,4571
Pwwp2a,3164
Pwwp2b,84
Pxdc1,0
Pxdn,0
Pxk,5608
Pxmp2,112
Pxmp4,596
Pxn,5322
Pxt1,0
Pxylp1,2177
Pycard,1262
Pycr1,1927
Pycr2,2898
Pycrl,2179
Pydc3,0
Pydc4,6
Pygb,6153
Pygl,11
Pygm,58
Pygo1,0
Pygo2,2492
Pyhin1,56
Pyroxd1,307
Pyroxd2,0
Pyurf,625
Pyy,0
Pzp,1
Qars,9063
Qdpr,4846
Qk,10551
Qpct,0
Qpctl,512
Qprt,39
Qrfp,2
Qrfpr,0
Qrich1,7327
Qrich2,13
Qrsl1,2060
Qser1,8240
Qsox1,680
Qsox2,2030
Qtrt1,1211
Qtrtd1,4054
R3hcc1,2839
R3hcc1l,1480
R3hdm1,11153
R3hdm2,2981
R3hdm4,2588
R3hdml,0
R74862,155
Rab1,14787
Rab10,10372
Rab10os,579
Rab11a,5147
Rab11b,195
Rab11b-ps1,2
Rab11b-ps2,188
Rab11fip1,2594
Rab11fip2,635
Rab11fip3,2204
Rab11fip4,6255
Rab11fip4os1,85
Rab11fip4os2,0
Rab11fip5,61
Rab12,1978
Rab13,47
Rab14,7745
Rab15,2
Rab17,550
Rab18,4030
Rab19,28
Rab1b,4409
Rab20,1014
Rab21,8258
Rab22a,1143
Rab23,877
Rab24,2645
Rab25,113
Rab26,27
Rab26os,448
Rab27a,6770
Rab27b,0
Rab28,3443
Rab29,605
Rab2a,5508
Rab2b,710
Rab30,5927
Rab31,1290
Rab32,0
Rab33a,2
Rab33b,708
Rab34,14
Rab35,3806
Rab36,115
Rab37,162
Rab38,0
Rab39,136
Rab39b,0
Rab3a,71
Rab3b,28
Rab3c,0
Rab3d,194
Rab3gap1,3209
Rab3gap2,4917
Rab3il1,11
Rab3ip,795
Rab40b,0
Rab40c,1311
Rab42,2
Rab43,2116
Rab44,1
Rab4a,7
Rab4b,1807
Rab5a,3587
Rab5b,1901
Rab5c,4169
Rab6a,6403
Rab6b,92
Rab7,13783
Rab7-ps1,41
Rab8a,4818
Rab8b,4846
Rab9,2290
Rab9b,11
Rab9b-ps1,3
Rabac1,2033
Rabep1,718
Rabep2,2460
Rabepk,1367
Rabgap1,5404
Rabgap1l,7351
Rabgef1,3992
Rabggta,1105
Rabggtb,8198
Rabif,1740
Rabl2,325
Rabl3,1735
Rabl6,8403
Rac1,13866
Rac2,20270
Rac3,53
Racgap1,9363
Rad1,2751
Rad17,3524
Rad18,3348
Rad21,36737
Rad21l,0
Rad23a,3413
Rad23b,27265
Rad50,11419
Rad51,5723
Rad51ap1,3061
Rad51ap2,0
Rad51b,706
Rad51c,27
Rad51d,1135
Rad52,617
Rad54b,972
Rad54l,3269
Rad54l2,9051
Rad9a,0
Rad9b,468
Radil,0
Rae1,6474
Raet1d,113
Raet1e,18
Raf1,5176
Rag1,0
Rag2,0
Rai1,4879
Rai14,274
Rai2,0
Rala,1656
Ralb,2003
Ralbp1,6272
Ralgapa1,7545
Ralgapa2,8903
Ralgapb,6422
Ralgds,2759
Ralgps1,161
Ralgps2,3439
Raly,12593
Ralyl,0
Ramp1,0
Ramp2,73
Ramp3,10
Ran,39705
Ranbp1,2
Ranbp10,2939
Ranbp17,0
Ranbp2,72200
Ranbp3,5492
Ranbp3l,2
Ranbp6,1585
Ranbp9,3606
Rangap1,18660
Rangrf,1196
Rap1a,5620
Rap1b,14869
Rap1gap,1011
Rap1gap2,5306
Rap1gapos,0
Rap1gds1,5495
Rap2a,642
Rap2b,0
Rap2c,2673
Rapgef1,40043
Rapgef2,515
Rapgef3,108
Rapgef4,8
Rapgef5,2
Rapgef6,8446
Rapgefl1,94
Raph1,3926
Rapsn,3
Rara,2388
Rarb,9
Rarg,312
Rarres1,10
Rarres2,0
Rars,20042
Rars2,3124
Rasa1,3583
Rasa2,4180
Rasa3,1406
Rasa4,67
Rasal1,1501
Rasal2,2836
Rasal3,5464
Rasd1,6
Rasd2,0
Rasef,567
Rasgef1a,45
Rasgef1b,67
Rasgef1c,0
Rasgrf1,0
Rasgrf2,572
Rasgrp1,8
Rasgrp2,363
Rasgrp3,20737
Rasgrp4,824
Rasip1,111
Rasl10a,470
Rasl10b,72
Rasl11a,0
Rasl11b,83
Rasl12,108
Rasl2-9,28
Rassf1,1280
Rassf10,0
Rassf2,5452
Rassf3,3938
Rassf4,14237
Rassf5,4263
Rassf6,817
Rassf7,315
Rassf8,75
Rassf9,0
Raver1,4108
Raver1-fdx1l,1
Raver2,0
Rax,2
Rb1,6681
Rb1cc1,3810
Rbak,715
Rbakdn,2
Rbbp4,4608
Rbbp5,4562
Rbbp6,12846
Rbbp7,29181
Rbbp8,3238
Rbbp8nl,0
Rbbp9,65
Rbck1,4777
Rbfa,2059
Rbfox1,6
Rbfox2,65
Rbfox3,0
Rbks,144
Rbl1,2416
Rbl2,2182
Rbm10,6706
Rbm11,0
Rbm12,4859
Rbm12b1,697
Rbm12b2,853
Rbm14,3021
Rbm14-rbm4,0
Rbm15,2458
Rbm15b,2165
Rbm17,11115
Rbm18,2023
Rbm19,3865
Rbm20,50
Rbm22,4738
Rbm24,2
Rbm25,16885
Rbm26,11065
Rbm27,10035
Rbm28,8621
Rbm3,10704
Rbm31y,0
Rbm33,7466
Rbm34,4262
Rbm38,5568
Rbm39,23778
Rbm3os,17
Rbm4,89
Rbm41,1739
Rbm42,4230
Rbm43,775
Rbm44,22
Rbm45,4562
Rbm46,0
Rbm46os,0
Rbm47,1483
Rbm48,741
Rbm4b,765
Rbm5,6230
Rbm6,6799
Rbm6-ps1,26
Rbm7,6104
Rbm8a,6752
Rbms1,2585
Rbms2,2127
Rbms3,2
Rbmx,4260
Rbmx2,1138
Rbmx2-ps,0
Rbmxl1,3632
Rbmxl2,0
Rbmy,0
Rbp1,3
Rbp2,17
Rbp3,0
Rbp4,60
Rbp7,0
Rbpj,11456
Rbpjl,2
Rbpms,2056
Rbpms2,35
Rbpsuh-ps2,0
Rbsn,3905
Rbx1,3911
Rc3h1,11252
Rc3h2,3917
Rcan1,861
Rcan2,0
Rcan3,551
Rcbtb1,7297
Rcbtb2,7524
Rcc1,10705
Rcc2,17146
Rccd1,817
Rce1,1269
Rchy1,1683
Rcl1,5360
Rcn1,2275
Rcn2,3429
Rcn3,196
Rcor1,4419
Rcor2,1452
Rcor3,537
Rcsd1,3422
Rcvrn,4
Rd3,24
Rd3l,6
Rdh1,2
Rdh10,553
Rdh11,12657
Rdh12,706
Rdh13,1963
Rdh14,552
Rdh16,0
Rdh18-ps,0
Rdh19,0
Rdh5,35
Rdh7,0
Rdh8,0
Rdh9,12
Rdm1,596
Rdx,24262
Rec114,19
Rec8,1
Reck,319
Recql,2574
Recql4,1762
Recql5,1800
Redrum,0
Reep1,45
Reep2,51
Reep3,8008
Reep4,3259
Reep5,3657
Reep6,1646
Reg1,0
Reg2,0
Reg3a,0
Reg3b,0
Reg3d,0
Reg3g,0
Reg4,0
Rel,5019
Rela,3322
Relb,4786
Rell1,1311
Rell2,33
Reln,0
Relt,2025
Rem1,17
Rem2,5
Ren1,20
Ren2,0
Renbp,3103
Rep15,2
Repin1,2097
Reps1,5796
Reps2,4
Rer1,4380
Rere,171
Rerg,0
Rergl,0
Resp18,0
Rest,3982
Ret,2
Retn,11
Retnla,0
Retnlb,0
Retnlg,0
Retsat,1762
Rev1,3161
Rev3l,5165
Rex2,1
Rexo1,5179
Rexo2,6307
Rexo4,4447
Rfc1,10149
Rfc2,5963
Rfc3,1707
Rfc4,4166
Rfc5,5960
Rfesd,683
Rffl,2136
Rfk,1341
Rfng,1147
Rfpl3s,1
Rfpl4,0
Rfpl4b,0
Rft1,1706
Rftn1,7173
Rftn2,194
Rfwd2,2754
Rfwd3,7369
Rfx1,1207
Rfx2,140
Rfx3,0
Rfx4,2
Rfx5,2175
Rfx6,0
Rfx7,14087
Rfx8,0
Rfxank,919
Rfxap,4576
Rgag1,4
Rgag4,1
Rgcc,43
Rgl1,1644
Rgl2,0
Rgl3,0
Rgma,0
Rgmb,116
Rgn,0
Rgp1,2700
Rgr,0
Rgs1,2499
Rgs10,275
Rgs11,41
Rgs12,1169
Rgs13,21926
Rgs14,380
Rgs16,17
Rgs17,0
Rgs18,2
Rgs19,3142
Rgs2,667
Rgs20,2
Rgs21,0
Rgs22,0
Rgs3,330
Rgs4,0
Rgs5,0
Rgs6,0
Rgs7,0
Rgs7bp,0
Rgs8,0
Rgs9,522
Rgs9bp,207
Rgsl1,9
Rhag,0
Rhbdd1,2322
Rhbdd2,1460
Rhbdd3,988
Rhbdf1,4872
Rhbdf2,448
Rhbdl1,214
Rhbdl2,10
Rhbdl3,92
Rhbg,2
Rhcg,2
Rhd,59
Rheb,5245
Rhebl1,538
Rhno1,1499
Rho,5
Rhoa,15048
Rhob,5781
Rhobtb1,20
Rhobtb2,17013
Rhobtb3,2118
Rhoc,45
Rhod,355
Rhof,3104
Rhog,1687
Rhoh,1451
Rhoj,0
Rhoq,5755
Rhot1,5115
Rhot2,1816
Rhou,289
Rhov,3
Rhox1,0
Rhox10,0
Rhox11,0
Rhox12,0
Rhox13,0
Rhox2a,1
Rhox2b,0
Rhox2c,0
Rhox2d,0
Rhox2e,0
Rhox2f,0
Rhox2g,0
Rhox2h,854
Rhox3a,0
Rhox3a2,0
Rhox3b-ps,0
Rhox3c,0
Rhox3e,0
Rhox3f,0
Rhox3g,0
Rhox3h,0
Rhox4a,0
Rhox4a2,0
Rhox4b,0
Rhox4c,0
Rhox4d,0
Rhox4e,0
Rhox4f,0
Rhox4g,0
Rhox5,0
Rhox6,0
Rhox7-ps,0
Rhox7a,0
Rhox7b,0
Rhox8,0
Rhox9,0
Rhpn1,0
Rhpn2,78
Rian,0
Ribc1,326
Ribc2,0
Ric1,6033
Ric3,2
Ric8,3706
Ric8b,977
Rictor,4613
Rif1,11892
Riiad1,31
Rilp,15
Rilpl1,520
Rilpl2,6982
Rimbp2,0
Rimbp3,18
Rimkla,642
Rimklb,6
Rims1,0
Rims2,0
Rims3,49
Rims4,0
Rin1,54
Rin2,8
Rin3,1364
Ring1,0
Rinl,4297
Rint1,1917
Riok1,3529
Riok2,5433
Riok3,4365
Ripk1,2016
Ripk2,4366
Ripk3,34
Ripk4,0
Ripply1,0
Ripply2,0
Ripply3,4
Rit1,733
Rit2,0
Rita1,450
Rlbp1,9
Rlf,5046
Rlim,13790
Rln1,0
Rln3,3
Rltpr,1299
Rmdn1,570
Rmdn2,21
Rmdn3,3386
Rmi1,531
Rmi2,1794
Rmnd1,1063
Rmnd5a,11288
Rmnd5b,1857
Rmrp,3
Rmst,0
Rn18s-rs5,39832
Rn4.5s,0
Rn5s,0
Rn5s-ps1,0
Rn7s1,1
Rn7s2,2
Rn7sk,26
Rnase1,0
Rnase10,0
Rnase11,0
Rnase12,1
Rnase13,0
Rnase2a,0
Rnase2b,0
Rnase4,150
Rnase6,60
Rnase9,0
Rnaseh1,1424
Rnaseh2a,3432
Rnaseh2b,4623
Rnaseh2c,1296
Rnasek,0
Rnasel,969
Rnaset2a,295
Rnaset2b,236
Rnd1,575
Rnd2,98
Rnd3,0
Rnf10,17299
Rnf103,1087
Rnf11,1929
Rnf111,2826
Rnf112,0
Rnf113a1,637
Rnf113a2,2
Rnf114,3423
Rnf115,4841
Rnf121,1334
Rnf122,172
Rnf123,3159
Rnf125,1087
Rnf126,3757
Rnf128,0
Rnf13,1858
Rnf130,2
Rnf133,0
Rnf135,434
Rnf138,4072
Rnf138rt1,0
Rnf139,2361
Rnf14,4246
Rnf141,2115
Rnf144a,0
Rnf144b,6
Rnf145,6400
Rnf146,1772
Rnf148,0
Rnf149,2613
Rnf150,11
Rnf151,8
Rnf152,0
Rnf157,2727
Rnf165,404
Rnf166,1093
Rnf167,0
Rnf168,3865
Rnf169,1890
Rnf17,0
Rnf170,1102
Rnf170-ps,70
Rnf180,5
Rnf181,1
Rnf182,0
Rnf183,31
Rnf185,2947
Rnf186,3
Rnf187,8179
Rnf19a,3164
Rnf19b,3139
Rnf2,6539
Rnf20,7278
Rnf207,32
Rnf208,62
Rnf212,0
Rnf212b,0
Rnf213,12075
Rnf214,1603
Rnf215,919
Rnf216,5047
Rnf217,0
Rnf219,5513
Rnf220,5517
Rnf222,2
Rnf223,177
Rnf224,0
Rnf24,5739
Rnf25,1475
Rnf26,1652
Rnf31,1478
Rnf32,2
Rnf34,2757
Rnf38,1986
Rnf39,0
Rnf4,10674
Rnf40,7728
Rnf41,1885
Rnf43,145
Rnf44,4556
Rnf5,0
Rnf6,3085
Rnf7,3777
Rnf8,2507
Rnft1,3565
Rnft2,294
Rngtt,3843
Rnh1,6216
Rnls,4
Rnmt,7388
Rnmtl1,1418
Rnpc3,1322
Rnpep,5587
Rnpepl1,1203
Rnps1,5716
Rnr1,10505
Rnr2,21223
Rnu11,1
Rnu12,2
Rnu1a1,0
Rnu1b1,0
Rnu1b2,0
Rnu1b6,0
Rnu2-10,1
Rnu3a,4
Rnu3b-ps2,0
Rnu3b1,0
Rnu3b2,0
Rnu3b3,0
Rnu3b4,0
Rnu5g,0
Rnu6,6
Rnu7,23
Rnu7-ps3,0
Rnu73b,26
Rny1,6
Rny3,1
Robo1,0
Robo2,0
Robo3,1
Robo4,0
Rock1,8467
Rock2,13449
Rogdi,4982
Rom1,158
Romo1,1285
Ropn1,0
Ropn1l,68
Ror1,3
Ror2,1806
Rora,659
Rorb,0
Rorc,127
Ros1,0
Rp1,2
Rp1l1,547
Rp2h,4281
Rp9,2689
Rpa1,11700
Rpa2,4591
Rpa3,2767
Rpain,171
Rpap1,3578
Rpap2,2411
Rpap3,3222
Rpe,796
Rpe65,0
Rpf1,5854
Rpf2,4500
Rpgr,820
Rpgrip1,1303
Rpgrip1l,1016
Rph3a,0
Rph3al,124
Rpia,3679
Rpl10,57071
Rpl10-ps1,4
Rpl10-ps2,3
Rpl10-ps3,4
Rpl10-ps5,2
Rpl10-ps6,15
Rpl10a,231
Rpl10a-ps1,3126
Rpl10a-ps2,6
Rpl10a-ps3,0
Rpl10l,0
Rpl11,41856
Rpl12,53046
Rpl12-ps1,0
Rpl13,32143
Rpl13-ps1,0
Rpl13-ps2,0
Rpl13-ps3,11
Rpl13-ps5,0
Rpl13a,68591
Rpl14,48831
Rpl14-ps1,142
Rpl15,19875
Rpl15-ps4,0
Rpl17,34256
Rpl17-ps1,0
Rpl17-ps10,7
Rpl17-ps3,11
Rpl17-ps4,3
Rpl17-ps7,1
Rpl17-ps8,4
Rpl17-ps9,7
Rpl18,34740
Rpl18-ps2,25
Rpl18a,23971
Rpl19,40809
Rpl19-ps1,26
Rpl19-ps10,0
Rpl19-ps11,34
Rpl19-ps12,0
Rpl19-ps2,0
Rpl19-ps3,2
Rpl19-ps4,0
Rpl19-ps5,0
Rpl19-ps6,2
Rpl19-ps7,4
Rpl19-ps9,1
Rpl21,41137
Rpl22,24873
Rpl22l1,6635
Rpl23,29705
Rpl23a,18642
Rpl23a-ps1,0
Rpl23a-ps10,0
Rpl23a-ps11,0
Rpl23a-ps12,0
Rpl23a-ps2,0
Rpl23a-ps3,7
Rpl23a-ps4,0
Rpl23a-ps5,0
Rpl23a-ps6,0
Rpl23a-ps8,0
Rpl23a-ps9,0
Rpl24,23743
Rpl26,22912
Rpl26-ps2,0
Rpl26-ps4,3
Rpl26-ps5,0
Rpl26-ps6,0
Rpl27,13626
Rpl27-ps1,1
Rpl27a,24802
Rpl28,29054
Rpl28-ps1,81
Rpl28-ps3,5
Rpl28-ps4,0
Rpl29,16831
Rpl29-ps1,1
Rpl29-ps2,3
Rpl29-ps4,0
Rpl29-ps5,0
Rpl29-ps6,0
Rpl3,94177
Rpl3-ps1,112
Rpl3-ps2,30
Rpl30,21669
Rpl30-ps1,4
Rpl30-ps10,2
Rpl30-ps11,0
Rpl30-ps2,0
Rpl30-ps3,2
Rpl30-ps5,0
Rpl30-ps6,0
Rpl30-ps7,0
Rpl30-ps8,1
Rpl30-ps9,0
Rpl31,15650
Rpl31-ps12,1
Rpl32,31896
Rpl32-ps,0
Rpl32p,118
Rpl34,21755
Rpl34-ps1,241
Rpl35,14556
Rpl35-ps1,0
Rpl35a,18156
Rpl35a-ps2,1
Rpl35a-ps3,4
Rpl35a-ps4,6
Rpl35a-ps5,1
Rpl35a-ps6,0
Rpl35a-ps7,6
Rpl36,10958
Rpl36-ps10,0
Rpl36-ps2,285
Rpl36-ps3,10
Rpl36-ps4,0
Rpl36-ps8,0
Rpl36-ps9,0
Rpl36a,28157
Rpl36a-ps1,20
Rpl36a-ps2,104
Rpl36al,7514
Rpl37,25464
Rpl37a,16131
Rpl37rt,88
Rpl38,7606
Rpl38-ps1,1
Rpl38-ps2,1115
Rpl39,14978
Rpl39-ps,44
Rpl39l,531
Rpl3l,10
Rpl4,171091
Rpl41,26770
Rpl48-ps1,0
Rpl5,49787
Rpl6,47081
Rpl7,70809
Rpl7-ps7,34
Rpl7a,54408
Rpl7a-ps1,0
Rpl7a-ps10,7
Rpl7a-ps11,2
Rpl7a-ps12,0
Rpl7a-ps3,3
Rpl7a-ps4,0
Rpl7a-ps5,4
Rpl7a-ps7,6
Rpl7a-ps8,1
Rpl7a-ps9,0
Rpl7l1,14050
Rpl8,71565
Rpl9,46770
Rpl9-ps1,0
Rpl9-ps2,0
Rpl9-ps3,0
Rpl9-ps4,0
Rpl9-ps6,40
Rpl9-ps7,60
Rpl9-ps8,4
Rplp0,124246
Rplp0-ps1,24
Rplp1,59428
Rplp1-ps1,0
Rplp2,25986
Rplp2-ps1,0
Rpn1,24211
Rpn2,21237
Rpp14,5614
Rpp21,0
Rpp25,24
Rpp25l,700
Rpp30,2199
Rpp38,583
Rpp40,2257
Rpph1,52
Rprd1a,1863
Rprd1b,3742
Rprd2,4682
Rprl1,0
Rprl2,0
Rprm,0
Rprml,0
Rps10,0
Rps10-ps1,17
Rps10-ps2,116
Rps10-ps3,0
Rps10-ps4,12
Rps11,34223
Rps11-ps1,50
Rps11-ps2,30
Rps11-ps3,0
Rps11-ps4,0
Rps12,64926
Rps12-ps1,0
Rps12-ps10,8
Rps12-ps11,0
Rps12-ps12,0
Rps12-ps13,0
Rps12-ps14,0
Rps12-ps15,0
Rps12-ps16,0
Rps12-ps17,0
Rps12-ps18,0
Rps12-ps2,0
Rps12-ps20,0
Rps12-ps21,0
Rps12-ps3,2
Rps12-ps4,26
Rps12-ps5,2
Rps12-ps6,0
Rps12-ps7,0
Rps12-ps9,5
Rps12l1,0
Rps12l2,3
Rps13,21920
Rps13-ps1,0
Rps13-ps2,12
Rps13-ps4,10
Rps13-ps5,0
Rps14,44883
Rps15,30673
Rps15-ps3,4
Rps15a,41906
Rps15a-ps4,4
Rps15a-ps5,5
Rps15a-ps6,28
Rps15a-ps8,1
Rps16,25634
Rps16-ps2,18
Rps16-ps3,0
Rps17,38540
Rps17-ps1,0
Rps18,1
Rps18-ps1,3
Rps18-ps2,0
Rps18-ps3,0
Rps19,23601
Rps19-ps10,0
Rps19-ps11,5
Rps19-ps12,1
Rps19-ps13,0
Rps19-ps3,32
Rps19-ps4,1
Rps19-ps5,0
Rps19-ps6,113
Rps19-ps7,7
Rps19-ps8,0
Rps19-ps9,0
Rps19bp1,1867
Rps2,67096
Rps2-ps10,5
Rps2-ps11,6
Rps2-ps13,12
Rps2-ps2,0
Rps2-ps5,7
Rps2-ps6,25
Rps2-ps7,3
Rps2-ps8,10
Rps2-ps9,0
Rps20,33887
Rps21,20491
Rps23,36457
Rps23-ps1,0
Rps23-ps2,0
Rps24,65585
Rps25,37802
Rps25-ps1,24
Rps26,31587
Rps26-ps1,25
Rps27,11135
Rps27-ps1,0
Rps27-ps2,17
Rps27a,71202
Rps27a-ps1,0
Rps27a-ps2,7
Rps27l,8737
Rps27rt,15
Rps28,0
Rps29,25695
Rps3,92172
Rps3a1,70536
Rps3a2,15
Rps3a3,20
Rps4l,0
Rps4x,88548
Rps4x-ps,9
Rps5,42529
Rps6,47477
Rps6ka1,7781
Rps6ka2,704
Rps6ka3,4359
Rps6ka4,895
Rps6ka5,1513
Rps6ka6,0
Rps6kb1,8745
Rps6kb2,0
Rps6kc1,1649
Rps6kl1,47
Rps7,32583
Rps8,61796
Rps8-ps1,7
Rps8-ps2,1
Rps8-ps3,0
Rps9,50668
Rpsa,83255
Rptn,0
Rptor,4883
Rptoros,0
Rpusd1,509
Rpusd2,1941
Rpusd3,645
Rpusd4,2376
Rqcd1,7715
Rrad,678
Rraga,4239
Rragb,0
Rragc,5593
Rragd,1577
Rras,623
Rras2,5604
Rrbp1,7944
Rreb1,3416
Rrh,2
Rrm1,20705
Rrm2,7747
Rrm2b,1609
Rrn3,8747
Rrnad1,771
Rrp1,18219
Rrp12,5642
Rrp15,5281
Rrp1b,15003
Rrp36,1177
Rrp7a,5555
Rrp8,3187
Rrp9,5173
Rrs1,6751
Rs1,0
Rsad1,1431
Rsad2,2
Rsbn1,328
Rsbn1l,3424
Rsc1a1,3
Rsf1,6953
Rsf1os1,1
Rsg1,175
Rsl1,847
Rsl1d1,32972
Rsl24d1,6117
Rslcan18,107
Rsph1,0
Rsph14,19
Rsph3a,240
Rsph3b,166
Rsph4a,0
Rsph6a,3
Rsph9,6
Rspo1,11
Rspo2,0
Rspo3,0
Rspo4,0
Rspry1,2964
Rsrc1,3529
Rsrc2,6236
Rsrp1,3607
Rsu1,2995
Rtbdn,72
Rtca,2424
Rtcb,14513
Rtel1,3252
Rtf1,6450
Rtfdc1,3885
Rtkn,372
Rtkn2,145
Rtl1,0
Rtn1,0
Rtn2,123
Rtn3,18749
Rtn4,20176
Rtn4ip1,3017
Rtn4r,0
Rtn4rl1,43
Rtn4rl2,0
Rtp1,0
Rtp2,0
Rtp3,0
Rtp4,0
Rttn,2294
Rubie,0
Rufy1,993
Rufy2,1043
Rufy3,4243
Rufy4,41
Rundc1,865
Rundc3a,323
Rundc3b,0
Runx1,886
Runx1t1,6
Runx2,750
Runx2os2,2
Runx3,3
Rusc1,653
Rusc2,5
Ruvbl1,6699
Ruvbl2,14706
Rwdd1,4127
Rwdd2a,39
Rwdd2b,1154
Rwdd3,90
Rwdd4a,4419
Rxfp1,0
Rxfp2,0
Rxfp3,0
Rxfp4,0
Rxra,2275
Rxrb,0
Rxrg,0
Rybp,4034
Ryk,822
Ryr1,1412
Ryr2,3
Ryr3,25
S100a1,109
S100a10,3643
S100a11,1897
S100a13,541
S100a14,2
S100a16,0
S100a2,0
S100a3,0
S100a4,6
S100a5,0
S100a6,0
S100a7a,0
S100a8,0
S100a9,0
S100b,2
S100g,1
S100p,0
S100pbp,568
