gene_id,Satrom-mRNA-30mC_ACTTGA_L003_001
n-Tv8,0
n-Tv9,0
n-Tw1,2
n-Tw2,0
n-Tw3,0
n-Tw4,0
n-Tw5,0
n-Tw6,0
n-Tw7,4
n-Tw8,0
n-Ty1,3
n-Ty10,0
n-Ty2,0
n-Ty3,0
n-Ty4,0
n-Ty5,0
n-Ty6,4
n-Ty7,0
n-Ty8,0
n-Ty9,4
N28178,0
N4bp1,8232
N4bp2,12613
N4bp2l1,828
N4bp2l2,5904
N4bp3,796
N6amt1,972
N6amt2,1432
Naa10,2560
Naa11,0
Naa15,15669
Naa16,4180
Naa20,1660
Naa25,11193
Naa30,8625
Naa35,2437
Naa38,460
Naa40,7717
Naa50,29401
Naa60,2219
Naaa,632
Naalad2,246
Naaladl1,167
Naaladl2,1
Nab1,3727
Nab2,1054
Nabp1,907
Nabp2,2923
Naca,23630
Nacad,38
Nacc1,9510
Nacc2,826
Nadk,10100
Nadk2,4574
Nadsyn1,260
Nae1,2023
Naf1,4229
Naga,1383
Nagk,404
Naglu,1585
Nagpa,1266
Nags,0
Naif1,268
Naip1,140
Naip2,476
Naip3-ps1,27
Naip5,636
Naip6,2095
Nalcn,0
Nampt,44553
Nanog,0
Nanos1,377
Nanos2,2
Nanos3,3
Nanp,7
Nans,3411
Nap1l1,55082
Nap1l2,0
Nap1l3,0
Nap1l4,7591
Nap1l5,0
Napa,8197
Napb,71
Napepld,221
Napg,1580
Naprt,35
Napsa,4585
Narf,1198
Narfl,1199
Nars,39967
Nars2,1672
Nasp,14003
Nasp-ps1,0
Nat1,2
Nat10,7002
Nat14,182
Nat2,503
Nat3,0
Nat6,512
Nat8,0
Nat8b,0
Nat8l,2
Nat9,1056
Natd1,1078
Nav1,10
Nav2,4
Nav3,0
Nbas,5352
Nbea,0
Nbeal1,1842
Nbeal2,1751
Nbl1,147
Nbn,2520
Nbr1,6295
Ncald,2
Ncam1,0
Ncam2,0
Ncan,1509
Ncapd2,10505
Ncapd3,3978
Ncapg,3764
Ncapg2,10233
Ncaph,2457
Ncaph2,9551
Ncbp1,6660
Ncbp2,4011
Nccrp1,3
Ncdn,4293
Nceh1,2612
Ncf1,11814
Ncf2,3781
Ncf2-rs,65
Ncf4,5129
Nck1,3532
Nck2,257
Nckap1,624
Nckap1l,17458
Nckap5,0
Nckap5l,2394
Nckipsd,1122
Ncl,192419
Ncln,4241
Ncmap,3
Ncoa1,6238
Ncoa2,6746
Ncoa3,4602
Ncoa4,4646
Ncoa5,4871
Ncoa6,7460
Ncoa7,3691
Ncor1,20914
Ncor2,7562
Ncr1,0
Ncs1,2057
Ncstn,4460
Nctc1,0
Ndc1,8992
Ndc80,2450
Nde1,4934
Ndel1,2057
Ndfip1,5429
Ndfip2,2383
Ndn,0
Ndnf,0
Ndnl2,788
Ndor1,2540
Ndp,0
Ndrg1,306
Ndrg2,275
Ndrg3,2414
Ndrg4,265
Ndst1,5712
Ndst2,3070
Ndst3,0
Ndst4,0
Ndufa1,1663
Ndufa10,6256
Ndufa11,915
Ndufa12,1874
Ndufa13,2381
Ndufa2,2869
Ndufa3,1453
Ndufa4,4336
Ndufa4l2,5
Ndufa5,1077
Ndufa6,2189
Ndufa7,0
Ndufa8,2693
Ndufa9,4959
Ndufab1,854
Ndufaf1,2074
Ndufaf2,1285
Ndufaf3,500
Ndufaf4,3323
Ndufaf5,679
Ndufaf6,763
Ndufaf7,1977
Ndufb10,2517
Ndufb11,3496
Ndufb2,856
Ndufb3,1896
Ndufb4,111
Ndufb5,3619
Ndufb6,1857
Ndufb7,1773
Ndufb8,4287
Ndufb9,4515
Ndufc1,1109
Ndufc2,2995
Ndufs1,5580
Ndufs2,7250
Ndufs3,2970
Ndufs4,2368
Ndufs5,401
Ndufs6,1587
Ndufs7,2527
Ndufs8,2357
Ndufv1,3970
Ndufv2,5175
Ndufv3,2990
Neat1,3704
Neb,92
Nebl,2179
Necab1,0
Necab2,11
Necab3,305
Necap1,3397
Necap2,1120
Nedd1,2534
Nedd4,41990
Nedd4l,1329
Nedd8,5481
Nedd9,7572
Nefh,0
Nefl,2
Nefm,2
Negr1,0
Neil1,1328
Neil2,33
Neil3,972
Nek1,4845
Nek10,6
Nek11,0
Nek2,4758
Nek3,138
Nek4,3677
Nek5,4
Nek6,3987
Nek7,12081
Nek8,199
Nek9,8021
Nelfa,3095
Nelfb,2916
Nelfcd,1645
Nelfe,0
Nell1,0
Nell1os,0
Nell2,0
Nemf,6440
Nenf,1030
Neo1,17
Nepn,0
Nes,10
Nespas,33
Net1,3054
Neto1,0
Neto2,1
Neu1,0
Neu2,2
Neu3,41
Neu4,0
Neurl1a,9
Neurl1b,0
Neurl2,225
Neurl3,48
Neurl4,1
Neurod1,0
Neurod2,0
Neurod4,0
Neurod6,0
Neurog1,0
Neurog2,4
Neurog3,0
Nexn,7
Nf1,7008
Nf2,13618
Nfam1,47
Nfasc,0
Nfat5,12151
Nfatc1,23700
Nfatc2,1299
Nfatc2ip,1635
Nfatc3,27293
Nfatc4,2
Nfe2,15
Nfe2l1,22622
Nfe2l2,5538
Nfe2l3,41
Nfia,0
Nfib,54
Nfic,890
Nfil3,6562
Nfix,1539
Nfkb1,14890
Nfkb2,3868
Nfkbia,6264
Nfkbib,1495
Nfkbid,7826
Nfkbie,10494
Nfkbil1,0
Nfkbiz,1982
Nfrkb,4284
Nfs1,2480
Nfu1,2565
Nfx1,11496
Nfxl1,2629
Nfya,5259
Nfyb,2132
Nfyc,1502
Ngb,6
Ngdn,3410
Ngef,21
Ngf,0
Ngfr,0
Ngfrap1,801
Ngly1,1577
Ngp,2
Ngrn,1156
Nhej1,84
Nhlh1,5
Nhlh2,0
Nhlrc1,0
Nhlrc2,4938
Nhlrc3,436
Nhlrc4,0
Nhp2,6212
Nhp2l1,237
Nhs,0
Nhsl1,8
Nhsl2,47
Nicn1,891
Nid1,405
Nid2,0
Nif3l1,2627
Nifk,11253
Nim1k,97
Nin,8148
Ninj1,558
Ninj2,3
Ninl,569
Nip7,6606
Nipa1,136
Nipa2,2244
Nipal1,2
Nipal2,0
Nipal3,1869
Nipal4,4
Nipbl,31973
Nipsnap1,2587
Nipsnap3a,0
Nipsnap3b,1216
Nisch,22092
Nit1,1275
Nit2,2054
Nkain1,856
Nkain2,0
Nkain3,0
Nkain4,0
Nkap,2681
Nkapl,8
Nkd1,219
Nkd2,0
Nkg7,2
Nkiras1,350
Nkiras2,920
Nkpd1,338
Nkrf,5618
Nktr,12027
Nkx1-1,4
Nkx1-2,0
Nkx2-1,0
Nkx2-2,0
Nkx2-2os,0
Nkx2-3,2
Nkx2-4,0
Nkx2-5,2
Nkx2-6,0
Nkx2-9,0
Nkx3-1,0
Nkx3-2,0
Nkx6-1,0
Nkx6-2,1
Nkx6-3,3
Nle1,2470
Nlgn1,0
Nlgn2,1060
Nlgn3,103
Nlk,2607
Nlk-ps1,1
Nln,5201
Nlrc3,69
Nlrc4,1314
Nlrc5,5900
Nlrp10,101
Nlrp12,0
Nlrp14,0
Nlrp1a,0
Nlrp1b,40
Nlrp1c-ps,0
Nlrp2,1
Nlrp3,30
Nlrp4a,0
Nlrp4b,0
Nlrp4c,0
Nlrp4d,0
Nlrp4e,0
Nlrp4f,0
Nlrp4g,0
Nlrp5,0
Nlrp5-ps,0
Nlrp6,11
Nlrp9a,0
Nlrp9b,0
Nlrp9c,0
Nlrx1,367
Nmb,234
Nmbr,0
Nmd3,7693
Nme1,5743
Nme2,11904
Nme3,81
Nme4,0
Nme5,3
Nme6,1502
Nme7,743
Nme8,0
Nme9,0
Nmi,396
Nmnat1,208
Nmnat2,2
Nmnat3,1298
Nmral1,3
Nmrk1,408
Nmrk2,41
Nms,0
Nmt1,6237
Nmt2,1585
Nmu,0
Nmur1,13
Nmur2,0
Nnat,134
Nnmt,0
Nnt,3502
Noa1,5646
Nob1,6253
Nobox,2
Noc2l,17247
Noc3l,3818
Noc4l,2912
Nod1,57
Nod2,734
Nodal,0
Nog,0
Nol10,3807
Nol11,7440
Nol12,1885
Nol3,1
Nol4,0
Nol4l,570
Nol6,7651
Nol7,4941
Nol8,7470
Nol9,6704
Nolc1,26479
Nom1,3793
Nomo1,10873
Nono,18080
Nop10,4395
Nop14,8579
Nop16,6296
Nop2,13681
Nop56,21603
Nop58,21720
Nop9,6994
Nos1,6807
Nos1ap,0
Nos2,244
Nos3,44
Nosip,1864
Nostrin,3
Notch1,3273
Notch2,5685
Notch3,3
Notch4,0
Noto,0
Notum,0
Nov,0
Nova1,0
Nova2,0
Nox1,9
Nox3,0
Nox4,0
Noxa1,249
Noxo1,492
Noxred1,339
Npas1,36
Npas2,0
Npas3,20
Npas4,0
Npat,4980
Npb,11
Npbwr1,0
Npc1,3990
Npc1l1,15
Npc2,9799
Npcd,0
Npdc1,0
Npepl1,4313
Npepps,4735
Npff,113
Npffr1,2
Npffr2,0
Nphp1,847
Nphp3,19
Nphp4,147
Nphs1,0
Nphs1os,0
Nphs2,0
Npl,2
Nploc4,7206
Npm1,221572
Npm2,55
Npm3,5523
Npm3-ps1,5
Npnt,4
Nppa,0
Nppb,0
Nppc,0
Npr1,0
Npr2,65
Npr3,0
Nprl2,647
Nprl3,1870
Nps,0
Npsr1,0
Nptn,3790
Nptx1,0
Nptx2,0
Nptxr,0
Npvf,0
Npw,0
Npy,0
Npy1r,0
Npy2r,0
Npy4r,0
Npy5r,0
Npy6r,0
Nqo1,124
Nqo2,913
Nr0b1,0
Nr0b2,0
Nr1d1,255
Nr1d2,2838
Nr1h2,1581
Nr1h3,87
Nr1h4,0
Nr1h5,2
Nr1i2,0
Nr1i3,2
Nr2c1,1305
Nr2c2,2613
Nr2c2ap,141
Nr2e1,0
Nr2e3,0
Nr2f1,13
Nr2f2,0
Nr2f6,800
Nr3c1,6561
Nr3c2,0
Nr4a1,17940
Nr4a2,593
Nr4a3,2496
Nr5a1,0
Nr5a2,973
Nr6a1,1454
Nradd,34
Nrap,0
Nrarp,430
Nras,5742
Nrbf2,809
Nrbp1,2451
Nrbp2,0
Nrcam,12
Nrd1,11777
Nrde2,2489
Nrep,2791
Nrf1,2157
Nrg1,0
Nrg2,2
Nrg3,0
Nrg3os,0
Nrg4,65
Nrgn,20
Nrip1,0
Nrip2,145
Nrip3,0
Nrk,0
Nrl,8
Nrm,0
Nrn1,0
Nrn1l,10
Nron,3
Nrp,154
Nrp1,12458
Nrp2,3806
Nrros,12424
Nrsn1,0
Nrsn2,0
Nrtn,11
Nrxn1,0
Nrxn2,784
Nrxn3,0
Nsa2,9243
Nsa2-ps1,16
Nsd1,3698
Nsdhl,359
Nsf,13396
Nsfl1c,5538
Nsg1,0
Nsg2,1058
Nsl1,1707
Nsmaf,3416
Nsmce1,1353
Nsmce2,1505
Nsmce4a,3813
Nsmf,595
Nsun2,20619
Nsun3,1957
Nsun4,2331
Nsun5,1499
Nsun6,604
Nsun7,0
Nt5c,1158
Nt5c1a,2
Nt5c1b,0
Nt5c2,4466
Nt5c3,2314
Nt5c3b,1941
Nt5dc1,1691
Nt5dc2,2132
Nt5dc3,4041
Nt5e,25
Nt5m,632
Ntan1,1125
Ntf3,0
Ntf5,104
Nthl1,878
Ntm,0
Ntmt1,1678
Ntn1,598
Ntn3,23
Ntn4,0
Ntn5,49
Ntng1,0
Ntng2,174
Ntpcr,903
Ntrk1,12
Ntrk2,0
Ntrk3,0
Nts,2
Ntsr1,4
Ntsr2,0
Nuak1,1967
Nuak2,116
Nub1,9044
Nubp1,2063
Nubp2,1734
Nubpl,1080
Nucb1,7432
Nucb2,1208
Nucks1,21433
Nudc,11406
Nudcd1,5983
Nudcd2,6358
Nudcd3,6670
Nudt1,1021
Nudt10,0
Nudt11,0
Nudt12,0
Nudt12os,0
Nudt13,726
Nudt14,392
Nudt15,216
Nudt16,651
Nudt16l1,1790
Nudt17,75
Nudt18,998
Nudt19,1663
Nudt2,509
Nudt21,924
Nudt22,238
Nudt3,0
Nudt4,7374
Nudt5,3398
Nudt6,162
Nudt7,814
Nudt8,879
Nudt9,2689
Nuf2,1916
Nufip1,6830
Nufip2,18648
Nuggc,26
Numa1,13216
Numb,938
Numbl,289
Nup107,4353
Nup133,3991
Nup153,21287
Nup155,10196
Nup160,8494
Nup188,6766
Nup205,13908
Nup210,12023
Nup210l,79
Nup214,6754
Nup35,414
Nup37,2113
Nup43,2060
Nup50,11850
Nup54,3736
Nup62,14550
Nup62-il4i1,8
Nup62cl,4
Nup85,6344
Nup88,244
Nup93,4584
Nup98,12444
Nupl1,5270
Nupl2,1986
Nupr1,376
Nupr1l,7
Nus1,9558
Nusap1,4060
Nutf2,1463
Nutf2-ps1,176
Nutm1,6
Nutm2,0
Nvl,6630
Nwd1,2
Nwd2,0
Nxf1,5717
Nxf2,0
Nxf3,7
Nxf7,5
Nxn,1814
Nxnl1,36
Nxnl2,1
Nxpe2,5982
Nxpe3,3551
Nxpe4,905
Nxpe5,1
Nxph1,0
Nxph2,1
Nxph3,2
Nxph4,71
Nxt1,1996
Nxt2,1854
Nyap1,136
Nyap2,1
Nynrin,298
Nyx,23
Oacyl,2
Oaf,0
Oard1,1065
Oas1a,23
Oas1b,66
Oas1c,253
Oas1d,0
Oas1e,0
Oas1f,0
Oas1g,0
Oas1h,2
Oas2,5
Oas3,0
Oasl1,27
Oasl2,16
Oat,6561
Oat-rs1,0
Oaz1,5479
Oaz1-ps,21
Oaz2,2005
Oaz3,1
Obfc1,855
Obox1,0
Obox2,0
Obox3,0
Obox5,0
Obox6,0
Obp1a,0
Obp1b,0
Obp2a,16
Obp2b,0
Obscn,341
Obsl1,15
Oc90,0
Oca2,0
Ocel1,103
Ociad1,12299
Ociad2,278
Ocln,0
Ocm,0
Ocrl,1188
Ocstamp,0
Odam,0
Odc1,106787
Odf1,31
Odf2,4590
Odf2l,3357
Odf3,4
Odf3b,2
Odf3l1,0
Odf3l2,0
Odf4,0
Ofcc1,0
Ofd1,3459
Ogdh,16235
Ogdhl,5507
Ogfod1,3023
Ogfod2,672
Ogfod3,446
Ogfr,4535
Ogfrl1,0
Ogg1,840
Ogn,2
Ogt,11909
Oip5,881
Oit1,0
Oit3,2
Ola1,8853
Olah,4
Olfm1,143
Olfm2,17
Olfm3,0
Olfm4,6528
Olfml1,0
Olfml2a,525
Olfml2b,26
Olfml3,1712
Olfr1,0
Olfr10,1
Olfr100,0
Olfr1000,0
Olfr1002,0
Olfr1006,0
Olfr1008,0
Olfr1009,0
Olfr101,0
Olfr1010,0
Olfr1012,0
Olfr1013,0
Olfr1014,0
Olfr1015,0
Olfr1016,0
Olfr1018,0
Olfr1019,0
Olfr102,0
Olfr1020,0
Olfr1022,0
Olfr1023,0
Olfr1024,0
Olfr1026,0
Olfr1027-ps1,0
Olfr1028,0
Olfr1029,0
Olfr103,0
Olfr1030,0
Olfr1031,0
Olfr1032,0
Olfr1033,0
Olfr1034,0
Olfr1036,0
Olfr1037,0
Olfr1038-ps,0
Olfr1039,0
Olfr1040,0
Olfr1042,0
Olfr1043,0
Olfr1044,0
Olfr1045,0
Olfr1046,0
Olfr1047,0
Olfr1048,0
Olfr1049,0
Olfr1050-ps1,0
Olfr1051,0
Olfr1052,0
Olfr1053,0
Olfr1054,0
Olfr1055,0
Olfr1056,0
Olfr1057,0
Olfr1058,0
Olfr1061,0
Olfr1062,0
Olfr1063-ps1,0
Olfr1065,0
Olfr1066,0
Olfr107,0
Olfr1076,0
Olfr1077-ps1,0
Olfr1079,0
Olfr108,0
Olfr1080,0
Olfr1082,0
Olfr1084,0
Olfr1085,0
Olfr1086,0
Olfr1087,0
Olfr1089,0
Olfr109,0
Olfr1090,0
Olfr1093,0
Olfr1094,0
Olfr1095,0
Olfr1097,0
Olfr1098,0
Olfr1099,0
Olfr11,0
Olfr110,0
Olfr1100,0
Olfr1101,0
Olfr1102,0
Olfr1104,0
Olfr1105,0
Olfr1106,0
Olfr1107,0
Olfr1109,0
Olfr111,0
Olfr1110,0
Olfr1111,0
Olfr1112,0
Olfr1113,0
Olfr1115,0
Olfr1116,0
Olfr1118,0
Olfr112,0
Olfr1120,0
Olfr1121,0
Olfr1122,0
Olfr1123,0
Olfr1124,0
Olfr1126,0
Olfr1128,0
Olfr1129,0
Olfr113,0
Olfr1130,0
Olfr1131,0
Olfr1132,0
Olfr1133,0
Olfr1134,0
Olfr1135,0
Olfr1136,0
Olfr1137,0
Olfr1138,0
Olfr114,0
Olfr1140,0
Olfr1141,0
Olfr1143,0
Olfr1145,0
Olfr1148,0
Olfr115,0
Olfr1151,0
Olfr1152,0
Olfr1153,0
Olfr1154,0
Olfr1155,0
Olfr1156,0
Olfr1157,0
Olfr1158,0
Olfr1159-ps1,0
Olfr116,0
Olfr1160,0
Olfr1161,0
Olfr1162,0
Olfr1163,0
Olfr1164,0
Olfr1166,0
Olfr1167,0
Olfr1168,0
Olfr117,0
Olfr1170,0
Olfr1173,0
Olfr1174-ps,1
Olfr1175-ps,0
Olfr1176,0
Olfr1178,0
Olfr1179,0
Olfr118,0
Olfr1180,0
Olfr1181,0
Olfr1182,0
Olfr1183,0
Olfr1184,0
Olfr1185-ps1,0
Olfr1186,0
Olfr1188,0
Olfr1189,0
Olfr119,0
Olfr1193,0
Olfr1195,0
Olfr1196,0
Olfr1197,0
Olfr1198,0
Olfr1199,0
Olfr12,0
Olfr120,0
Olfr1200,0
Olfr1201,0
Olfr1202,0
Olfr1204,0
Olfr1205,0
Olfr1206,0
Olfr1208,0
Olfr1209,0
Olfr121,0
Olfr1211,0
Olfr1212,0
Olfr1213,0
Olfr1214,0
Olfr1215,0
Olfr1216,0
Olfr1217,0
Olfr1218,0
Olfr1219,0
Olfr122,0
Olfr1220,0
Olfr1221,0
Olfr1222,0
Olfr1223,0
Olfr1225,0
Olfr1226,0
Olfr1228,0
Olfr1229,0
Olfr123,0
Olfr1230,0
Olfr1231,0
Olfr1232,0
Olfr1233,0
Olfr1234,0
Olfr1238,0
Olfr1239,0
Olfr124,0
Olfr1240,0
Olfr1241,0
Olfr1242,0
Olfr1243,0
Olfr1245,0
Olfr1246,0
Olfr1247,0
Olfr1248,0
Olfr1249,0
Olfr125,0
Olfr1250,0
Olfr1251,0
Olfr1252,0
Olfr1253,0
Olfr1254,0
Olfr1255,0
Olfr1256,0
Olfr1257,0
Olfr1258,0
Olfr1259,0
Olfr126,0
Olfr1260,0
Olfr1261,0
Olfr1262,0
Olfr1263,0
Olfr1264,0
Olfr1265,0
Olfr1269,0
Olfr127,0
Olfr1270,0
Olfr1271,0
Olfr1272,0
Olfr1273-ps,0
Olfr1274-ps,0
Olfr1275,0
Olfr1276,0
Olfr1277,0
Olfr1278,0
Olfr1279,0
Olfr128,0
Olfr1280,0
Olfr1281,0
Olfr1282,0
Olfr1283,0
Olfr1284,0
Olfr1285,0
Olfr1286,0
Olfr1287,0
Olfr1288,0
Olfr1289,0
Olfr129,0
Olfr1290,0
Olfr1292-ps1,0
Olfr1294,0
Olfr1295,0
Olfr1296-ps1,0
Olfr1297,0
Olfr1298,0
Olfr1299,0
Olfr13,0
Olfr130,0
Olfr1300-ps1,0
Olfr1301,0
Olfr1302,0
Olfr1303,0
Olfr1305,0
Olfr1306,0
Olfr1307,0
Olfr1308,0
Olfr1309,0
Olfr131,0
Olfr1310,0
Olfr1311,0
Olfr1312,0
Olfr1313,0
Olfr1314,0
Olfr1316,0
Olfr1317,0
Olfr1318,0
Olfr132,0
Olfr1320,0
Olfr1321,0
Olfr1322,0
Olfr1323,0
Olfr1324,0
Olfr1325,0
Olfr1328,0
Olfr1329,0
Olfr133,0
Olfr1330,0
Olfr1331,0
Olfr1332-ps1,0
Olfr1333,0
Olfr1335,0
Olfr1336,0
Olfr1337,0
Olfr1338,0
Olfr1339,0
Olfr134,0
Olfr1340,0
Olfr1341,0
Olfr1342,0
Olfr1344,0
Olfr1346,0
Olfr1347,0
Olfr1348,0
Olfr1349,0
Olfr135,0
Olfr1350,0
Olfr1351,0
Olfr1352,0
Olfr1353,0
Olfr1354,0
Olfr1355,0
Olfr1356,0
Olfr1357,0
Olfr1358,2
Olfr1359,0
Olfr136,0
Olfr1360,0
Olfr1361,0
Olfr1362,0
Olfr1364,0
Olfr1366,0
Olfr1367,0
Olfr1368,0
Olfr137,0
Olfr1370,0
Olfr1371,0
Olfr1372-ps1,2
Olfr1373,0
Olfr1376-ps1,0
Olfr1377,0
Olfr1378,0
Olfr138,0
Olfr1380,0
Olfr1381,0
Olfr1382,0
Olfr1383,0
Olfr1384,0
Olfr1385,0
Olfr1386,0
Olfr1387,0
Olfr1388,0
Olfr1389,0
Olfr139,0
Olfr1390,0
Olfr1391,0
Olfr1392,4
Olfr1393,8
Olfr1394,0
Olfr1395,0
Olfr1396,0
Olfr140,0
Olfr1402,0
Olfr1404,0
Olfr1406,0
Olfr1408,0
Olfr141,0
Olfr1410,0
Olfr1411,0
Olfr1412,0
Olfr1413,0
Olfr1414,8
Olfr1415,0
Olfr1416,0
Olfr1417,0
Olfr1418,0
Olfr1419,0
Olfr142,0
Olfr1420,0
Olfr1423,0
Olfr1424,0
Olfr1425,0
Olfr1426,0
Olfr1427,0
Olfr1428,0
Olfr143,0
Olfr1431,0
Olfr1432,0
Olfr1434,0
Olfr1436,0
Olfr1437,0
Olfr1440,0
Olfr1441,0
Olfr1442,0
Olfr1443,0
Olfr1444,0
Olfr1445,0
Olfr1446,0
Olfr1447,0
Olfr1448,0
Olfr1449,0
Olfr145,0
Olfr1450,0
Olfr1451,0
Olfr1453,0
Olfr1454,0
Olfr1457,0
Olfr1458,0
Olfr1459,0
Olfr146,0
Olfr1461,0
Olfr1462,0
Olfr1463,0
Olfr1464-ps1,0
Olfr1465,0
Olfr1466,0
Olfr1467,0
Olfr1469,0
Olfr147,0
Olfr1471,0
Olfr1472,0
Olfr1474,0
Olfr1475,0
Olfr1477,0
Olfr148,0
Olfr1480,0
Olfr1484,0
Olfr1487,0
Olfr1489,0
Olfr149,0
Olfr1490,0
Olfr1491,0
Olfr1494,0
Olfr1495,0
Olfr1496,0
Olfr1497,0
Olfr1499,0
Olfr15,0
Olfr150,0
Olfr1500,0
Olfr1501,0
Olfr1502,0
Olfr1504,0
Olfr1505,0
Olfr1506,0
Olfr1507,0
Olfr1508,0
Olfr1509,0
Olfr151,0
Olfr1510,0
Olfr1511,0
Olfr1512,0
Olfr1513,0
Olfr152,0
Olfr153,0
Olfr1532-ps1,0
Olfr1535,0
Olfr1537,0
Olfr154,0
Olfr155,0
Olfr156,0
Olfr157,0
Olfr159,0
Olfr16,0
Olfr160,0
Olfr161,0
Olfr162-ps1,2
Olfr164,18
Olfr165,0
Olfr166,5
Olfr167,2
Olfr168,0
Olfr169,0
Olfr17,0
Olfr170,0
Olfr171,0
Olfr172,0
Olfr173,0
Olfr175-ps1,14
Olfr177,0
Olfr178,0
Olfr18,0
Olfr180,0
Olfr181,0
Olfr183,0
Olfr186,0
Olfr187,0
Olfr19,0
Olfr190,0
Olfr191,0
Olfr192,0
Olfr193,0
Olfr194,0
Olfr195,0
Olfr196,0
Olfr197,0
Olfr198,0
Olfr199,0
Olfr2,0
Olfr20,0
Olfr201,0
Olfr202,0
Olfr203,0
Olfr204,0
Olfr205,0
Olfr206,0
Olfr209,0
Olfr211,0
Olfr212,0
Olfr213,0
Olfr214,0
Olfr215,0
Olfr218,0
Olfr220,0
Olfr221,0
Olfr222,0
Olfr223,0
Olfr224,0
Olfr225,0
Olfr228,0
Olfr229,0
Olfr23,0
Olfr231,0
Olfr235,0
Olfr237-ps1,0
Olfr239,0
Olfr24,0
Olfr243,0
Olfr247,0
Olfr248,0
Olfr25,0
Olfr250,0
Olfr251,0
Olfr259,0
Olfr26,0
Olfr262,0
Olfr263,0
Olfr266,0
Olfr267,10
Olfr27,0
Olfr270,0
Olfr272,0
Olfr273,0
Olfr275,0
Olfr279,0
Olfr281,0
Olfr282,0
Olfr283,0
Olfr284,0
Olfr285,0
Olfr286,0
Olfr287,0
Olfr288,0
Olfr29-ps1,0
Olfr290,0
Olfr291,0
Olfr292,0
Olfr293,0
Olfr294,0
Olfr295,0
Olfr296-ps1,0
Olfr297,0
Olfr298,0
Olfr299,0
Olfr3,0
Olfr30,0
Olfr301,0
Olfr303,0
Olfr304,0
Olfr305,0
Olfr307,0
Olfr308,0
Olfr309,0
Olfr31,0
Olfr310,0
Olfr311,0
Olfr312,0
Olfr313,0
Olfr314,0
Olfr315,0
Olfr316,0
Olfr317,0
Olfr318,0
Olfr319,0
Olfr32,0
Olfr320,0
Olfr322,0
Olfr323,0
Olfr324,0
Olfr325,0
Olfr328,0
Olfr329-ps,0
Olfr33,0
Olfr330,0
Olfr331,0
Olfr332,0
Olfr338,0
Olfr339,0
Olfr340,0
Olfr341,0
Olfr342,0
Olfr344,0
Olfr345,0
Olfr346,0
Olfr347,0
Olfr348,0
Olfr350,0
Olfr351,0
Olfr352,0
Olfr353,0
Olfr354,0
Olfr355,0
Olfr356,0
Olfr357,0
Olfr358,0
Olfr360,0
Olfr361,0
Olfr362,0
Olfr365,0
Olfr366,0
Olfr367-ps,0
Olfr368,0
Olfr370,0
Olfr371,0
Olfr372,0
Olfr373,0
Olfr374,0
Olfr376,0
Olfr378,0
Olfr379-ps1,0
Olfr38,0
Olfr380,0
Olfr381,0
Olfr382,0
Olfr384,0
Olfr385,0
Olfr387-ps1,0
Olfr389,0
Olfr39,0
Olfr390,0
Olfr391-ps,0
Olfr392,0
Olfr393,0
Olfr394,0
Olfr395,0
Olfr397,0
Olfr398,0
Olfr399,0
Olfr401,0
Olfr402,0
Olfr403,0
Olfr406,0
Olfr410,0
Olfr411,0
Olfr412,0
Olfr414,0
Olfr417,0
Olfr418-ps1,0
Olfr419,0
Olfr420,0
Olfr421-ps1,0
Olfr424,0
Olfr427,0
Olfr429,0
Olfr43,0
Olfr430,0
Olfr432,0
Olfr433,5
Olfr434,0
Olfr435,0
Olfr437,0
Olfr44,0
Olfr441,0
Olfr444,0
Olfr446,0
Olfr447,0
Olfr448,0
Olfr449,0
Olfr45,0
Olfr450,0
Olfr452,0
Olfr453,0
Olfr455,0
Olfr456,0
Olfr457,0
Olfr458,0
Olfr459,0
Olfr46,0
Olfr460,0
Olfr461,0
Olfr462,0
Olfr463,0
Olfr464,0
Olfr466,0
Olfr467,0
Olfr469,0
Olfr47,0
Olfr470,0
Olfr471,0
Olfr472,0
Olfr473,0
Olfr474,0
Olfr476,0
Olfr477,0
Olfr478,0
Olfr479,0
Olfr48,0
Olfr480,0
Olfr481,0
Olfr482,0
Olfr483,0
Olfr484,0
Olfr485,0
Olfr486,0
Olfr487,0
Olfr488,0
Olfr49,6
Olfr490,0
Olfr491,0
Olfr492,0
Olfr493,0
Olfr494,0
Olfr495,0
Olfr497,0
Olfr498,0
Olfr5,0
Olfr50,0
Olfr502,0
Olfr503,0
Olfr504,0
Olfr506,0
Olfr507,0
Olfr508,0
Olfr509,0
Olfr51,0
Olfr510,0
Olfr512,0
Olfr513,0
Olfr514,0
Olfr516,0
Olfr517,0
Olfr518,0
Olfr519,0
Olfr52,0
Olfr520,0
Olfr521,0
Olfr522,0
Olfr523,0
Olfr524,0
Olfr525,0
Olfr527,0
Olfr53,0
Olfr530,0
Olfr531,0
Olfr532,0
Olfr533,0
Olfr535,0
Olfr536,0
Olfr538,0
Olfr539,0
Olfr54,0
Olfr541,0
Olfr543,16
Olfr544,2
Olfr545,0
Olfr547,0
Olfr549,0
Olfr55,0
Olfr550,0
Olfr551,0
Olfr552,0
Olfr553,0
Olfr554,0
Olfr555,0
Olfr556,0
Olfr557,0
Olfr558,0
Olfr559,0
Olfr56,0
Olfr560,0
Olfr561,0
Olfr564,0
Olfr566,0
Olfr568,0
Olfr569,0
Olfr57,0
