gene_id,Satrom-mRNA-24hT_ATCACG_L002_001
Mir7653,0
Mir7654,0
Mir7655,0
Mir7656,0
Mir7657,0
Mir7658,0
Mir7659,0
Mir7660,3
Mir7661,0
Mir7662,0
Mir7663,0
Mir7664,0
Mir7665,0
Mir7666,0
Mir7667,0
Mir7668,0
Mir7669,1
Mir767,0
Mir7670,0
Mir7671,0
Mir7672,0
Mir7673,0
Mir7674,1
Mir7675,0
Mir7676-1,0
Mir7676-2,0
Mir7677,0
Mir7678,0
Mir7679,0
Mir7680,0
Mir7681,0
Mir7682,2
Mir7683,0
Mir7684,0
Mir7685,0
Mir7686,0
Mir7687,0
Mir7688,0
Mir7689,0
Mir770,0
Mir7b,0
Mir7j,0
Mir7k,0
Mir802,0
Mir804,0
Mir8090,0
Mir8091,0
Mir8092,0
Mir8093,0
Mir8094,0
Mir8095,0
Mir8096,0
Mir8097,0
Mir8098,0
Mir8099-1,0
Mir8099-2,0
Mir8100,0
Mir8101,0
Mir8102,6
Mir8103,0
Mir8104,0
Mir8105,3
Mir8106,0
Mir8107,0
Mir8108,0
Mir8109,0
Mir8110,0
Mir8111,1
Mir8112,0
Mir8113,0
Mir8114,0
Mir8115,0
Mir8116,5
Mir8117,0
Mir8118,1
Mir8119,0
Mir8120,0
Mir871,0
Mir872,0
Mir873a,0
Mir873b,0
Mir874,0
Mir875,3
Mir876,0
Mir877,0
Mir878,0
Mir879,0
Mir880,0
Mir881,0
Mir882,0
Mir883a,0
Mir883b,0
Mir9-1,0
Mir9-2,1
Mir9-3,0
Mir92-1,0
Mir92-2,0
Mir92b,0
Mir93,4
Mir935,0
Mir96,0
Mir9768,0
Mir9769,0
Mir98,0
Mir99a,0
Mir99ahg,0
Mir99b,0
Mira,0
Mirc35hg,24
Mirg,0
Mirlet7a-1,0
Mirlet7a-2,0
Mirlet7b,0
Mirlet7bhg,0
Mirlet7c-1,0
Mirlet7c-2,0
Mirlet7d,6
Mirlet7e,0
Mirlet7f-1,0
Mirlet7f-2,0
Mirlet7g,0
Mirlet7i,3
Mis12,369
Mis18a,1494
Mis18bp1,3618
Misp,0
Mitd1,471
Mitf,360
Mixl1,0
Mki67,34646
Mkks,517
Mkl1,1461
Mkl2,2191
Mkln1,5004
Mkln1os,13
Mknk1,1023
Mknk2,10523
Mkrn1,1662
Mkrn2,1032
Mkrn2os,0
Mkrn3,0
Mks1,211
Mkx,0
Mlana,0
Mlc1,0
Mlec,25715
Mlf1,0
Mlf2,7338
Mlh1,1577
Mlh3,950
Mlip,0
Mlkl,14
Mllt1,5939
Mllt10,2906
Mllt11,550
Mllt3,2224
Mllt4,0
Mllt6,5119
Mlph,0
Mlst8,1010
Mlx,1258
Mlxip,2917
Mlxipl,2
Mlycd,329
Mmaa,75
Mmab,889
Mmachc,1697
Mmadhc,4138
Mmd,1899
Mmd2,0
Mme,0
Mmel1,46
Mmgt1,4871
Mmgt2,855
Mmp10,983
Mmp11,0
Mmp12,8
Mmp13,2
Mmp14,0
Mmp15,31
Mmp16,0
Mmp17,2
Mmp19,6
Mmp1a,1
Mmp1b,4
Mmp2,0
Mmp20,0
Mmp21,0
Mmp23,16
Mmp24,0
Mmp25,0
Mmp27,0
Mmp28,12
Mmp3,17
Mmp7,0
Mmp8,8
Mmp9,4
Mmrn1,0
Mmrn2,9
Mms19,2691
Mms22l,2214
Mn1,0
Mnat1,3573
Mnd1,431
Mnd1-ps,5
Mnda,36
Mndal,1958
Mns1,3327
Mnt,2348
Mnx1,0
Moap1,9
Mob1a,11337
Mob1b,3022
Mob2,1038
Mob3a,4031
Mob3b,1972
Mob3c,500
Mob4,2802
Mobp,0
Mocos,0
Mocs1,577
Mocs2,923
Mocs3,265
Mog,0
Mogat1,0
Mogat2,0
Mogs,7111
Mok,149
Mon1a,627
Mon1b,1780
Mon2,3235
Morc1,0
Morc2a,5514
Morc2b,0
Morc3,2430
Morc4,0
Morf4l1,11694
Morf4l2,18530
Morn1,284
Morn2,154
Morn3,5
Morn4,2
Morn5,0
Mos,0
Mospd1,427
Mospd2,1007
Mospd3,621
Mospd4,0
Mov10,1767
Mov10l1,0
Moxd1,0
Moxd2,0
Mpc1,667
Mpc1-ps,407
Mpc2,1218
Mpdu1,3509
Mpdz,0
Mpeg1,7349
Mpg,1026
Mphosph10,10887
Mphosph6,3753
Mphosph8,5112
Mphosph9,1567
Mpi,1808
Mpl,0
Mplkip,796
Mpnd,1000
Mpo,0
Mpp1,1623
Mpp2,404
Mpp3,13
Mpp4,6
Mpp5,2529
Mpp6,7111
Mpp7,0
Mppe1,386
Mpped1,4
Mpped2,0
Mprip,5572
Mpst,386
Mptx1,0
Mptx2,0
Mpv17,848
Mpv17l,60
Mpv17l2,759
Mpz,4
Mpzl1,1297
Mpzl2,1265
Mpzl3,157
Mr1,357
Mrap,0
Mrap2,2
Mras,4
Mrc1,5
Mrc2,6
Mre11a,4817
Mreg,9714
Mrfap1,14599
Mrgbp,1775
Mrgpra1,0
Mrgpra18-ps,0
Mrgpra2a,0
Mrgpra2b,0
Mrgpra3,0
Mrgpra4,0
Mrgpra6,0
Mrgpra9,0
Mrgprb1,0
Mrgprb12-ps,0
Mrgprb13,0
Mrgprb2,0
Mrgprb3,0
Mrgprb4,0
Mrgprb5,0
Mrgprb8,0
Mrgprc1-ps,0
Mrgprc3-ps,0
Mrgprc4-ps,0
Mrgprd,0
Mrgpre,949
Mrgprf,0
Mrgprg,0
Mrgprh,2
Mrgprx1,0
Mrgprx2,0
Mrgprx3-ps,0
Mri1,1264
Mrm1,541
Mro,0
Mroh1,753
Mroh2a,7
Mroh2b,0
Mroh3,0
Mroh4,0
Mroh5,0
Mroh6,44
Mroh7,11
Mroh8,18
Mroh9,0
Mrpl1,3033
Mrpl10,2784
Mrpl11,2930
Mrpl12,7241
Mrpl13,5404
Mrpl14,549
Mrpl15,5202
Mrpl16,2500
Mrpl17,2412
Mrpl18,6338
Mrpl19,4732
Mrpl2,2754
Mrpl20,3880
Mrpl21,2655
Mrpl22,286
Mrpl23,127
Mrpl23-ps1,128
Mrpl24,1284
Mrpl27,1368
Mrpl28,2650
Mrpl3,5455
Mrpl30,2340
Mrpl32,1959
Mrpl33,1853
Mrpl34,1266
Mrpl35,2801
Mrpl36,1649
Mrpl37,4678
Mrpl38,3265
Mrpl39,5393
Mrpl4,2233
Mrpl40,0
Mrpl41,1341
Mrpl42,3879
Mrpl43,1910
Mrpl44,2763
Mrpl45,4974
Mrpl46,2178
Mrpl47,2631
Mrpl48,3085
Mrpl48-ps,10
Mrpl49,2486
Mrpl50,4489
Mrpl51,3044
Mrpl52,1619
Mrpl53,1504
Mrpl54,1291
Mrpl55,869
Mrpl57,1956
Mrpl9,6477
Mrps10,2287
Mrps11,1721
Mrps12,884
Mrps14,3005
Mrps15,3092
Mrps16,2803
Mrps17,1860
Mrps18a,1629
Mrps18b,8
Mrps18c,1884
Mrps2,4007
Mrps21,1579
Mrps22,2722
Mrps23,1
Mrps24,1368
Mrps25,1742
Mrps26,2432
Mrps27,2823
Mrps28,1242
Mrps30,2995
Mrps31,2064
Mrps33,683
Mrps34,1430
Mrps35,1159
Mrps36,640
Mrps36-ps1,1
Mrps36-ps2,0
Mrps5,6081
Mrps6,988
Mrps7,5964
Mrps9,3945
Mrrf,1252
Mrs2,2165
Mrto4,6552
Mrvi1,0
Ms4a1,12344
Ms4a10,0
Ms4a12,0
Ms4a13,0
Ms4a14,9
Ms4a15,0
Ms4a18,0
Ms4a2,0
Ms4a3,0
Ms4a4a,67
Ms4a4b,8
Ms4a4c,135
Ms4a4d,0
Ms4a5,0
Ms4a6b,64
Ms4a6c,4217
Ms4a6d,21
Ms4a7,36
Ms4a8a,0
Msantd1,29
Msantd2,486
Msantd3,0
Msantd4,1696
Msc,0
Msgn1,0
Msh2,6254
Msh3,2225
Msh4,13
Msh5,0
Msh6,8818
Msi1,1665
Msi2,2349
Msl1,3297
Msl2,6258
Msl3,3779
Msl3l2,0
Msln,0
Mslnl,0
Msmb,0
Msmo1,9914
Msmp,0
Msn,28449
Msr1,0
Msra,411
Msrb1,1038
Msrb2,19
Msrb3,3
Mss51,82
Mst1,25
Mst1r,4
Mstn,0
Msto1,3485
Msx1,0
Msx1os,0
Msx2,0
Msx3,0
Mt1,0
Mt2,79
Mt3,9
Mt4,0
Mta1,285
Mta2,14492
Mta3,2244
Mtag2,3
Mtap,0
Mtap7d3,0
Mtbp,3201
Mtch1,4051
Mtch2,7935
Mtcl1,0
Mtcp1,361
Mtdh,30452
Mterf1a,154
Mterf1b,79
Mterf2,380
Mterf3,1122
Mterf4,771
Mtf1,879
Mtf2,6356
Mtfmt,893
Mtfp1,1501
Mtfr1,4116
Mtfr1l,2723
Mtfr2,870
Mtg1,744
Mtg2,805
Mthfd1,15061
Mthfd1l,7598
Mthfd2,12501
Mthfd2l,0
Mthfr,301
Mthfs,375
Mthfsd,953
Mthfsl,284
Mtif2,3635
Mtif3,525
Mtl5,0
Mtm1,99
Mtmr1,1305
Mtmr10,376
Mtmr11,63
Mtmr12,2460
Mtmr14,5982
Mtmr2,5330
Mtmr3,7258
Mtmr4,0
Mtmr6,3185
Mtmr7,37
Mtmr9,5816
Mtnr1a,0
Mtnr1b,0
Mto1,957
Mtor,946
Mtpap,2947
Mtpn,18815
Mtr,4500
Mtrf1,1322
Mtrf1l,618
Mtrr,1298
Mtss1,2868
Mtss1l,1354
Mttp,483
Mturn,29
Mtus1,0
Mtus2,0
Mtx1,2986
Mtx2,4819
Mtx3,1277
Muc1,23
Muc13,8
Muc15,0
Muc16,0
Muc19,5
Muc2,0
Muc20,6
Muc3,10
Muc4,2
Muc5ac,0
Muc5b,12
Muc6,0
Mucl1,0
Mug-ps1,0
Mug1,0
Mug2,0
Mug4-ps,0
Mul1,1125
Mum1,1975
Mum1l1,0
Mup-ps12,0
Mup-ps16,0
Mup-ps17,0
Mup-ps18,0
Mup-ps19,0
Mup-ps2,0
Mup-ps21,0
Mup-ps23,0
Mup-ps8,0
Mup-ps9,0
Mup1,0
Mup10,0
Mup11,0
Mup12,0
Mup13,0
Mup14,0
Mup15,0
Mup16,0
Mup17,0
Mup19,0
Mup2,0
Mup20,0
Mup21,0
Mup3,0
Mup4,0
Mup5,0
Mup6,0
Mup7,0
Mup8,0
Mup9,0
Murc,34
Mus81,898
Musk,0
Mustn1,16
Mut,2423
Mutyh,355
Mvb12a,1718
Mvb12b,416
Mvd,3532
Mvk,950
Mvp,2239
Mx1,3
Mx2,26
Mxd1,459
Mxd3,104
Mxd4,1551
Mxi1,744
Mxra7,2
Mxra8,273
Myadm,10
Myadml2,10
Myb,4695
Mybbp1a,53745
Mybl1,217
Mybl2,7070
Mybpc1,0
Mybpc2,675
Mybpc3,2
Mybph,20
Mybphl,0
Myc,21283
Mycbp,1323
Mycbp2,21875
Mycbpap,48
Mycl,310
Mycn,0
Mycs,0
Myct1,0
Myd88,3748
Mydgf,3577
Myef2,0
Myeov2,1248
Myf5,0
Myf6,0
Myg1,4025
Myh1,4
Myh10,65
Myh11,6
Myh13,2
Myh14,277
Myh15,0
Myh2,1
Myh3,33
Myh4,2
Myh6,7
Myh7,3
Myh7b,13
Myh8,1
Myh9,27132
Myl1,0
Myl10,1
Myl12a,5220
Myl12b,2865
Myl2,2
Myl3,2
Myl4,375
Myl6,4140
Myl6b,123
Myl7,0
Myl9,0
Mylf-ps,0
Mylip,0
Mylk,0
Mylk2,150
Mylk3,0
Mylk4,3
Mylpf,43
Mynn,1848
Myo10,881
Myo15,19
Myo15b,21
Myo16,0
Myo18a,3070
Myo18b,833
Myo19,1554
Myo1a,1
Myo1b,0
Myo1c,2981
Myo1d,392
Myo1e,13319
Myo1f,1178
Myo1g,13773
Myo1h,155
Myo3a,0
Myo3b,9
Myo5a,16852
Myo5b,6
Myo5c,31
Myo6,1313
Myo7a,1730
Myo7b,3
Myo9a,1446
Myo9b,5357
Myoc,0
Myocd,1
Myod1,0
Myof,213
Myog,9
Myom1,32
Myom2,0
Myom3,69
Myot,0
Myoz1,417
Myoz2,0
Myoz3,1
Mypn,70
Mypop,232
Mypopos,141
Myrf,7
Myrfl,0
Myrip,2
Mysm1,2570
Myt1,1
Myt1l,0
Myzap,324
Mzb1,16636
Mzf1,25
Mzt1,5340
Mzt2,1154
n-R5s100,0
n-R5s103,0
n-R5s104,0
n-R5s105,0
n-R5s108,0
n-R5s110,0
n-R5s111,0
n-R5s113,0
n-R5s117,0
n-R5s121,0
n-R5s122,0
n-R5s123,0
n-R5s124,0
n-R5s128,0
n-R5s133,0
n-R5s134,0
n-R5s136,0
n-R5s138,0
n-R5s139,0
n-R5s141,0
n-R5s142,0
n-R5s143,0
n-R5s144,0
n-R5s146,0
n-R5s149,0
n-Ta10,0
n-Ta11,0
n-Ta12,0
n-Ta13,0
n-Ta14,0
n-Ta15,0
n-Ta16,0
n-Ta17,0
n-Ta18,0
n-Ta19,0
n-Ta21,0
n-Ta22,0
n-Ta23,0
n-Ta24,0
n-Ta25,0
n-Ta26,0
n-Ta27,0
n-Ta28,0
n-Ta29,0
n-Ta30,0
n-Ta31,0
n-Ta32,0
n-Ta33,0
n-Ta34,0
n-Ta35,0
n-Ta36,0
n-Ta37,0
n-Ta38,0
n-Ta39,0
n-Ta40,0
n-Ta7,0
n-Ta8,1
n-Ta9,0
n-Tc1,0
n-Tc10,0
n-Tc11,0
n-Tc12,0
n-Tc13,0
n-Tc14,0
n-Tc15,0
n-Tc16,0
n-Tc17,0
n-Tc18,0
n-Tc19,0
n-Tc2,0
n-Tc20,0
n-Tc21,0
n-Tc22,0
n-Tc23,0
n-Tc24,0
n-Tc25,0
n-Tc26,0
n-Tc27,0
n-Tc28,0
n-Tc29,0
n-Tc3,0
n-Tc30,0
n-Tc31,0
n-Tc32,0
n-Tc33,0
n-Tc34,0
n-Tc35,0
n-Tc36,0
n-Tc37,0
n-Tc38,0
n-Tc39,0
n-Tc4,0
n-Tc40,0
n-Tc41,0
n-Tc42,0
n-Tc43,0
n-Tc44,0
n-Tc45,0
n-Tc46,0
n-Tc47,0
n-Tc48,0
n-Tc49,0
n-Tc5,0
n-Tc50,0
n-Tc51,3
n-Tc52,0
n-Tc53,0
n-Tc54,0
n-Tc55,0
n-Tc56,0
n-Tc57,0
n-Tc6,0
n-Tc7,0
n-Tc8,0
n-Tc9,0
n-Td14,0
n-Td15,0
n-Td16,0
n-Td2,2
n-Td3,0
n-Td4,0
n-Td5,0
n-Td6,0
n-Td7,0
n-Td8,0
n-Td9,0
n-Te10,0
n-Te11,0
n-Te12,0
n-Te13,0
n-Te14,0
n-Te15,0
n-Te16,0
n-Te18,2
n-Te19,0
n-Te20,0
n-Te21,0
n-Te3,0
n-Te4,0
n-Te5,0
n-Te6,0
n-Te7,0
n-Te8,0
n-Te9,0
n-Tf2,0
n-Tf3,0
n-Tf4,0
n-Tf5,0
n-Tf6,0
n-Tf7,0
n-Tg1,0
n-Tg10,0
n-Tg11,0
n-Tg12,0
n-Tg13,0
n-Tg14,0
n-Tg15,0
n-Tg16,0
n-Tg17,0
n-Tg18,0
n-Tg19,1
n-Tg20,0
n-Tg21,0
n-Tg22,0
n-Tg23,0
n-Tg24,0
n-Tg25,0
n-Tg26,0
n-Tg27,3
n-Tg28,0
n-Tg29,0
n-Tg3,0
n-Tg4,0
n-Tg5,0
n-Tg6,0
n-Tg7,0
n-Tg8,0
n-Tg9,0
n-Th1,0
n-Th11,0
n-Th2,0
n-Th3,1
n-Th4,0
n-Th5,0
n-Th6,1
n-Th7,0
n-Th8,0
n-Th9,0
n-Ti1,0
n-Ti13,1
n-Ti15,0
n-Ti16,0
n-Ti17,0
n-Ti2,0
n-Ti3,0
n-Ti4,0
n-Ti5,0
n-Ti6,0
n-Ti7,0
n-Ti8,0
n-Ti9,0
n-Tk10,0
n-Tk11,0
n-Tk12,0
n-Tk13,0
n-Tk14,0
n-Tk15,2
n-Tk16,0
n-Tk17,0
n-Tk18,1
n-Tk19,0
n-Tk21,0
n-Tk24,0
n-Tk25,0
n-Tk26,0
n-Tk27,0
n-Tk28,0
n-Tk29,0
n-Tk30,0
n-Tk4,0
n-Tk5,0
n-Tk6,0
n-Tk7,0
n-Tk8,0
n-Tk9,0
n-Tl10,0
n-Tl12,0
n-Tl13,0
n-Tl14,0
n-Tl15,0
n-Tl16,0
n-Tl17,0
n-Tl18,0
n-Tl19,0
n-Tl20,0
n-Tl21,0
n-Tl22,0
n-Tl25,0
n-Tl26,0
n-Tl27,0
n-Tl28,0
n-Tl29,1
n-Tl4,0
n-Tl5,0
n-Tl6,0
n-Tl7,0
n-Tl8,0
n-Tl9,0
n-Tm11,0
n-Tm12,0
n-Tm13,0
n-Tm14,0
n-Tm15,0
n-Tm16,0
n-Tm17,0
n-Tm4,0
n-Tm5,0
n-Tm6,0
n-Tm7,0
n-Tm9,0
n-Tn10,0
n-Tn11,0
n-Tn12,0
n-Tn13,0
n-Tn14,0
n-Tn2,0
n-Tn3,0
n-Tn4,0
n-Tn5,0
n-Tn6,0
n-Tn7,0
n-Tn8,0
n-Tn9,0
n-Tp10,0
n-Tp12,0
n-Tp14,0
n-Tp15,0
n-Tp16,0
n-Tp17,3
n-Tp18,0
n-Tp2,0
n-Tp3,0
n-Tp4,0
n-Tp5,0
n-Tp6,0
n-Tp7,0
n-Tp8,0
n-Tp9,0
n-Tq1,0
n-Tq11,0
n-Tq12,0
n-Tq13,3
n-Tq14,0
n-Tq15,0
n-Tq2,0
n-Tq3,0
n-Tq4,0
n-Tq5,1
n-Tq6,0
n-Tq7,0
n-Tq9,0
n-Tr1,1
n-Tr10,0
n-Tr11,0
n-Tr12,0
n-Tr13,0
n-Tr14,0
n-Tr15,0
n-Tr16,0
n-Tr17,0
n-Tr18,0
n-Tr19,0
n-Tr2,2
n-Tr20,0
n-Tr21,0
n-Tr22,0
n-Tr25,0
n-Tr3,0
n-Tr4,0
n-Tr5,0
n-Tr6,0
n-Tr7,0
n-Tr8,0
n-Tr9,0
n-Ts12,0
n-Ts13,0
n-Ts14,2
n-Ts15,0
n-Ts16,0
n-Ts17,0
n-Ts18,0
n-Ts19,0
n-Ts2,0
n-Ts20,0
n-Ts21,0
n-Ts22,1
n-Ts23,0
n-Ts24,0
n-Ts26,0
n-Ts4,0
n-Ts7,0
n-Ts9,0
n-Tsta1,0
n-Tt1,0
n-Tt11,0
n-Tt12,0
n-Tt13,0
n-Tt14,0
n-Tt15,0
n-Tt16,0
n-Tt17,0
n-Tt18,0
n-Tt2,0
n-Tt3,0
n-Tt5,3
n-Tt6,0
n-Tt7,0
n-Tt8,0
n-Tt9,0
n-Tv1,0
n-Tv10,0
n-Tv12,0
n-Tv14,0
n-Tv15,0
n-Tv16,0
n-Tv17,0
n-Tv18,0
n-Tv19,0
n-Tv2,0
n-Tv21,0
n-Tv22,0
n-Tv23,0
n-Tv3,0
n-Tv4,0
n-Tv5,0
n-Tv6,0
n-Tv7,0
n-Tv8,0
n-Tv9,0
n-Tw1,2
n-Tw2,0
n-Tw3,0
n-Tw4,0
n-Tw5,3
n-Tw6,0
n-Tw7,2
n-Tw8,0
n-Ty1,0
n-Ty10,4
n-Ty2,0
n-Ty3,0
n-Ty4,0
n-Ty5,0
n-Ty6,2
n-Ty7,0
n-Ty8,0
n-Ty9,2
N28178,0
N4bp1,6410
N4bp2,6377
N4bp2l1,330
N4bp2l2,4206
N4bp3,663
N6amt1,1120
N6amt2,1647
Naa10,3591
Naa11,0
Naa15,18586
Naa16,6316
Naa20,1742
Naa25,8829
Naa30,3976
Naa35,2311
Naa38,680
Naa40,6519
Naa50,35504
Naa60,2681
Naaa,510
Naalad2,476
Naaladl1,71
Naaladl2,0
Nab1,3457
Nab2,885
Nabp1,733
Nabp2,2720
Naca,28749
Nacad,37
Nacc1,9253
Nacc2,127
Nadk,10878
Nadk2,3974
Nadsyn1,171
Nae1,2566
Naf1,3559
Naga,658
Nagk,141
Naglu,568
Nagpa,2565
Nags,0
Naif1,160
Naip1,36
Naip2,216
Naip3-ps1,1
Naip5,110
Naip6,599
Nalcn,0
Nampt,34929
Nanog,0
Nanos1,461
Nanos2,0
Nanos3,1
Nanp,15
Nans,4766
Nap1l1,64147
Nap1l2,0
Nap1l3,0
Nap1l4,11527
Nap1l5,8
Napa,5685
Napb,47
Napepld,69
Napg,997
Naprt,28
Napsa,3695
Narf,2101
Narfl,983
Nars,19631
Nars2,1044
Nasp,21723
Nasp-ps1,0
Nat1,0
Nat10,8939
Nat14,36
Nat2,201
Nat3,0
Nat6,197
Nat8,0
Nat8b,0
Nat8l,5
Nat9,264
Natd1,493
Nav1,2
Nav2,7
Nav3,0
Nbas,3111
Nbea,0
Nbeal1,788
Nbeal2,1216
Nbl1,62
Nbn,2469
Nbr1,2633
Ncald,0
Ncam1,0
Ncam2,0
Ncan,726
Ncapd2,14021
Ncapd3,3700
Ncapg,4869
Ncapg2,11364
Ncaph,3535
Ncaph2,12003
Ncbp1,12393
Ncbp2,7167
Nccrp1,2
Ncdn,3192
Nceh1,1407
Ncf1,16342
Ncf2,3733
Ncf2-rs,20
Ncf4,5340
Nck1,1751
Nck2,236
Nckap1,191
Nckap1l,13297
Nckap5,0
Nckap5l,1368
Nckipsd,619
Ncl,257818
Ncln,5479
Ncmap,1
Ncoa1,3387
Ncoa2,4060
Ncoa3,5063
Ncoa4,2927
Ncoa5,4189
Ncoa6,4410
Ncoa7,3614
Ncor1,16655
Ncor2,5590
Ncr1,0
Ncs1,1770
Ncstn,3936
Nctc1,0
Ndc1,9055
Ndc80,2782
Nde1,7340
Ndel1,1696
Ndfip1,5281
Ndfip2,1778
Ndn,0
Ndnf,0
Ndnl2,558
Ndor1,2319
Ndp,0
Ndrg1,130
Ndrg2,355
Ndrg3,2515
Ndrg4,145
Ndst1,2219
Ndst2,1671
Ndst3,0
Ndst4,0
Ndufa1,1621
Ndufa10,7018
Ndufa11,1417
Ndufa12,2511
Ndufa13,2414
Ndufa2,2737
Ndufa3,1491
Ndufa4,7494
Ndufa4l2,0
Ndufa5,1685
Ndufa6,1452
Ndufa7,0
Ndufa8,3780
Ndufa9,6110
Ndufab1,1098
Ndufaf1,1424
Ndufaf2,2037
Ndufaf3,578
Ndufaf4,3016
Ndufaf5,811
Ndufaf6,847
Ndufaf7,1509
Ndufb10,3885
Ndufb11,4041
Ndufb2,1532
Ndufb3,2487
Ndufb4,142
Ndufb5,3424
Ndufb6,2240
Ndufb7,2070
Ndufb8,4528
Ndufb9,4499
Ndufc1,1306
Ndufc2,4075
Ndufs1,8167
Ndufs2,8697
Ndufs3,2792
Ndufs4,2374
Ndufs5,715
Ndufs6,2080
Ndufs7,2842
Ndufs8,3070
Ndufv1,4611
Ndufv2,6069
Ndufv3,3017
Neat1,3443
Neb,40
Nebl,707
Necab1,0
Necab2,0
Necab3,127
Necap1,1588
Necap2,1790
Nedd1,1542
Nedd4,35017
Nedd4l,693
Nedd8,9845
Nedd9,4345
Nefh,0
Nefl,0
Nefm,0
Negr1,2
Neil1,141
Neil2,7
Neil3,717
Nek1,2742
Nek10,2
Nek11,2
Nek2,8456
Nek3,83
Nek4,2777
Nek5,0
Nek6,5343
Nek7,8822
Nek8,225
Nek9,5651
Nelfa,3740
Nelfb,3555
Nelfcd,2549
Nelfe,0
Nell1,0
Nell1os,0
Nell2,0
Nemf,6132
Nenf,655
Neo1,8
Nepn,0
Nes,0
Nespas,70
Net1,2819
Neto1,0
Neto2,0
Neu1,0
Neu2,0
Neu3,15
Neu4,2
Neurl1a,2
Neurl1b,0
Neurl2,61
Neurl3,992
Neurl4,0
Neurod1,0
Neurod2,0
Neurod4,0
Neurod6,0
Neurog1,0
Neurog2,0
Neurog3,2
Nexn,7
Nf1,3502
Nf2,17890
Nfam1,6
Nfasc,0
Nfat5,13724
Nfatc1,7980
Nfatc2,514
Nfatc2ip,1677
Nfatc3,12174
Nfatc4,4
Nfe2,10
Nfe2l1,10711
Nfe2l2,3499
Nfe2l3,23
Nfia,0
Nfib,4
Nfic,1004
Nfil3,2669
Nfix,1040
Nfkb1,18672
Nfkb2,10177
Nfkbia,18968
Nfkbib,2450
Nfkbid,3691
Nfkbie,12152
Nfkbil1,0
Nfkbiz,3122
Nfrkb,2430
Nfs1,2261
Nfu1,2449
Nfx1,9573
Nfxl1,1930
Nfya,5467
Nfyb,1676
Nfyc,1332
Ngb,4
Ngdn,4731
Ngef,2
Ngf,0
Ngfr,0
Ngfrap1,519
Ngly1,754
Ngp,0
Ngrn,812
Nhej1,96
Nhlh1,0
Nhlh2,0
Nhlrc1,0
Nhlrc2,2414
Nhlrc3,341
Nhlrc4,2
Nhp2,11610
Nhp2l1,297
Nhs,0
Nhsl1,2
Nhsl2,0
Nicn1,283
Nid1,211
Nid2,1
Nif3l1,2426
Nifk,10647
Nim1k,9
Nin,7943
Ninj1,1526
Ninj2,2
Ninl,452
Nip7,8809
Nipa1,66
Nipa2,2572
Nipal1,2
Nipal2,0
Nipal3,640
Nipal4,4
Nipbl,20586
Nipsnap1,3816
Nipsnap3a,0
Nipsnap3b,1268
Nisch,20098
Nit1,896
Nit2,2301
Nkain1,2650
Nkain2,0
Nkain3,0
Nkain4,0
Nkap,2748
Nkapl,2
Nkd1,97
Nkd2,0
Nkg7,4
Nkiras1,199
Nkiras2,772
Nkpd1,40
Nkrf,3274
Nktr,8083
Nkx1-1,0
Nkx1-2,4
Nkx2-1,0
Nkx2-2,0
Nkx2-2os,0
Nkx2-3,0
Nkx2-4,0
Nkx2-5,2
Nkx2-6,0
Nkx2-9,0
Nkx3-1,2
Nkx3-2,0
Nkx6-1,0
Nkx6-2,0
Nkx6-3,2
Nle1,2670
Nlgn1,0
Nlgn2,632
Nlgn3,29
Nlk,1792
Nlk-ps1,0
Nln,5370
Nlrc3,47
Nlrc4,699
Nlrc5,3607
Nlrp10,31
Nlrp12,0
Nlrp14,0
Nlrp1a,0
Nlrp1b,110
Nlrp1c-ps,0
Nlrp2,0
Nlrp3,2
Nlrp4a,0
Nlrp4b,0
Nlrp4c,6
Nlrp4d,0
Nlrp4e,0
Nlrp4f,0
Nlrp4g,0
Nlrp5,0
Nlrp5-ps,0
Nlrp6,2
Nlrp9a,0
Nlrp9b,0
Nlrp9c,0
Nlrx1,63
Nmb,50
Nmbr,0
Nmd3,9318
Nme1,12701
Nme2,21165
Nme3,144
Nme4,0
Nme5,3
Nme6,1788
Nme7,893
Nme8,0
Nme9,0
Nmi,260
Nmnat1,182
Nmnat2,1
Nmnat3,697
Nmral1,0
Nmrk1,128
Nmrk2,18
Nms,0
Nmt1,8576
Nmt2,1825
Nmu,0
Nmur1,0
Nmur2,0
Nnat,53
Nnmt,0
Nnt,2407
Noa1,4184
Nob1,6294
Nobox,0
Noc2l,15049
Noc3l,3996
Noc4l,5515
Nod1,5
Nod2,581
Nodal,0
Nog,0
Nol10,5898
Nol11,9205
Nol12,1713
Nol3,3
Nol4,0
Nol4l,564
Nol6,7962
Nol7,5990
Nol8,5378
Nol9,7462
Nolc1,34660
Nom1,4800
Nomo1,13732
Nono,24671
Nop10,4484
Nop14,8443
Nop16,7755
Nop2,13099
Nop56,18914
Nop58,21639
Nop9,7814
Nos1,4085
Nos1ap,0
Nos2,159
Nos3,27
Nosip,3025
Nostrin,5
Notch1,2063
Notch2,1850
Notch3,12
Notch4,0
Noto,0
Notum,0
Nov,0
Nova1,0
Nova2,0
Nox1,20
Nox3,0
Nox4,0
Noxa1,378
Noxo1,116
Noxred1,85
Npas1,77
Npas2,0
Npas3,22
Npas4,0
Npat,4091
Npb,5
Npbwr1,0
Npc1,1950
Npc1l1,5
Npc2,8215
Npcd,0
Npdc1,2
Npepl1,4267
Npepps,5896
Npff,56
Npffr1,2
Npffr2,0
